ID,outText,outMA,source,PDF,Authors,Author Full Names,Article Title,ID2,Year,studytype,design,datayear,protection type,MPAname,MPAage,Age,MPAcreation,MPAprotection,FPAsize,MPAsize,Size,enforcement,governance,country,climate,continent,ocean,ecosystem,subgroup,socioeco,taxon,species,target,predator,fishery,inMPA,stakeholder,mechanism,indicator,DataOrigin,direction,quantitative,unit,errortype,BeforeMPAvalue,BeforeMPAsample,BeforeMPAerror,BeforeMPA_SD,BeforeControlvalue,BeforeControlsample,BeforeControlerror,BeforeControl_SD,AfterMPAvalue,AfterMPA_samplesize,AfterMPAerror,AfterMPA_SD,AfterControlvalue,AfterControl_samplesize,AfterControlerror,AfterControl_SD,ei,vei,comment
171,in,in,other,yes,Calo et al,.,"Spatial genetic structure in the saddled sea bream (Oblada melanura [Linnaeus, 1758]) suggests multi-scaled patterns of connectivity between protected and unprotected areas in the Western Mediterranean Sea",111,2016,field,CI,2013,MPA,Cap Creus,15,old,1998,highly,NA,28.9,medium,NA,.,Spain,subtropical,Europe,Mediterranean sea,mix,.,ecological,fish,Oblada melanura,fished,mix,.,,,genetic,observed heterozygosity,table 1,neutral,yes,number,variance,,,,,,,,,0.757,1,NA,NA,0.743,2,0.000722,0.000722,0.018667209,,"""In each location, both protected and unprotected, 25?32  for a total of 258, 30 taken for n individuals ; MPA Porquerolles became part of Port Cros National Park (created in 1963) in 2012"""
171,in,in,other,yes,Calo et al,.,"Spatial genetic structure in the saddled sea bream (Oblada melanura [Linnaeus, 1758]) suggests multi-scaled patterns of connectivity between protected and unprotected areas in the Western Mediterranean Sea",111,2016,field,CI,2013,MPA,Cabo de Palos,18,old,1995,highly,NA,18.98,medium,NA,.,Spain,subtropical,Europe,Mediterranean sea,mix,.,ecological,fish,Oblada melanura,fished,mix,.,,,genetic,allelic richness,table 1,neutral,yes,number,variance,,,,,,,,,,1,,,10.875,2,,,0.011,,"""In each location, both protected and unprotected, 25?32  for a total of 258, 30 taken for n individuals ; MPA Porquerolles became part of Port Cros National Park (created in 1963) in 2012"""
171,in,in,other,yes,Calo et al,.,"Spatial genetic structure in the saddled sea bream (Oblada melanura [Linnaeus, 1758]) suggests multi-scaled patterns of connectivity between protected and unprotected areas in the Western Mediterranean Sea",111,2016,field,CI,2013,MPA,Porquerolles,1,young,2012,NA,NA,28,medium,NA,.,France,temperate,Europe,Mediterranean sea,mix,.,ecological,fish,Oblada melanura,fished,mix,.,,,genetic,allelic richness,table 1,neutral,yes,number,variance,,,,,,,,,,1,,,11.1695,2,,,-0.0311,,"""In each location, both protected and unprotected, 25?32  for a total of 258, 30 taken for n individuals ; MPA Porquerolles became part of Port Cros National Park (created in 1963) in 2012"""
171,in,in,other,yes,Calo et al,.,"Spatial genetic structure in the saddled sea bream (Oblada melanura [Linnaeus, 1758]) suggests multi-scaled patterns of connectivity between protected and unprotected areas in the Western Mediterranean Sea",111,2016,field,CI,2013,MPA,Cabo de Palos,18,old,1995,highly,NA,18.98,medium,NA,.,Spain,subtropical,Europe,Mediterranean sea,mix,.,ecological,fish,Oblada melanura,fished,mix,.,,,genetic,expected heterozygosity,table 1,neutral,yes,number,variance,,,,,,,,,0.775,1,NA,NA,0.777,2,0.000242,0.000242,-0.002577321,,"""In each location, both protected and unprotected, 25?32  for a total of 258, 30 taken for n individuals ; MPA Porquerolles became part of Port Cros National Park (created in 1963) in 2012"""
171,in,in,other,yes,Calo et al,.,"Spatial genetic structure in the saddled sea bream (Oblada melanura [Linnaeus, 1758]) suggests multi-scaled patterns of connectivity between protected and unprotected areas in the Western Mediterranean Sea",111,2016,field,CI,2013,MPA,Cabo de Palos,18,old,1995,highly,NA,18.98,medium,NA,.,Spain,subtropical,Europe,Mediterranean sea,mix,.,ecological,fish,Oblada melanura,fished,mix,.,,,genetic,observed heterozygosity,table 1,neutral,yes,number,variance,,,,,,,,,0.753,1,NA,NA,0.753,2,0.000002,0.000002,0,,"""In each location, both protected and unprotected, 25?32  for a total of 258, 30 taken for n individuals ; MPA Porquerolles became part of Port Cros National Park (created in 1963) in 2012"""
171,in,in,other,yes,Calo et al,.,"Spatial genetic structure in the saddled sea bream (Oblada melanura [Linnaeus, 1758]) suggests multi-scaled patterns of connectivity between protected and unprotected areas in the Western Mediterranean Sea",111,2016,field,CI,2013,MPA,Porquerolles,1,young,2012,NA,NA,28,medium,NA,.,France,temperate,Europe,Mediterranean sea,mix,.,ecological,fish,Oblada melanura,fished,mix,.,,,genetic,expected heterozygosity,table 1,neutral,yes,number,variance,,,,,,,,,0.752,1,NA,NA,0.7695,2,0.0000405,0.0000405,-0.023004629,,"""In each location, both protected and unprotected, 25?32  for a total of 258, 30 taken for n individuals ; MPA Porquerolles became part of Port Cros National Park (created in 1963) in 2012"""
171,in,in,other,yes,Calo et al,.,"Spatial genetic structure in the saddled sea bream (Oblada melanura [Linnaeus, 1758]) suggests multi-scaled patterns of connectivity between protected and unprotected areas in the Western Mediterranean Sea",111,2016,field,CI,2013,MPA,Porquerolles,1,young,2012,NA,NA,28,medium,NA,.,France,temperate,Europe,Mediterranean sea,mix,.,ecological,fish,Oblada melanura,fished,mix,.,,,genetic,observed heterozygosity,table 1,neutral,yes,number,variance,,,,,,,,,0.762,1,NA,NA,0.768,2,0.001352,0.001352,-0.007843177,,"""In each location, both protected and unprotected, 25?32  for a total of 258, 30 taken for n individuals ; MPA Porquerolles became part of Port Cros National Park (created in 1963) in 2012"""
209,in,in,other,yes,Jones et al,Jones et al,Coral decline threatens fish biodiversity in marine reserves.,112,2004,field,CI,1999-2003,MPA,Tamane Puli,0,young,1999,NA,mix,mix,NA,NA,,Papua New Guinea,tropical,Oceania,Bismark sea,coral reef,,,coral,mix,unfished,no,,,,recovery,recovery,figure 2,neutral,yes,percentage,se,8.25617284,32,1.467726785,8.302716499,6.99812131,32,1.887077295,10.67492121,17.37704643,32,3.040291197,17.19848418,12.24000268,32,1.467726785,8.302716499,0.185121254,0.14930709,"multiple and gradually increasing stressors; for recovery data, 2002 vs 2003 (cannot take 1999 VS 2003 because there were several disturbance between these two years : would give a measure of resistance)"
209,in,in,other,yes,Jones et al,Jones et al,Coral decline threatens fish biodiversity in marine reserves.,112,2004,field,CI,1999-2003,MPA,Tamane Puli,0,young,1999,NA,mix,mix,NA,NA,,Papua New Guinea,tropical,Oceania,Bismark sea,coral reef,,ecological,coral,mix,unfished,no,,,,resistance,resistance,figure 2,neutral,yes,percentage,se,30.4817499,32,2.62094069,14.8262795,31.9494767,32,2.62094069,14.8262795,8.25617284,32,1.46772678,8.3027165,6.99812131,32,1.887077295,10.67492121,0.212347076,0.118439867,"multiple and gradually increasing stressors; for resistance data, 1999 vs. 2002 because  between these years there were non-stop disturbances and therefore the decline between these 2 years is a measure of resistance (we could have started before at the first bleaching episode, but there is no AMP data so we start in 1999)"
142,in,in,WoS,yes,"Darling, Emily S.; McClanahan, Timothy R.; Cote, Isabelle M.","Darling, Emily S.; McClanahan, Timothy R.; Cote, Isabelle M.","Combined effects of two stressors on Kenyan coral reefs are additive or antagonistic, not synergistic",113,2010,field,CI,1987-2008,MPA,mix,12 to 30,old,1968-1986,fully,6.2-10,6.2-10,medium,yes,,Kenya,tropical,Africa,Indian ocean,coral reef,,ecological,coral,mix,unfished,no,.,,.,resistance,resistance,result section,neutral,yes,percentage,se,42,52.5,1.6,11.5931014,20.6,73.5,1.3,11.14517833,11.1,52.5,2.4,17.3896521,11.4,73.5,2,17.1464282,-0.73904679,0.082961868,"mean values given in text of section result for 1997 and 1999  years considered here to highlight possible resistance potential in MPAs regarding the 1998 bleaching event; ; perturbation was in 1998, so age of MPAs calculated from age at this date"
142,in,in,WoS,yes,"Darling, Emily S.; McClanahan, Timothy R.; Cote, Isabelle M.","Darling, Emily S.; McClanahan, Timothy R.; Cote, Isabelle M.","Combined effects of two stressors on Kenyan coral reefs are additive or antagonistic, not synergistic",113,2010,field,CI,1987-2008,MPA,mix,12 to 30,old,1968-1986,fully,6.2-10,6.2-10,medium,yes,,Kenya,tropical,Africa,Indian ocean,coral reef,,,coral,mix,unfished,no,.,,.,recovery,recovery,figure 1,neutral,yes,percentage,se,10.8695652,52.5,1.86335404,13.5012827,11.1801242,73.5,2.17391304,18.637422,22.3602484,52.5,4.65838509,33.7532067,20.6521739,73.5,3.72670807,31.9498662,0.107635046,0.143161785,"1999 VS 2003 to see recovery potential; ; perturbation was in 1998, so age of MPAs calculated from age at this date"
115,in,in,WoS,yes,"McInerney, Caitriona E.; Allcock, A. Louise; Johnson, Mark P.; Prodoehl, Paulo A.","McInerney, Caitriona E.; Allcock, A. Louise; Johnson, Mark P.; Prodoehl, Paulo A.",Understanding marine reserve function in a seascape genetics context: Nucella lapillus in Strangford Lough (Northern Ireland) as an example,114,2009,field,CI,2005,MPA,Strangford Lough,20,old,1985,NA,NA,22.8,medium,NA,.,Northern Ireland,temperate,Europe,Irish sea,rocky reef,.,ecological,fished invert,Nucella lapillus,unfished,no,.,,,genetic,allelic richness,table 2,negative,yes,number,variance,,,,,,,,,5.0333333,3,0.4233333,0.4233333,6.025,4,1.509167,1.509167,-0.179835031,,also possible influence of topographic and hydrographic features. ATTENTION: non protected control site ' Ballyhornan  (2006)' not taken into account because only control site re-sampled
115,in,in,WoS,yes,"McInerney, Caitriona E.; Allcock, A. Louise; Johnson, Mark P.; Prodoehl, Paulo A.","McInerney, Caitriona E.; Allcock, A. Louise; Johnson, Mark P.; Prodoehl, Paulo A.",Understanding marine reserve function in a seascape genetics context: Nucella lapillus in Strangford Lough (Northern Ireland) as an example,114,2009,field,CI,2005,MPA,Strangford Lough,20,old,1985,NA,NA,22.8,medium,NA,.,Northern Ireland,temperate,Europe,Irish sea,rocky reef,.,ecological,fished invert,Nucella lapillus,unfished,no,.,,,genetic,expected heterozygosity,table 2,negative,yes,number,variance,,,,,,,,,0.481,3,0.000171,0.000171,0.556,4,0.005016667,0.005016667,-0.144901024,,also possible influence of topographic and hydrographic features. ATTENTION: non protected control site ' Ballyhornan  (2006)' not taken into account because only control site re-sampled
115,in,in,WoS,yes,"McInerney, Caitriona E.; Allcock, A. Louise; Johnson, Mark P.; Prodoehl, Paulo A.","McInerney, Caitriona E.; Allcock, A. Louise; Johnson, Mark P.; Prodoehl, Paulo A.",Understanding marine reserve function in a seascape genetics context: Nucella lapillus in Strangford Lough (Northern Ireland) as an example,114,2009,field,CI,2005,MPA,Strangford Lough,20,old,1985,NA,NA,22.8,medium,NA,.,Northern Ireland,temperate,Europe,Irish sea,rocky reef,.,ecological,fished invert,Nucella lapillus,unfished,no,.,,,genetic,observed heterozygosity,table 2,neutral,yes,number,variance,,,,,,,,,0.412666667,3,0.001957333,0.001957333,0.452,4,0.0043,0.0043,-0.091042014,,also possible influence of topographic and hydrographic features
88,in,in,WoS,yes,"Pujolar, Jose Martin; Schiavina, Marcello; Di Franco, Antonio; Melia, Paco; Guidetti, Paolo; Gatto, Marino; De Leo, Giulio A.; Zane, Lorenzo","Pujolar, Jose Martin; Schiavina, Marcello; Di Franco, Antonio; Melia, Paco; Guidetti, Paolo; Gatto, Marino; De Leo, Giulio A.; Zane, Lorenzo",Understanding the effectiveness of marine protected areas using genetic connectivity patterns and Lagrangian simulations,115,2013,field,CI,2009-2010,MPA,Torre Guaceto,19,old,1991,highly,NA,22.27,medium,yes,.,Italy,subtropical,Europe,Adriatic sea,rocky reef,.,ecological,fish,diplodus sargus sargus,fished,predator,.,,,genetic,allelic richness,table 1,neutral,yes,number,variance,,,,,,,,,6.3,2,0.0968,0.0968,6.06,8,0.082457143,0.082457143,0.038839833,,Adults value not taken  into account
88,in,in,WoS,yes,"Pujolar, Jose Martin; Schiavina, Marcello; Di Franco, Antonio; Melia, Paco; Guidetti, Paolo; Gatto, Marino; De Leo, Giulio A.; Zane, Lorenzo","Pujolar, Jose Martin; Schiavina, Marcello; Di Franco, Antonio; Melia, Paco; Guidetti, Paolo; Gatto, Marino; De Leo, Giulio A.; Zane, Lorenzo",Understanding the effectiveness of marine protected areas using genetic connectivity patterns and Lagrangian simulations,115,2013,field,CI,2009-2010,MPA,Torre Guaceto,19,old,1991,highly,NA,22.27,medium,yes,.,Italy,subtropical,Europe,Adriatic sea,rocky reef,.,ecological,fish,diplodus sargus sargus,fished,predator,.,,,genetic,expected heterozygosity,table 1,neutral,yes,number,variance,,,,,,,,,0.696,2,0.00125,0.00125,0.674,8,0.000497143,0.000497143,0.032119549,,Adults value not taken  into account
88,in,in,WoS,yes,"Pujolar, Jose Martin; Schiavina, Marcello; Di Franco, Antonio; Melia, Paco; Guidetti, Paolo; Gatto, Marino; De Leo, Giulio A.; Zane, Lorenzo","Pujolar, Jose Martin; Schiavina, Marcello; Di Franco, Antonio; Melia, Paco; Guidetti, Paolo; Gatto, Marino; De Leo, Giulio A.; Zane, Lorenzo",Understanding the effectiveness of marine protected areas using genetic connectivity patterns and Lagrangian simulations,115,2013,field,CI,2009-2010,MPA,Torre Guaceto,19,old,1991,highly,NA,22.27,medium,yes,.,Italy,subtropical,Europe,Adriatic sea,rocky reef,.,ecological,fish,diplodus sargus sargus,fished,predator,.,,,genetic,observed heterozygosity,table 1,neutral,yes,number,variance,,,,,,,,,0.6425,2,0.0025205,0.0025205,0.644375,8,0.000765411,0.000765411,-0.002914038,,Adults value not taken  into account
163,in,in,WoS,yes,"Coelho, Vania R.; Manfrino, Carrie","Coelho, Vania R.; Manfrino, Carrie",Coral community decline at a remote Caribbean island: marine no-take reserves are not enough,116,2007,field,CI,1999-2004,MPA,Little Cayman,15,old,1986,NA,2.72,2.72,medium,NA,,Cayman Islands,tropical,Central America,Caribbean sea,coral reef,,ecological,coral,mix,unfished,no,,,,resistance,resistance,Figure 8(a); Tables 8 and 9,neutral,yes,percentage,se,29.3867925,36,1.98113208,11.8867925,23.333333,37,1.32075472,8.0338373,24.6540881,12,2.20125786,7.62538091,22.2318552,29,1.32695425,7.14586731,-0.127245846,0.019283353,"see table 1 for sample sizes and result section for mean values; data extracted for resistance 1999 VS 2002 to see influence of 2001 storm (another storm happened iin 2002 but in oct and nov whereas sampling occured in summer); perturbation considered happenedd in 2001, MPA age calculated according to this date"
163,in,out,WoS,yes,"Coelho, Vania R.; Manfrino, Carrie","Coelho, Vania R.; Manfrino, Carrie",Coral community decline at a remote Caribbean island: marine no-take reserves are not enough,116,2007,field,CI,1999-2004,MPA,Little Cayman,18,old,1986,NA,2.72,2.72,medium,NA,,Cayman Islands,tropical,Central America,Caribbean sea,coral reef,,ecological,coral,mix,unfished,no,.,,.,body condition,health,Figure 8(b); Tables 8 and 10,neutral,yes,percentage,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,no variance provided
24,in,out,WoS,yes,"Boco, Sheldon Rey; Cabansag, Jerome Benedict P.; Jamodiong, Emmeline A.; Ticzon, Victor S.","Boco, Sheldon Rey; Cabansag, Jerome Benedict P.; Jamodiong, Emmeline A.; Ticzon, Victor S.","Size-frequency distributions of scleractinian coral (Porites spp.) colonies inside and outside a marine reserve in Leyte Gulf, central Philippines",117,2020,field,CI,2015,MPA,Bagonbanua,25,old,1990,fully,0.578,0.578,small,yes,,Philippines,tropical,Asia,Philippines Sea,coral reef,,ecological,coral,mix,unfished,no,.,,.,resistance,resistance,figure 4,positive,yes,% mortality,sd,.,.,.,.,.,.,.,.,24.0334572,20,60.9008997,7.80390285,30.3903346,20,99.4202678,9.97097126,,,"partial mortality ""bare or algal-covered skeleton on each colony"" considered as mortality indicator; OUT MA because n=2 for analysable mortality articles (ID 24 and 35) and not groupable with live cover under resistance indicator"
80,in,in,WoS,yes,"Lamb, Joleah B; Wenger, Amelia S; Devlin, Michelle J; Ceccarelli, Daniela M; Williamson, David H; Willis, Bette L","Lamb, Joleah B; Wenger, Amelia S; Devlin, Michelle J; Ceccarelli, Daniela M; Williamson, David H; Willis, Bette L",Reserves as tools for alleviating impacts of marine disease,118,2016,field,CI,2012,MPA,Palm Islands Marine National Park,24,old,1987,fully,NA,NA,medium,NA,,Australia,tropical,Oceania,Pacific,coral reef,,ecological,coral,mix,unfished,no,.,,.,body condition,health,figure 2,neutral,yes,percentage disease,se,.,.,.,.,.,.,.,.,0.98508432,42,3.42494663,1.85066113,7.40251755,36,25.1820846,5.01817543,,,"perturbation (cyclone happened one year before sampling), in 2011, so MPA age at the moment of perturbation was 24"
207,in,in,other,yes,Graham et al,Graham et al,"Climate warming,
marine protected areas and the ocean-scale integrity of coral reef ecosystems",119,2008,field,CI,2005,MPA,mix,mix,mix,mix,fully,mix,mix,mix,NA,,Seychelles,tropical,mix,mix,coral reef,,ecological,coral,mix,unfished,no,,,,resistance,resistance,table 1,neutral,yes,percentage,se,40.733333,57,299.01778,17.292131,23.133333,142.5,71.461111,8.4534674,5.4,57,148.221,12.17460928,8.2333,142.5,215.9138889,14.69400861,-0.987560138,0.115626809,only countries with clear controls from the country were taken; for sample size an estimation is made from few data in materials and methods - would have to look to ref 47 to find right sample sizes but no access to it ; means of different reef types computed see particular excel sheet
207,in,in,other,yes,Graham et al,Graham et al,"Climate warming,
marine protected areas and the ocean-scale integrity of coral reef ecosystems",119,2008,field,CI,2005,MPA,mix,mix,mix,mix,fully,mix,mix,mix,NA,,Kenya,tropical,mix,mix,coral reef,,ecological,coral,mix,unfished,no,,,,resistance,resistance,table 1,neutral,yes,percentage,se,34.8,38,4.5,27.73986301,18.9,38,5.2,32.05495282,26.8,38,8.1,49.93175342,20,38,4,24.65765601,-0.317785851,0.22376723,only countries with clear controls from the country were taken;for sample size an estimation is made from few data in materials and methods - would have to look to ref 47 to find right sample sizes  but no access to it 
207,in,in,other,yes,Graham et al,Graham et al,"Climate warming,
marine protected areas and the ocean-scale integrity of coral reef ecosystems",119,2008,field,CI,2005,MPA,mix,mix,mix,mix,fully,mix,mix,mix,NA,,Tanzania,tropical,mix,mix,coral reef,,ecological,coral,mix,unfished,no,,,,resistance,resistance,table 1,neutral,yes,percentage,se,62.7,19,11.1,48.38377827,48.5,19,3.8,16.56381599,61.5,19,2.4,10.46135746,48.3,19,3.3,14.38436651,-0.015192036,0.043670594,only countries with clear controls from the country were taken; for sample size an estimation is made from few data in materials and methods - would have to look to ref 47 to find right sample sizes  but no access to it  ; Mafia Island MPA not considered because was not protected at time of the 1998 bleaching event - cannot provide info on protection benefits regarding plasticity and resistance
156,in,out,WoS,yes,"Freeman, D. J.; MacDiarmid, A. B.","Freeman, D. J.; MacDiarmid, A. B.","Healthier lobsters in a marine reserve: effects of fishing on disease incidence in the spiny lobster, Jasus edwardsii",120,2009,field,CI,2003-2006,MPA,Te Tapuwae o Rongokako,7,medium,1999,fully,24.52,24.52,medium,NA,,New Zealand,subtropical,Oceania,Pacific,mix,,ecological,fished invert,Jasus edwardsii,fished,yes,.,,.,body condition,health,figure 2,positive,yes,decimal number,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,no variance provided
35,in,in,WoS,yes,"Cortes-Useche, Camilo; Israel Muniz-Castillo, Aaron; Calle-Trivino, Johanna; Yathiraj, Roshni; Ernesto Arias-Gonzalez, Jesus","Cortes-Useche, Camilo; Israel Muniz-Castillo, Aaron; Calle-Trivino, Johanna; Yathiraj, Roshni; Ernesto Arias-Gonzalez, Jesus",Reef condition and protection of coral diversity and evolutionary history in the marine protected areas of Southeastern Dominican Republic,121,2019,field,CI,2015,MPA,mix,6 to 40,mix,1975-2009,mix,mix,mix,small,NA,,Dominican Republic,tropical,Central America,Atlantic Ocean,coral reef,,ecological,coral,mix,unfished,no,,,,body condition,health,figure 4,neutral,yes,percentage bleaching,se,,,,,,,,,1.2,42,0.7,4.536518489,7.6,36,1.2,7.2,,,age and size categories are estimations; protection type cannot be given because different types of protection; data year is also year of the perturbation (bleaching) so age of MPA calculated from data year
35,in,out,WoS,yes,"Cortes-Useche, Camilo; Israel Muniz-Castillo, Aaron; Calle-Trivino, Johanna; Yathiraj, Roshni; Ernesto Arias-Gonzalez, Jesus","Cortes-Useche, Camilo; Israel Muniz-Castillo, Aaron; Calle-Trivino, Johanna; Yathiraj, Roshni; Ernesto Arias-Gonzalez, Jesus",Reef condition and protection of coral diversity and evolutionary history in the marine protected areas of Southeastern Dominican Republic,121,2019,field,CI,2015,MPA,mix,6 to 40,mix,1975-2009,mix,mix,mix,small,NA,,Dominican Republic,tropical,Central America,Atlantic Ocean,coral reef,,ecological,coral,mix,unfished,no,,,,resistance,resistance,figure 4,positive,yes,%mortality,se,,,,,,,,,1.4,42,0.5,3.240370349,5.5,36,1.3,7.8,,,only old mortality taken into account because not enough data for new mortality and new mortality too related to recruits; data year is also year of the perturbation (bleaching) so age of MPA calculated from data year; OUT MA because n=2 for analysable mortality articles (ID 24 and 35) and not groupable with live cover under resistance indicator
36,in,out,WoS,yes,"Beatty, Deanna S.; Valayil, Jinu Mathew; Clements, Cody S.; Ritchie, Kim B.; Stewart, Frank J.; Hay, Mark E.","Beatty, Deanna S.; Valayil, Jinu Mathew; Clements, Cody S.; Ritchie, Kim B.; Stewart, Frank J.; Hay, Mark E.",Variable effects of local management on coral defenses against a thermally regulated bleaching pathogen,122,2019,field,CI,2014,MPA,mix,12,old,2002 to 2003,fully,0.5 to 0.8,0.5 to 0.8,small,NA,,Fiji,tropical,Oceania,Coral sea,coral reef,,ecological,coral,mix,unfished,no,.,,.,body condition,health,figure 1,ambiguous,yes,decimal number,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,"only indicator of this type, cannot be grouped under another"
208,in,in,other,yes,Halpern et al,Halpern et al,Marine protected areas and resilience to sedimentation in the Solomon Islands,123,2013,field,CI,2005-2010,MPA,Kindu,0 to 4,young,2002 to 2006,NA,NA,0.532,small,no,,Solomon Islands,tropical,Oceania,Solomon sea,coral reef,,,coral,mix,unfished,no,,,,recovery,recovery,figure 4,neutral,yes,percentage,se,29.542484,18,4.4444444,18.856181,18.823529,18,6.5359477,27.729678,38.4210526,18,4.21052632,17.8637503,46.5789474,18,5,21.2132034,-0.643264845,0.166728847,"sedimentation (organic loading) as a stressor; number of reef sites sampled inside MPA were estimated 3 and same for controls according to the Fig 1; as a conservative measure, and in absence of any other information, number of quadrants were estimated 6 - same as transects for fish count. Concerning the assessment of recovery : Two values are sampled: 2005 and 2010, and the article mentions in Discussion “Sedimentation on the coral reefs within Roviana Lagoon had begun at least at the time of MPA creation, if not before, and so the potential resilience that MPAs could have provided the reefs was primarily through improving recovery time” . BUT when looking closely at values: Kindu MPA: augmentation for the control and MPA between the two dates; Nusa Hope: slight decrease in MPA between the two dates, slight increase for the control; Nusa Roviana: diminution MPA and control between the two dates.
They still consider it is recovery when in fact one could also say that at times it is resistance? since the pressure (sedimentation) is always present
Interpretation : the disturbance is over, i.e. there is no new source of sedimentation, and the present sedimentation is that of past tree logging events. In this sense, we can consider that it is recovery because it is the capacity of the system to develop once the sediments are deposited
It is therefore recovery, with in some cases decreasing values..; MPAs created between 2002 and 2006 and sedimentation began around 2002, so age of MPAs calculated according to this date"
208,in,in,other,yes,Halpern et al,Halpern et al,Marine protected areas and resilience to sedimentation in the Solomon Islands,123,2013,field,CI,2005-2010,MPA,Nusa Hope,0 to 4,young,2002 to 2006,NA,NA,1,small,no,,Solomon Islands,tropical,Oceania,Solomon sea,coral reef,,,coral,mix,unfished,no,,,,recovery,recovery,figure 4,neutral,yes,percentage,se,18.52349,18,4.295302,18.223423,16.375839,18,6.442953,27.335135,16,18,4.8,20.364675,17.066667,18,3.2,13.57645,-0.18777118,0.333723561,"sedimentation (organic loading) as a stressor; number of reef sites sampled inside MPA were estimated 3 and same for controls according to the Fig 1; as a conservative measure, and in absence of any other information, number of quadrants were estimated 6 - same as transects for fish count. Concerning the assessment of recovery : Two values are sampled: 2005 and 2010, and the article mentions in Discussion “Sedimentation on the coral reefs within Roviana Lagoon had begun at least at the time of MPA creation, if not before, and so the potential resilience that MPAs could have provided the reefs was primarily through improving recovery time” . BUT when looking closely at values: Kindu MPA: augmentation for the control and MPA between the two dates; Nusa Hope: slight decrease in MPA between the two dates, slight increase for the control; Nusa Roviana: diminution MPA and control between the two dates.
They still consider it is recovery when in fact one could also say that at times it is resistance? since the pressure (sedimentation) is always present
Interpretation : the disturbance is over, i.e. there is no new source of sedimentation, and the present sedimentation is that of past tree logging events. In this sense, we can consider that it is recovery because it is the capacity of the system to develop once the sediments are deposited
It is therefore recovery, with in some cases decreasing values..; MPAs created between 2002 and 2006 and sedimentation began around 2002, so age of MPAs calculated according to this date"
208,in,in,other,yes,Halpern et al,Halpern et al,Marine protected areas and resilience to sedimentation in the Solomon Islands,123,2013,field,CI,2005-2010,MPA,Nusa Roviana,0 to 4,young,2002 to 2006,NA,NA,0.105,small,no,,Solomon Islands,tropical,Oceania,Solomon sea,coral reef,,,coral,mix,unfished,no,,,,recovery,recovery,figure 4,neutral,yes,percentage,se,28.070175,18,4.2105263,17.86375,32.631579,18,6.6666667,28.284271,27.782567,18,3.591954,15.23937,29.578544,18,5.188378,22.012424,0.08793238,0.111723064,"sedimentation (organic loading) as a stressor; number of reef sites sampled inside MPA were estimated 3 and same for controls according to the Fig 1; as a conservative measure, and in absence of any other information, number of quadrants were estimated 6 - same as transects for fish count. Concerning the assessment of recovery : Two values are sampled: 2005 and 2010, and the article mentions in Discussion “Sedimentation on the coral reefs within Roviana Lagoon had begun at least at the time of MPA creation, if not before, and so the potential resilience that MPAs could have provided the reefs was primarily through improving recovery time” . BUT when looking closely at values: Kindu MPA: augmentation for the control and MPA between the two dates; Nusa Hope: slight decrease in MPA between the two dates, slight increase for the control; Nusa Roviana: diminution MPA and control between the two dates.
They still consider it is recovery when in fact one could also say that at times it is resistance? since the pressure (sedimentation) is always present
Interpretation : the disturbance is over, i.e. there is no new source of sedimentation, and the present sedimentation is that of past tree logging events. In this sense, we can consider that it is recovery because it is the capacity of the system to develop once the sediments are deposited
It is therefore recovery, with in some cases decreasing values..; MPAs created between 2002 and 2006 and sedimentation began around 2002, so age of MPAs calculated according to this date"
213,in,in,other,yes,"Mumby, Harborne","Mumby, Harborne",Marine Reserves Enhance the Recovery of Corals on Caribbean Reefs,124,2010,field,CI,2004-2007,MPA,Exuma Cays Land and Sea Park,18,old,1986,NA,NA,577,large,yes,,Bahamas,tropical,Central America,North Atlantic,coral reef,,,coral,mix,unfished,no,,,,recovery,recovery,figure 4,neutral,yes,number,se,6.98922,171.6,47.762914,6.9110719,5.7164643,257.4,63.948231,7.9967638,13.758487,171.6,58.391512,7.6414339,6.6807448,257.4,95.824158,9.7889814,0.521407915,0.023439132,perturbation happened in 2004 so age of MPA calculated according to how old it was at this date
204,in,out,other,yes,Selig et al.,Selig et al.,Temperature-driven coral decline: the role of marine protected area,125,2012,field,CI,1987-2005,MPA,mix,mix,mix,mix,mix,mix,mix,mix,NA,,mix,tropical,mix,mix,coral reef,,ecological,coral,mix,unfished,no,,,,resistance,resistance,figure 3,neutral,yes,decimal number,,,,,,,,,,,,,,,,,,,,mean cover values not found; no error
205,in,out,other,yes,Begin et al.,Begin et al.,Effects of protection and sediment stress on coral reefs in Saint Lucia,126,2016,field,CI,2011,MPA,mix,NA,NA,NA,fully,2.5-16.3,2.5-16.3,medium,NA,,St Lucia,tropical,Central America,Caribbean sea,coral reef,,ecological,coral,mix,unfished,no,,,,resistance,resistance,figure 2,neutral,NA,percentage,,,,,,,,,,,,,,,,,,,,mean cover MPA and control not found; see stressors that affect the zone in discussion
