ID,OUTabstract,OUTtext,outMA,source,PDF,Publication Type,Authors,Author Full Names,Article Title,Source Title,Conference Title,Abstract,"Times Cited, All Databases",Year,DOI,UT (Unique WOS ID),studytype,design,datayear,protection type,MPAname,MPAage,Age,MPAcreation,MPAprotection,MPAindex,FPAsize,MPAsize,Size,enforcement,governance,country,climate,continent,ocean,ecosystem,subgroup,socioeco,taxon,species,target,predator,fishery,inMPA,stakeholder,mechanism,outcome,indicator,direction,quantitative,unit,DataOrigin,errortype,errortrans,valueMPAB,errorMPAB,sampleMPAB,valueMPAA,errorMPAA,sampleMPAA,valuecontrolA,errorcontrolA,samplecontrolA,valuecontrolB,errorcontrolB,samplecontrolB,ei,SEei,SDei,vei,ntotal,comment,OUTabstract,OUTtext
307,in,in,,WoS,yes,J,"Kawaka, JA; Samoilys, MA; Murunga, M; Church, J; Abunge, C; Maina, GW","Kawaka, Joan A.; Samoilys, Melita A.; Murunga, Michael; Church, Julie; Abunge, Carolyne; Maina, George Waweru",Developing locally managed marine areas: Lessons learnt from Kenya,OCEAN & COASTAL MANAGEMENT,,"Coastal communities in Kenya are increasingly adopting Locally Managed Marine Areas (LMMAs) and by 2015, 24 had been established. Coastal communities perceive the objectives of these LMMAs are to primarily conserve fisheries and marine resources and secure alternative sources of income. In this study we examined if there are generic approaches in how these LMMAs were established, that can be used for developing national guidelines as well as have application to other locations in the western Indian Ocean region. The study involved a literature review of all documents available on the LMMAs and key informant interviews. We found LMMAs in Kenya go through five phases to become fully established and operational: i) Conceptualisation, ii) Inception, iii) Implementation, iv) Monitoring and management; and v) Ongoing Adaptive Management. We defined each stage by the activities that are taking place which determine how far a LMMA has reached in its development. The final phase is when a LMMA exists sustainably in a continuous learning process. Out of 19 LMMAs assessed, four had reached the fifth Stage of 'Ongoing Adaptive Management' though not all elements of this stage were fully operational. The Kenyan model differs from the widely known Pacific model of four phases due to an additional initial 'Conceptualisation' phase. Our results illustrate the need for full acceptance of the LMMA concept by stakeholders before progressing to the 'Inception phase.' When this step was missed many LMMAs stalled due to unaddressed training needs, incomplete involvement of stakeholders and lack of financial resources, management and operational structures. These five phases provide a useful guide for communities and other stakeholders to follow when developing LMMAs, or for those that are established and need guidance on their operations. Common factors that we found associated with the development of LMMAs were informed and committed community members, past training in community based marine resource management, a supportive legal framework, external funding and opportunities for sharing LMMA information. The occurrence of an exchange visit to an existing LMMA was invariably the trigger for a community to establish their own LMMA. Weaknesses were seen in poor enforcement on the water and inadequate ongoing education and training. Further there was very little understanding of the costs of establishing and running a LMMA, therefore long term financial sustainability was problematic. Thus, although the rapid increase in the number of LMMAs in Kenya is a conservation success, their effectiveness will be thwarted if enforcement and financial management are not addressed. (C) 2016 Elsevier Ltd. All rights reserved.",22,2017,10.1016/j.ocecoaman.2016.10.013,WOS:000390739300001,review,mix,2016,LMMA,mix,mix,,mix,mix,,mix,mix,,mix,community-based,Kenya,tropical,Africa,Indian Ocean,mix,mix,mix,mix,mix,mix,mix,mix,,coastal community,information,local,education,negative,no,absence of education plan in all LMMA,,,,,,,,,,,,,,,,,,,,,,,
760,in,in,out,other,yes,J,Yasue,Yasue,Assessing ecological changes in and around marine reserves using community perceptions and biological surveys,,,,,2010,,,field,perception,2004,MPA,Handumon,9,medium,1995,fully,,0.5,0.5,small,yes,community-based,Phillipines,tropical,Asia,South China Sea,mix,,,fish,mix,fished,,artisanal,,fishery,food security,global,cpue,positive,yes,% interviewees,figure 3,,,70% positive,,,,,,,,,,,,,,,,,indicator not suitable for MA,,
246,in,in,,WoS,yes,J,"Tsurita, I; Hori, J; Kunieda, T; Hori, M; Makino, M","Tsurita, Izumi; Hori, Juri; Kunieda, Toshihiro; Hori, Masakazu; Makino, Mitsutaku","Marine protected areas, Satoumi, and territorial use rights for fisheries: A case study from hinase, Japan",MARINE POLICY,,"In spite of the growing attention towards the overall quality of Marine Protected Areas (MPAs), most empirical studies so far have narrowly focused their assessments on specific natural or social features and governing structures. In response, this study analyzed multi-use MPAs in the eelgrass restoration site in Hinase, Okayama, Japan in their environmental, economic and social dimensions. Considering changes in time and space as well as internal and external influences, the study faced many difficulties in dealing with the dynamics of MPA environments. At the same time, it showed clearly the control over development and fishery activities by several MPA relevant regulations, improvements of the ecological function by the regrowth of eelgrass, an increase in some fish species due to the same regrowth, and expansion of social networks deriving from the restoration activity. The study also revealed convincing evidence that self-motivated MPA management practice by fishers under the Territorial Use Rights for Fisheries (TURFs), in conjunction with other mixed management systems such as Satoumi, could lead to flexible and long-term efforts for improving food security, livelihoods, and the marine environment. This study highlights the importance of comprehensive research to deepen the understanding of the structure and functions of complex and diverse marine ecosystems and social systems.",7,2018,10.1016/j.marpol.2018.02.001,WOS:000429393500006,field,perception,2015,MPA,Hinase,30,old,1985,NA,NA,NA,NA,NA,yes,state,Japan,temperate,Asia,South China Sea,seagrass,,,fish,,fished,,,,coastal community,information,local,environmental awareness,positive,no,overall interview outcomes,p45,,,,,,,,,,,,,,,,,,,,,,
246,in,in,,WoS,yes,J,"Tsurita, I; Hori, J; Kunieda, T; Hori, M; Makino, M","Tsurita, Izumi; Hori, Juri; Kunieda, Toshihiro; Hori, Masakazu; Makino, Mitsutaku","Marine protected areas, Satoumi, and territorial use rights for fisheries: A case study from hinase, Japan",MARINE POLICY,,"In spite of the growing attention towards the overall quality of Marine Protected Areas (MPAs), most empirical studies so far have narrowly focused their assessments on specific natural or social features and governing structures. In response, this study analyzed multi-use MPAs in the eelgrass restoration site in Hinase, Okayama, Japan in their environmental, economic and social dimensions. Considering changes in time and space as well as internal and external influences, the study faced many difficulties in dealing with the dynamics of MPA environments. At the same time, it showed clearly the control over development and fishery activities by several MPA relevant regulations, improvements of the ecological function by the regrowth of eelgrass, an increase in some fish species due to the same regrowth, and expansion of social networks deriving from the restoration activity. The study also revealed convincing evidence that self-motivated MPA management practice by fishers under the Territorial Use Rights for Fisheries (TURFs), in conjunction with other mixed management systems such as Satoumi, could lead to flexible and long-term efforts for improving food security, livelihoods, and the marine environment. This study highlights the importance of comprehensive research to deepen the understanding of the structure and functions of complex and diverse marine ecosystems and social systems.",7,2018,10.1016/j.marpol.2018.02.001,WOS:000429393500006,field,perception,2015,MPA,Hinase,30,old,1985,NA,NA,NA,NA,NA,yes,state,Japan,temperate,Asia,South China Sea,seagrass,,,fish,,fished,,,,coastal community,agency,,participation,positive,no,overall interview outcomes,text,,,,,,,,,,,,,,,,,,,,,,
504,in,in,,WoS,yes,J,"Smith, SL","Smith, Sarah Lindley",Toward Inclusive Co-Management: Factors Influencing Stakeholder Participation,COASTAL MANAGEMENT,,"This study investigates stakeholder participation in selected examples of existing co-management arrangements developed to manage marine protected areas (MPAs) within the wider Caribbean. An understanding of the factors contributing to and dynamics of stakeholder participation is essential for promoting effective resource co-management. Data were collected from individuals living within the communities closest to or most affected by the MPAs, inquiring about their participation in and knowledge of MPA management. This article seeks to answer the question: What factors influence participation in co-management? Factors found to be predictors of participation, including occupation, age, and gender are discussed, as is the relationship between participating in MPA management and feeling one's interests are represented.",16,2012,10.1080/08920753.2012.677642,WOS:000304486100009,field,perception,2008,MPA,Hol Chan,31,old,1987,highly,3.9,5,390,large,mix,co-managed,Belize,tropical,Central America,Caribbean Sea,NA,,,,,,,,,coastal community,agency,,participation,neutral,yes,% interviewees,table 3,,,,,,,,,,,,,,,,,,,,,,
425,in,in,,WoS,yes,J,"Engel, MT; Marchini, S; Pont, AC; Machado, R; de Oliveira, LR","Engel, Monica Tais; Marchini, Silvio; Pont, Ana Carolina; Machado, Rodrigo; de Oliveira, Larissa Rosa","Perceptions and attitudes of stakeholders towards the wildlife refuge of Ilha dos Lobos, a marine protected area in Brazil",MARINE POLICY,,"At the north coast of Rio Grande do Sul state, southern Brazilian coast, the Wildlife Refuge of Ilha dos Lobos (29 degrees 20'S; 49 degrees 43'W), is a full protection area and a seasonal resting refuge for South American sea lions (Otaria flavescens). The regular presence of sea lions on the island is not only a touristic attraction in the region, but also a problem to the fishery community. This community faces economic impacts in its activities due to fish depredation caused by sea lions. Because of this issue, the perceptions and attitudes of different stakeholders from the region are important to be considered by managers, so that a realistic and decentralized action plan can be designed. The goal of this study was to analyze how different local stakeholders perceived the Wildlife Refuge of IIha dos Lobos. Additionally, how these stakeholders differed from each other in terms of attitudes, knowledge and perceptions. In October 2011, January and March 2012, face-to-face interview surveys were conducted with fishermen and tourists, and drop-off questionnaires surveys with business, and tourism professional and teachers, in a total of 150 questionnaires, 30 for each group. The results indicated existence of differences across the five stakeholder groups. It was also suggested that non-direct stakeholders had a more favorable view of the Wildlife Refuge of Ilha dos Lobos and the sea lion, whereas direct stakeholder (the fishermen) saw it as an obstacle to their fisheries activities. (C) 2013 Elsevier Ltd. All rights reserved.",18,2014,10.1016/j.marpol.2013.11.012,WOS:000333499800006,field,perception,2012,MPA,Ilha dos Lobos,29,old,1983,highly,1,0.785,0.785,small,NA,state,Brazil,temperate,South America,South West Atlantic,,,,,,,,,,tourism,information,local,MPA knowledge,ambiguous,yes,% respondents aware,Figure 2,,,,,,,,,,,,,,,,,,,,,,
243,in,in,,WoS,yes,J,"Sowman, M; Sunde, J","Sowman, Merle; Sunde, Jackie",Social impacts of marine protected areas in South Africa on coastal fishing communities,OCEAN & COASTAL MANAGEMENT,,"In South Africa, marine protected areas (MPAs) continue to be a favoured tool for biodiversity conservation and fisheries management. Efforts to expand the network of MPAs are contested largely due to historical injustices associated with MPA establishment and the ongoing social impacts linked with their current management and governance. This paper presents findings of recent research on the social dimensions of MPAs in five MPAs in South Africa. Drawing on information gathered from 70 oral histories, over 250 key informant interviews and 28 focus groups, the paper examines key social impacts respondents attribute to MPAs and their establishment and ongoing management. Significant negative impacts reported include the weakening of local governance rights and processes, in particular the lack of effective mechanisms for local community participation in decision making. The loss of tenure rights and access to resources amongst already marginalised communities has contributed to food insecurity, less exchange of food and less household income. The MPAs investigated have impacted on culture, way of life and sense of place. Yet, despite government commitments to several international policy instruments relevant to MPAs and national laws legislating redress, social issues associated with MPAs have been largely overlooked. Findings from this research demonstrate that the failure to address historical impacts, as well as social hardships and inequities still being experienced, undermine the legitimacy of MPAs and frustrate the achievement of objectives and plans to increase the marine space under protection. Ways of working towards more effective, legitimate and sustainable MPAs in South Africa are suggested.",22,2018,10.1016/j.ocecoaman.2018.02.013,WOS:000430525800016,field,perception,2015,MPA,Hluleka,15,old,2000,fully,,40,40,medium,NA,state,South Africa,temperate,Africa,Indian Ocean,,,,,,,,,,coastal community,social organization,,cohesion,neutral,no,"""community cohesion undermined""",table 1,,,,,,,,,,,,,,,,,,,,,,
309,in,out,,WoS,no,J,"Rylance, A","Rylance, Andrew",Estimating tourism's contribution to conservation area financing in Mozambique,TOURISM AND HOSPITALITY RESEARCH,,"Financial sustainability of conservation areas is one of the cornerstones for enabling effective conservation management. However, the current status of conservation area funding is widely detached from the need, and this disparity is intensified in developing countries. Therefore, identifying and valuing the revenue streams and finance needs of conservation areas is an important step in the process to become financial sustainable. This paper assesses the revenue potential of conservation areas in Mozambique national parks and reserves. The analysis describes the revenue generation of 93 conservation areas in Mozambique in 2013 to (i) the economy, (ii) the Government of Mozambique and conservation area management authorities, as well as (iii) respective communities bordering conservation areas. The analysis determined that the total annual revenue generation within the conservation area network was USD 24.4 million in 2013 from tourism-linked activities. The component of total revenue that accrued to either national Government of Mozambique or conservation area management was USD 3.33 million in 2013, and USD 606,500 of this accrued to communities surrounding conservation areas. The research has demonstrated that revenue generation of the conservation area network contributes approximately 10% to the tourism sector's total contribution to the economy of Mozambique. In addition, this research highlights the difficulties of revenue generation from conservation areas in least developed countries and the effects of a lack of data on justifying the value of a conservation area network from an economic perspective.",6,2017,10.1177/1467358415613119,WOS:000390854300003,field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mostly terrestrial reserves
310,out,out,,WoS,no,J,"Perez-Ruzafa, A; Garcia-Charton, JA; Marcos, C","Perez-Ruzafa, Angel; Garcia-Charton, Jose A.; Marcos, Concepcion",North East Atlantic vs. Mediterranean Marine Protected Areas as Fisheries Management Tool,FRONTIERS IN MARINE SCIENCE,,"The effectiveness of management initiatives implemented in the context of the European Common Fisheries Policy has been questioned, especially with regard to the Mediterranean. Some of the analyses made to compare the fishing activity and management measures carried out in the North East Atlantic and in the Mediterranean do not take into account some of the differentiating peculiarities of each of these regions. At the same time, they resort to traditional fisheries management measures and do not discuss the role of marine protected areas as a complementary management tool. In this respect, the apparent failure of marine protected areas in the North-East Atlantic compared with the same in the Mediterranean is challenging European fishery scientists. Application of the classical holistic view of ecological succession to the functioning of fishery closures and no-use areas highlights the importance of combining both management regimes to fully satisfy both fishery- and biodiversity-oriented goals. We advocate that an optimal management strategy for designing an MPA to protect biodiversity and sustain fishing yields consists of combining a network of no-use areas (close to their mature state) with fish boxes (buffer zones maintained by fishing disturbance in a relatively early successional stage, where productivity is higher), under a multi-zoning scheme. In this framework, the importance of no-use areas for fisheries is based on several observations: (1) They preserve biological diversity at regional scale, at all levels specific, habitat/seascape, and also genetic diversity and the structure of populations, allowing natural selection to operate. (2) They permit the natural variability of the system to be differentiated from the effects of regulation and to be integrated in appropriate sampling schemes as controls. (3) They maintain the natural size and age structure of the populations, hence maximizing potential fecundity, allowing biomass export to occur from core to regulated areas, dampening the fluctuations derived from deviations from the theoretical optimal effort in the fishing zone.",10,2017,10.3389/fmars.2017.0245,WOS:000457690600243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,framework,
311,in,out,,WoS,no,J,"Prato, G; Barrier, C; Francour, P; Cappanera, V; Markantonatou, V; Guidetti, P; Mangialajo, L; Cattaneo-Vietti, R; Gascuel, D","Prato, Giulia; Barrier, Celine; Francour, Patrice; Cappanera, Valentina; Markantonatou, Vasiliki; Guidetti, Paolo; Mangialajo, Luisa; Cattaneo-Vietti, Riccardo; Gascuel, Didier","Assessing interacting impacts of artisanal and recreational fisheries in a small Marine Protected Area (Portofino, NW Mediterranean Sea)",ECOSPHERE,,"Marine Protected Areas (MPAs) have spread across the Mediterranean to protect its rich biodiversity and manage human activities for a more sustainable coastal development. Within MPAs, traditional artisanal fishing is competing for space and resources with increasing recreational fishing, likely leading to interacting ecological effects. Such effects are difficult to unravel, given the multispecies character of both fisheries and the complexity of the food webs upon which they both impact. To address these issues, we developed an Ecopath and EcoTroph trophic model for the Portofino MPA case study (NW Mediterranean), in particular to (1) identify keystone species and assess fishing impact on them; (2) analyze the interacting impact of artisanal and recreational fishing on ecosystem biomass and trophic structure; and (3) assess the impact of recreational fishing on artisanal fishing catches. Two high trophic level predator (HTLP) groups coupled important keystone roles with high sensitivity to fishing pressure and should thus be regarded as sentinels to be prioritized for the definition of management actions. Recreational fishing had the widest impact on the food web, strongly impacting HTLP. Simulation of different mortality scenarios for each fishery highlighted that the ecosystem is far from its carrying capacity for HTLP. Forbidding recreational fishing allowed a 24% increase in HTLP biomass and benefited artisanal fishing by increased availability of HTLP catches. Artisanal fishing alone could instead be maintained with a moderate impact on the food web. Overall, Ecopath and EcoTroph modeling is a valuable tool to advise MPA management, but it is essential to increase data availability and quality by developing long-term monitoring programs on key species and on artisanal and recreational fishing.",18,2016,10.1002/ecs2.1601,WOS:000390136700019,model,,,MPA,,,,,,,,,,,,,,,,,,,,,,,artisanal,,fishery,food security,,catch,,,,,,,,,,,,,,,,,,,,,,,,,,model
243,in,in,,WoS,yes,J,"Sowman, M; Sunde, J","Sowman, Merle; Sunde, Jackie",Social impacts of marine protected areas in South Africa on coastal fishing communities,OCEAN & COASTAL MANAGEMENT,,"In South Africa, marine protected areas (MPAs) continue to be a favoured tool for biodiversity conservation and fisheries management. Efforts to expand the network of MPAs are contested largely due to historical injustices associated with MPA establishment and the ongoing social impacts linked with their current management and governance. This paper presents findings of recent research on the social dimensions of MPAs in five MPAs in South Africa. Drawing on information gathered from 70 oral histories, over 250 key informant interviews and 28 focus groups, the paper examines key social impacts respondents attribute to MPAs and their establishment and ongoing management. Significant negative impacts reported include the weakening of local governance rights and processes, in particular the lack of effective mechanisms for local community participation in decision making. The loss of tenure rights and access to resources amongst already marginalised communities has contributed to food insecurity, less exchange of food and less household income. The MPAs investigated have impacted on culture, way of life and sense of place. Yet, despite government commitments to several international policy instruments relevant to MPAs and national laws legislating redress, social issues associated with MPAs have been largely overlooked. Findings from this research demonstrate that the failure to address historical impacts, as well as social hardships and inequities still being experienced, undermine the legitimacy of MPAs and frustrate the achievement of objectives and plans to increase the marine space under protection. Ways of working towards more effective, legitimate and sustainable MPAs in South Africa are suggested.",22,2018,10.1016/j.ocecoaman.2018.02.013,WOS:000430525800016,field,perception,2015,MPA,Hluleka,15,old,2000,fully,,40,40,medium,NA,state,South Africa,temperate,Africa,Indian Ocean,,,,,,,,,,coastal community,social organization,,conflict,negative,no,"""inreased conflict""",table 1,,,,,,,,,,,,,,,,,,,,,,
243,in,in,out,WoS,yes,J,"Sowman, M; Sunde, J","Sowman, Merle; Sunde, Jackie",Social impacts of marine protected areas in South Africa on coastal fishing communities,OCEAN & COASTAL MANAGEMENT,,"In South Africa, marine protected areas (MPAs) continue to be a favoured tool for biodiversity conservation and fisheries management. Efforts to expand the network of MPAs are contested largely due to historical injustices associated with MPA establishment and the ongoing social impacts linked with their current management and governance. This paper presents findings of recent research on the social dimensions of MPAs in five MPAs in South Africa. Drawing on information gathered from 70 oral histories, over 250 key informant interviews and 28 focus groups, the paper examines key social impacts respondents attribute to MPAs and their establishment and ongoing management. Significant negative impacts reported include the weakening of local governance rights and processes, in particular the lack of effective mechanisms for local community participation in decision making. The loss of tenure rights and access to resources amongst already marginalised communities has contributed to food insecurity, less exchange of food and less household income. The MPAs investigated have impacted on culture, way of life and sense of place. Yet, despite government commitments to several international policy instruments relevant to MPAs and national laws legislating redress, social issues associated with MPAs have been largely overlooked. Findings from this research demonstrate that the failure to address historical impacts, as well as social hardships and inequities still being experienced, undermine the legitimacy of MPAs and frustrate the achievement of objectives and plans to increase the marine space under protection. Ways of working towards more effective, legitimate and sustainable MPAs in South Africa are suggested.",22,2018,10.1016/j.ocecoaman.2018.02.013,WOS:000430525800016,field,perception,2015,MPA,Hluleka,15,old,2000,fully,,40,40,medium,NA,state,South Africa,temperate,Africa,Indian Ocean,,,,,,,,,,coastal community,assets,economic,income,negative,no,"""income/employment""",table 1,,,,,,,,,,,,,,,,,,,,,,
243,in,in,,WoS,yes,J,"Sowman, M; Sunde, J","Sowman, Merle; Sunde, Jackie",Social impacts of marine protected areas in South Africa on coastal fishing communities,OCEAN & COASTAL MANAGEMENT,,"In South Africa, marine protected areas (MPAs) continue to be a favoured tool for biodiversity conservation and fisheries management. Efforts to expand the network of MPAs are contested largely due to historical injustices associated with MPA establishment and the ongoing social impacts linked with their current management and governance. This paper presents findings of recent research on the social dimensions of MPAs in five MPAs in South Africa. Drawing on information gathered from 70 oral histories, over 250 key informant interviews and 28 focus groups, the paper examines key social impacts respondents attribute to MPAs and their establishment and ongoing management. Significant negative impacts reported include the weakening of local governance rights and processes, in particular the lack of effective mechanisms for local community participation in decision making. The loss of tenure rights and access to resources amongst already marginalised communities has contributed to food insecurity, less exchange of food and less household income. The MPAs investigated have impacted on culture, way of life and sense of place. Yet, despite government commitments to several international policy instruments relevant to MPAs and national laws legislating redress, social issues associated with MPAs have been largely overlooked. Findings from this research demonstrate that the failure to address historical impacts, as well as social hardships and inequities still being experienced, undermine the legitimacy of MPAs and frustrate the achievement of objectives and plans to increase the marine space under protection. Ways of working towards more effective, legitimate and sustainable MPAs in South Africa are suggested.",22,2018,10.1016/j.ocecoaman.2018.02.013,WOS:000430525800016,field,perception,2015,MPA,Hluleka,15,old,2000,fully,,40,40,medium,NA,state,South Africa,temperate,Africa,Indian Ocean,,,,,,,,,,coastal community,assets,economic,employment,negative,no,"""income/employment""",table 1,,,,,,,,,,,,,,,,,,,,,,
243,in,in,,WoS,yes,J,"Sowman, M; Sunde, J","Sowman, Merle; Sunde, Jackie",Social impacts of marine protected areas in South Africa on coastal fishing communities,OCEAN & COASTAL MANAGEMENT,,"In South Africa, marine protected areas (MPAs) continue to be a favoured tool for biodiversity conservation and fisheries management. Efforts to expand the network of MPAs are contested largely due to historical injustices associated with MPA establishment and the ongoing social impacts linked with their current management and governance. This paper presents findings of recent research on the social dimensions of MPAs in five MPAs in South Africa. Drawing on information gathered from 70 oral histories, over 250 key informant interviews and 28 focus groups, the paper examines key social impacts respondents attribute to MPAs and their establishment and ongoing management. Significant negative impacts reported include the weakening of local governance rights and processes, in particular the lack of effective mechanisms for local community participation in decision making. The loss of tenure rights and access to resources amongst already marginalised communities has contributed to food insecurity, less exchange of food and less household income. The MPAs investigated have impacted on culture, way of life and sense of place. Yet, despite government commitments to several international policy instruments relevant to MPAs and national laws legislating redress, social issues associated with MPAs have been largely overlooked. Findings from this research demonstrate that the failure to address historical impacts, as well as social hardships and inequities still being experienced, undermine the legitimacy of MPAs and frustrate the achievement of objectives and plans to increase the marine space under protection. Ways of working towards more effective, legitimate and sustainable MPAs in South Africa are suggested.",22,2018,10.1016/j.ocecoaman.2018.02.013,WOS:000430525800016,field,perception,2015,MPA,Hluleka,15,old,2000,fully,,40,40,medium,NA,state,South Africa,temperate,Africa,Indian Ocean,,,,,,,,,,coastal community,agency,,user rights,negative,no,"""loss or weakening of tenure rights""",table 1,,,,,,,,,,,,,,,,,,,,,,
243,in,in,,WoS,yes,J,"Sowman, M; Sunde, J","Sowman, Merle; Sunde, Jackie",Social impacts of marine protected areas in South Africa on coastal fishing communities,OCEAN & COASTAL MANAGEMENT,,"In South Africa, marine protected areas (MPAs) continue to be a favoured tool for biodiversity conservation and fisheries management. Efforts to expand the network of MPAs are contested largely due to historical injustices associated with MPA establishment and the ongoing social impacts linked with their current management and governance. This paper presents findings of recent research on the social dimensions of MPAs in five MPAs in South Africa. Drawing on information gathered from 70 oral histories, over 250 key informant interviews and 28 focus groups, the paper examines key social impacts respondents attribute to MPAs and their establishment and ongoing management. Significant negative impacts reported include the weakening of local governance rights and processes, in particular the lack of effective mechanisms for local community participation in decision making. The loss of tenure rights and access to resources amongst already marginalised communities has contributed to food insecurity, less exchange of food and less household income. The MPAs investigated have impacted on culture, way of life and sense of place. Yet, despite government commitments to several international policy instruments relevant to MPAs and national laws legislating redress, social issues associated with MPAs have been largely overlooked. Findings from this research demonstrate that the failure to address historical impacts, as well as social hardships and inequities still being experienced, undermine the legitimacy of MPAs and frustrate the achievement of objectives and plans to increase the marine space under protection. Ways of working towards more effective, legitimate and sustainable MPAs in South Africa are suggested.",22,2018,10.1016/j.ocecoaman.2018.02.013,WOS:000430525800016,field,perception,2015,MPA,Hluleka,15,old,2000,fully,,40,40,medium,NA,state,South Africa,temperate,Africa,Indian Ocean,,,,,,,,,,coastal community,agency,,governance,negative,no,"""erosion of local governance systems""",table 1,,,,,,,,,,,,,,,,,,,,,,
243,in,in,,WoS,yes,J,"Sowman, M; Sunde, J","Sowman, Merle; Sunde, Jackie",Social impacts of marine protected areas in South Africa on coastal fishing communities,OCEAN & COASTAL MANAGEMENT,,"In South Africa, marine protected areas (MPAs) continue to be a favoured tool for biodiversity conservation and fisheries management. Efforts to expand the network of MPAs are contested largely due to historical injustices associated with MPA establishment and the ongoing social impacts linked with their current management and governance. This paper presents findings of recent research on the social dimensions of MPAs in five MPAs in South Africa. Drawing on information gathered from 70 oral histories, over 250 key informant interviews and 28 focus groups, the paper examines key social impacts respondents attribute to MPAs and their establishment and ongoing management. Significant negative impacts reported include the weakening of local governance rights and processes, in particular the lack of effective mechanisms for local community participation in decision making. The loss of tenure rights and access to resources amongst already marginalised communities has contributed to food insecurity, less exchange of food and less household income. The MPAs investigated have impacted on culture, way of life and sense of place. Yet, despite government commitments to several international policy instruments relevant to MPAs and national laws legislating redress, social issues associated with MPAs have been largely overlooked. Findings from this research demonstrate that the failure to address historical impacts, as well as social hardships and inequities still being experienced, undermine the legitimacy of MPAs and frustrate the achievement of objectives and plans to increase the marine space under protection. Ways of working towards more effective, legitimate and sustainable MPAs in South Africa are suggested.",22,2018,10.1016/j.ocecoaman.2018.02.013,WOS:000430525800016,field,perception,2015,MPA,Hluleka,15,old,2000,fully,,NA,NA,NA,NA,state,South Africa,temperate,Africa,Indian Ocean,,,,,,,,,,coastal community,agency,,participation,negative,no,"""rights to participation in decision-making and management undermined""",table 1,,,,,,,,,,,,,,,,,,,,,,
425,in,in,,WoS,yes,J,"Engel, MT; Marchini, S; Pont, AC; Machado, R; de Oliveira, LR","Engel, Monica Tais; Marchini, Silvio; Pont, Ana Carolina; Machado, Rodrigo; de Oliveira, Larissa Rosa","Perceptions and attitudes of stakeholders towards the wildlife refuge of Ilha dos Lobos, a marine protected area in Brazil",MARINE POLICY,,"At the north coast of Rio Grande do Sul state, southern Brazilian coast, the Wildlife Refuge of Ilha dos Lobos (29 degrees 20'S; 49 degrees 43'W), is a full protection area and a seasonal resting refuge for South American sea lions (Otaria flavescens). The regular presence of sea lions on the island is not only a touristic attraction in the region, but also a problem to the fishery community. This community faces economic impacts in its activities due to fish depredation caused by sea lions. Because of this issue, the perceptions and attitudes of different stakeholders from the region are important to be considered by managers, so that a realistic and decentralized action plan can be designed. The goal of this study was to analyze how different local stakeholders perceived the Wildlife Refuge of IIha dos Lobos. Additionally, how these stakeholders differed from each other in terms of attitudes, knowledge and perceptions. In October 2011, January and March 2012, face-to-face interview surveys were conducted with fishermen and tourists, and drop-off questionnaires surveys with business, and tourism professional and teachers, in a total of 150 questionnaires, 30 for each group. The results indicated existence of differences across the five stakeholder groups. It was also suggested that non-direct stakeholders had a more favorable view of the Wildlife Refuge of Ilha dos Lobos and the sea lion, whereas direct stakeholder (the fishermen) saw it as an obstacle to their fisheries activities. (C) 2013 Elsevier Ltd. All rights reserved.",18,2014,10.1016/j.marpol.2013.11.012,WOS:000333499800006,field,perception,2012,MPA,Ilha dos Lobos,29,old,1983,highly,1,0.785,0.785,small,NA,state,Brazil,temperate,South America,South West Atlantic,,,,,,,,industrial,,fishery,information,local,MPA knowledge,positive,yes,% respondents aware,Figure 2,,,,,,,,,,,,,,,,,,,,,,
