ID,PDF,OUTabstract,OUTtext,outMA,Authors,AUFull,Title,Abstract,citation,year,source,data year,studytype,design,COMP,protection,Creation,Age,Size,degradationlevel,country,continent,climate,ocean,ecosystem,species,mechanism,outcome,indicator,subindicator,direction,quantitative,data origin,unit,error type,BeforeMPAvalue,BeforeMPA_samplesize,BeforeMPAerrorRaw,BeforeMPA_SD,BeforeControlvalue,BeforeControl_samplesize,BeforeControlerrorRaw,BeforeControlSD, AfterMPAvalue,AfterMPA_samplesize,AfterMPAerrorRaw,AfterMPA_SD, AfterControlvalue,AfterControl_samplesize,AfterControlerrorRaw,AfterControl_SD,ei,vei,comment
703,yes,in,out,out,"Ceron, RM; Ceron, JG; Guerra, JJ; Zavala, JC; Amador, LE; Endanu, E; Moreno, G","Ceron, R. M.; Ceron, J. G.; Guerra, J. J.; Zavala, J. C.; Amador, L. E.; Endanu, E.; Moreno, G.","Determination of the amount of carbon stored in a disturbed mangrove forest in Campeche, Mexico","Carbon sequestration potential of mangrove forest in Campeche, Mexico, was investigated. Field work was conducted at two sites at the border of the estuary named Terminos Lagoon (Estero-Pargo and Bahamitas) between February and August in 2009. The mangrov",0,,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,SEQ,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,in,out,out,"Charles, SP; Kominoski, JS; Armitage, AR; Guo, HY; Weaver, CA; Pennings, SC","Charles, Sean P.; Kominoski, John S.; Armitage, Anna R.; Guo, Hongyu; Weaver, Carolyn A.; Pennings, Steven C.",Quantifying how changing mangrove cover affects ecosystem carbon storage in coastal wetlands,"Despite overall global declines, mangroves are expanding into and within many subtropical wetlands, leading to heterogeneous cover of marsh-mangrove coastal vegetation communities near the poleward edge of mangroves' ranges. Coastal wetlands are globally ",4,2020,WoS,,field,,ABS,,,,,,,,,,marsh,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,in,out,out,"Charles, SP; Kominoski, JS; Armitage, AR; Guo, HY; Weaver, CA; Pennings, SC","Charles, Sean P.; Kominoski, John S.; Armitage, Anna R.; Guo, Hongyu; Weaver, Carolyn A.; Pennings, Steven C.",Quantifying how changing mangrove cover affects ecosystem carbon storage in coastal wetlands,"Despite overall global declines, mangroves are expanding into and within many subtropical wetlands, leading to heterogeneous cover of marsh-mangrove coastal vegetation communities near the poleward edge of mangroves' ranges. Coastal wetlands are globally ",4,2020,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,in,out,out,"Chatting, M; LeVay, L; Walton, M; Skov, MW; Kennedy, H; Wilson, S; Al-Maslamani, I","Chatting, Mark; LeVay, Lewis; Walton, Mark; Skov, Martin W.; Kennedy, Hilary; Wilson, Simon; Al-Maslamani, Ibrahim",Mangrove carbon stocks and biomass partitioning in an extreme environment,Global inventories that show mangrove forests have rich carbon stores currently lack data from arid areas where carbon stocks may be functionally impoverished relative to humid regions. We quantified total carbon stocks (C) of three arid Avicennia marina ,1,,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,,in,out,out,"Chen, GC; Azkab, MH; Chmura, GL; Chen, SY; Sastrosuwondo, P; Ma, ZY; Dharmawan, IWE; Yin, XJ; Chen, B","Chen, Guangcheng; Azkab, Muhammad Husni; Chmura, Gail L.; Chen, Shunyang; Sastrosuwondo, Pramudji; Ma, Zhiyuan; Dharmawan, I. Wayan Eka; Yin, Xijie; Chen, Bin",Mangroves as a major source of soil carbon storage in adjacent seagrass meadows,Mangrove forests have the potential to export carbon to adjacent ecosystems but whether mangrovederived organic carbon (OC) would enhance the soil OC storage in seagrass meadows adjacent to mangroves is unclear. In this study we examine the potential for ,24,,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,,in,out,out,"Chen, GC; Gao, M; Pang, BP; Chen, SY; Ye, Y","Chen, Guangcheng; Gao, Min; Pang, Bopeng; Chen, Shunyang; Ye, Yong",Top-meter soil organic carbon stocks and sources in restored mangrove forests of different ages,Knowledge of the changes in the soil organic carbon (OC) stock and its sources with forest age is crucial to understanding the carbon processes and carbon sequestration benefits associated with mangrove restoration. The present study compared the soil OC ,20,,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,,in,out,out,"Chen, H; Popovich, S; McEuen, A; Briddell, B","Chen, Hua; Popovich, Sarah; McEuen, Amy; Briddell, Benjamin",Carbon and nitrogen storage of a restored wetland at Illinois' Emiquon Preserve: potential for carbon sequestration,Conversion of wetlands to croplands results in the release of a significant amount of carbon (C) from soil organic matter (SOM) into the atmosphere. Restoring wetlands from croplands has C sequestration potential. The overall goal of our study was to quan,5,,WoS,,field,,ABS,,,,,,,,,,marsh,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,in,out,out,"Chen, J; Wang, DQ; Li, YJ; Yu, ZJ; Chen, S; Hou, XY; White, JR; Chen, ZL","Chen, Jie; Wang, Dongqi; Li, Yangjie; Yu, Zhongjie; Chen, Shu; Hou, Xiyong; White, John R.; Chen, Zhenlou",The Carbon Stock and Sequestration Rate in Tidal Flats From Coastal China,"Tidal flats form around the estuarine and coastal zone by continuous terrigenous sediment transport and deposition processes. Now a large body of published carbon research work frame within the vegetated area (mangrove forests, sea grass bed, and salt mar",0,,WoS,,field,,ABS,,,,,,,,,,marsh,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,in,out,out,"Chen, LZ; Zeng, XQ; Tam, NFY; Lu, WZ; Luo, ZK; Du, XN; Wang, J","Chen, Luzhen; Zeng, Xueqin; Tam, Nora F. Y.; Lu, Weizhi; Luo, Zhongkui; Du, Xiaona; Wang, Jin",Comparing carbon sequestration and stand structure of monoculture and mixed mangrove plantations of Sonneratia caseolaris and S. apetala in Southern China,"Mangroves are one of the most carbon-rich tropical ecosystems. Two fast-growing mangrove species of the genus Sonneratia, the native S. caseolaris and non-native S. apetala, have been widely used for mangrove reforestation in China; however their ability ",43,,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,in,out,out,"Chen, SY; Chen, B; Chen, GC; Ji, JF; Yu, WW; Liao, JJ; Chen, GL","Chen, Shunyang; Chen, Bin; Chen, Guangcheng; Ji, Jianfeng; Yu, Weiwei; Liao, Jianji; Chen, Ganlin",Higher soil organic carbon sequestration potential at a rehabilitated mangrove comprised of Aegiceras corniculatum compared to Kandelia obovata,The present study compared the ecosystem organic carbon (OC) stocks and soil OC sources between two 12-year-old monospecific mangrove sites comprised of different species (Kandelia obovata in tree form and Aegiceras corniculatum in shrub form). We tested ,0,,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,,in,out,out,"Chen, SY; Chen, B; Sastrosuwondo, P; Dharmawan, IWE; Ou, DY; Yin, XJ; Yu, WW; Chen, GC","Chen Shunyang; Chen Bin; Sastrosuwondo, Pramudji; Dharmawan, I. Wayan Eka; Ou Danyun; Yin Xijie; Yu Weiwei; Chen Guangcheng","Ecosystem carbon stock of a tropical mangrove forest in North Sulawesi, Indonesia","Recent studies have highlighted the valuable role played by mangrove forests in carbon sequestration and storage. Although Indonesia accounts for a large proportion of global mangrove area, knowledge on the carbon stock and sources in the Indonesian mangr",3,,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,yes,in,in,in,"Chen, W; Ge, ZM; Fei, BL; Zhang, C; Liu, QX; Zhang, Q","Chen, Wei; Ge, Zhen-Ming; Fei, Bei-Li; Zhang, Chao; Liu, Quan-Xing; Zhang, Quan","Soil carbon and nitrogen storage in recently restored and mature native Scirpus marshes in the Yangtze Estuary, China: Implications for restoration","As part of research into the re-establishment of the native species Scirpus mariqueter in the salt marshes of the Yangtze Estuary, the roles of revegetation mode (planting density), site characteristics (sediment texture and hydrological regime) and commu",12,2017,WoS,2015,field,CI,COMP,restoration,2014,1,,complete,China,Asia,subtropical,South China Sea,marsh,,Csequestration,SEQ,Cseq,soil C,positive,yes,figure 5,g C m-2,SE?,,,,,,,,,1205,6,21830,147,634,6,3637,60.2,0.642185891,0.003982998,marsh vs bare
438,yes,in,in,in,"Chen, W; Ge, ZM; Fei, BL; Zhang, C; Liu, QX; Zhang, Q","Chen, Wei; Ge, Zhen-Ming; Fei, Bei-Li; Zhang, Chao; Liu, Quan-Xing; Zhang, Quan","Soil carbon and nitrogen storage in recently restored and mature native Scirpus marshes in the Yangtze Estuary, China: Implications for restoration","As part of research into the re-establishment of the native species Scirpus mariqueter in the salt marshes of the Yangtze Estuary, the roles of revegetation mode (planting density), site characteristics (sediment texture and hydrological regime) and commu",12,2017,WoS,2015,field,CI,COMP,protection,,,,complete,China,Asia,subtropical,South China Sea,marsh,,Csequestration,SEQ,Cseq,soil C,positive,yes,figure 5,g C m-2,SE?,,,,,,,,,831,12,1907,43.6,634,6,3637,60.2,0.27058084,0.001732067,restored vs bare
109,,in,out,out,"Cheng, CF; Li, M; Xue, ZS; Zhang, ZS; Lyu, XG; Jiang, M; Zhang, HR","Cheng, Caifeng; Li, Min; Xue, Zhenshan; Zhang, Zongsheng; Lyu, Xianguo; Jiang, Ming; Zhang, Hongri",Impacts of Climate and Nutrients on Carbon Sequestration Rate by Wetlands: A Meta-analysis,"Global numerous wetlands are the most productive ecosystem and have high carbon sequestration potential to mitigate increasing CO(2)in the atmosphere. However, few are available on estimating average carbon sequestration rates by global wetlands (Carbon(s",0,,WoS,,field,,ABS,,,,,,,,,,marsh,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,,in,out,out,"Cheng, H; Wang, J; Du, YK; Liu, JJ","Cheng, Hang; Wang, Jing; Du, Yingkun; Liu, Jingjing",ESTIMATING THE CARBON CONTENT OF COASTAL WETLAND VEGETATION WITH VISIBLE AND NEAR-INFRARED REFLECTANCE SPECTROSCOPY,Efficiently investigation for carbon storage of wetland vegetation is essential to maintain the balance between wetland development and carbon sink-economic value protection. Visible and near-infrared (VNIR) spectroscopy has been widely applied in many do,0,,WoS,,field,,ABS,,,,,,,,,,marsh,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,yes,in,out,out,"Chmura, GL; Anisfeld, SC; Cahoon, DR; Lynch, JC","Chmura, GL; Anisfeld, SC; Cahoon, DR; Lynch, JC","Global carbon sequestration in tidal, saline wetland soils","[1] Wetlands represent the largest component of the terrestrial biological carbon pool and thus play an important role in global carbon cycles. Most global carbon budgets, however, have focused on dry land ecosystems that extend over large areas and have ",833,2003,WoS,,systematic,,ABS,,,,,,,,,,marsh,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,,in,out,out,"Choi, YH; Wang, Y","Choi, YH; Wang, Y",Dynamics of carbon sequestration in a coastal wetland using radiocarbon measurements,"[ 1] Coastal wetlands are sensitive to global climate change and may play an important role in the global carbon cycle. However, the dynamics of carbon ( C) cycling in coastal wetlands and its response to sea level change associated with global warming is",76,,WoS,,field,,ABS,,,,,,,,,,marsh,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,yes,in,out,out,Chung,,Installing kelp forests/seaweed beds for mitigation and adaptation against global warming: Korean Project Overview,,,2013,ref,,field,,ABS,,,,,,worldwide,,,,macroalgae,,Csequestration,STORE,,,,,,,,,,,,,,,,,,,,,,,,,,no values of interest
690,yes,in,out,out,"Chung, IK; Beardall, J; Mehta, S; Sahoo, D; Stojkovic, S","Chung, Ik Kyo; Beardall, John; Mehta, Smita; Sahoo, Dinabandhu; Stojkovic, Slobodanka",Using marine macroalgae for carbon sequestration: a critical appraisal,There has been a good deal of interest in the potential of marine vegetation as a sink for anthropogenic C emissions (Blue Carbon). Marine primary producers contribute at least 50% of the world's carbon fixation and may account for as much as 71% of all c,126,2011,WoS,,field,,ABS,,,,,,,,,,macroalgae,,Csequestration,SEQ,,,,,,,,,,,,,,,,,,,,,,,,,,cultivated macroalgae
163,,in,out,out,"Citra, FA; Suryanti, S; Muskananfola, MR","Citra, Febi Amanda; Suryanti, Suryanti; Muskananfola, Max Rudolf","The potential stocks and carbon uptake by seagrass meadows at Pari Island, Kepulauan Seribu, Indonesia","The development of human civilization during the last century has increased carbon dioxide content in nature that will contribute to global climate change. However, ocean water will reduce this increase by absorbing CO2. The increasing CO2 content in the ",0,,WoS,,field,,ABS,,,,,,,,,,seagrass,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,in,out,out,"Cleyndert, GD; Cuni-Sanchez, A; Seki, HA; Shirima, DD; Munishi, PKT; Burgess, N; Calders, K; Marchant, R","Cleyndert, Georgia de Jong; Cuni-Sanchez, Aida; Seki, Hamidu A.; Shirima, Deo D.; Munishi, Pantaleo K. T.; Burgess, Neil; Calders, Kim; Marchant, Robert",The effects of seaward distance on above and below ground carbon stocks in estuarine mangrove ecosystems,"Background Mangrove forests have gained recognition for their potential role in climate change mitigation due to carbon sequestration in live trees, and carbon storage in the sediments trapped by mangrove tree roots and pneumatophores. Africa hosts about ",0,,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,,in,out,out,"Cohen, R; Kaino, J; Okello, JA; Bosire, JO; Kairo, JG; Huxham, M; Mencuccini, M","Cohen, R.; Kaino, J.; Okello, J. A.; Bosire, J. O.; Kairo, J. G.; Huxham, M.; Mencuccini, M.",Propagating uncertainty to estimates of above-ground biomass for Kenyan mangroves: A scaling procedure from tree to landscape level,Mangroves are globally important carbon stores and as such have potential for inclusion in future forest-based climate change mitigation strategies such as Reduced Emissions from Deforestation and Degradation (REDD+). Participation in REDD+ will require d,29,,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,yes,in,out,out,"Conrad, S; Brown, DR; Alvarez, PG; Bates, B; Ibrahim, N; Reid, A; Monteiro, LS; Silva, DA; Mamo, LT; Bowtell, JR; Lin, HA; Tolentino, NL; Sanders, CJ","Conrad, Stephen; Brown, Dylan R.; Alvarez, Paula Gomez; Bates, Bronte; Ibrahim, Nizam; Reid, Alex; Monteiro, Luciana Silva; Silva, Daniela A.; Mamo, Lea T.; Bowtell, Jacob R.; Lin, Huang An; Tolentino, Nathaniel L.; Sanders, Christian Joshua",Does Regional Development Influence Sedimentary Blue Carbon Stocks? A Case Study From Three Australian Estuaries,"Mitigating climate change through the reduction of atmospheric CO2 levels is of interest, particularly through maintaining and re-establishing natural ecosystems that act as carbon sinks, such as coastal vegetated habitats or blue carbon systems. Here we ",1,2019,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,"habitat not degraded, just surroundings"
276,yes,in,out,out,"Conrad, S; Brown, DR; Alvarez, PG; Bates, B; Ibrahim, N; Reid, A; Monteiro, LS; Silva, DA; Mamo, LT; Bowtell, JR; Lin, HA; Tolentino, NL; Sanders, CJ","Conrad, Stephen; Brown, Dylan R.; Alvarez, Paula Gomez; Bates, Bronte; Ibrahim, Nizam; Reid, Alex; Monteiro, Luciana Silva; Silva, Daniela A.; Mamo, Lea T.; Bowtell, Jacob R.; Lin, Huang An; Tolentino, Nathaniel L.; Sanders, Christian Joshua",Does Regional Development Influence Sedimentary Blue Carbon Stocks? A Case Study From Three Australian Estuaries,"Mitigating climate change through the reduction of atmospheric CO2 levels is of interest, particularly through maintaining and re-establishing natural ecosystems that act as carbon sinks, such as coastal vegetated habitats or blue carbon systems. Here we ",1,2019,WoS,,field,,ABS,,,,,,,,,,marsh,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,"habitat not degraded, just surroundings"
276,yes,in,out,out,"Conrad, S; Brown, DR; Alvarez, PG; Bates, B; Ibrahim, N; Reid, A; Monteiro, LS; Silva, DA; Mamo, LT; Bowtell, JR; Lin, HA; Tolentino, NL; Sanders, CJ","Conrad, Stephen; Brown, Dylan R.; Alvarez, Paula Gomez; Bates, Bronte; Ibrahim, Nizam; Reid, Alex; Monteiro, Luciana Silva; Silva, Daniela A.; Mamo, Lea T.; Bowtell, Jacob R.; Lin, Huang An; Tolentino, Nathaniel L.; Sanders, Christian Joshua",Does Regional Development Influence Sedimentary Blue Carbon Stocks? A Case Study From Three Australian Estuaries,"Mitigating climate change through the reduction of atmospheric CO2 levels is of interest, particularly through maintaining and re-establishing natural ecosystems that act as carbon sinks, such as coastal vegetated habitats or blue carbon systems. Here we ",1,2019,WoS,,field,,ABS,,,,,,,,,,seagrass,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,"habitat not degraded, just surroundings"
1,,in,out,out,"Cooray, PLIGM; Kodikara, KAS; Kumara, MP; Jayasinghe, UI; Madarasinghe, SK; Dahdouh-Guebas, F; Gorman, D; Huxham, M; Jayatissa, LP","Cooray, Pestheruwe Liyanaralalage Iroshaka Gregory Marcelus; Kodikara, Kodikara Arachchilage Sunanda; Kumara, Marappullige Priyantha; Jayasinghe, Uthpala Indeewari; Madarasinghe, Sanduni Kanishka; Dahdouh-Guebas, Faird; Gorman, Daniel; Huxham, Mark; Jayat",Climate and intertidal zonation drive variability in the carbon stocks of Sri Lankan mangrove forests,"Sri Lanka is at the forefront of global mangrove conservation. It is the first country to officially protect all its remaining mangrove forests and has embarked on an ambitious plan to restore 10,000 ha of wetland during the United Nations Decade of Ecosy",0,,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,in,out,out,"Costa, MT; Salinas-de-Leon, P; Aburto-Oropeza, O","Costa, Matthew T.; Salinas-de-Leon, Pelayo; Aburto-Oropeza, Octavio",Storage of blue carbon in isolated mangrove forests of the Galapagos' rocky coast,"Threatened globally, mangrove forests provide many ecosystem services, including blue carbon storage. These forests, and the services that they provide, are distributed across spatio-temporally variable coastal landscapes and a range of environmental cond",2,,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,,in,out,out,"Couto, T; Duarte, B; Cacador, I; Baeta, A; Marques, JC","Couto, T.; Duarte, B.; Cacador, I.; Baeta, A.; Marques, J. C.",Salt marsh plants carbon storage in a temperate Atlantic estuary illustrated by a stable isotopic analysis based approach,"The biomasses, carbon standing stocks, and exportations of three saltmarsh species - Scirpus maritimus, Spartina maritima and Zostera noltii - were determined and their isotopic composition analyzed to illustrate their role in carbon storage in a temperat",20,,WoS,,field,,ABS,,,,,,,,,,marsh,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,yes,in,in,out,"Coverdale, TC; Brisson, CP; Young, EW; Yin, SF; Donnelly, JP; Bertness, MD","Coverdale, Tyler C.; Brisson, Caitlin P.; Young, Eric W.; Yin, Stephanie F.; Donnelly, Jeffrey P.; Bertness, Mark D.",Indirect Human Impacts Reverse Centuries of Carbon Sequestration and Salt Marsh Accretion,"Direct and indirect human impacts on coastal ecosystems have increased over the last several centuries, leading to unprecedented degradation of coastal habitats and loss of ecological services. Here we document a two-century temporal disparity between sal",46,,WoS,,field,CI,COMP,protection,,,,,USA,North America,temperate,North West Atlantic,marsh,,Csequestration,SEQ,Cseq,,positive,yes,text,,,,,,,,,,,,,,,,,,,,,no error
370,,in,out,out,"Cui, XW; Liang, J; Lu, WZ; Chen, H; Liu, F; Lin, GX; Xu, FH; Luo, YQ; Lin, GH","Cui, Xiaowei; Liang, Jie; Lu, Weizhi; Chen, Hui; Liu, Fang; Lin, Guangxuan; Xu, Fanghong; Luo, Yiqi; Lin, Guanghui",Stronger ecosystem carbon sequestration potential of mangrove wetlands with respect to terrestrial forests in subtropical China,"Mangrove wetlands and terrestrial forests are considered as important carbon sinks for alleviating climate changes, but the sequestration processes and regulations of climate factors on controlling the variability of carbon fluxes of these ecosystems may ",20,,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,,in,out,out,"Cusack, M; Saderne, V; Arias-Ortiz, A; Masque, P; Krishnakumar, PK; Rabaoui, L; Qurban, MA; Qasem, AM; Prihartato, P; Loughland, RA; Elyas, AA; Duarte, CM","Cusack, M.; Saderne, V.; Arias-Ortiz, A.; Masque, P.; Krishnakumar, P. K.; Rabaoui, L.; Qurban, M. A.; Qasem, A. M.; Prihartato, P.; Loughland, R. A.; Elyas, A. A.; Duarte, C. M.",Organic carbon sequestration and storage in vegetated coastal habitats along the western coast of the Arabian Gulf,"Certain coastal ecosystems such as mangrove, saltmarsh and seagrass habitats have been identified as significant natural carbon sinks, through the sequestration and storage of carbon in their biomass and sediments, collectively known as 'blue carbon' ecos",16,,WoS,,field,,ABS,,,,,,,,,,BC,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,in,out,out,"Czapla, KM; Anderson, IC; Currin, CA","Czapla, K. M.; Anderson, I. C.; Currin, C. A.",The Effect of Fertilization on Biomass and Metabolism in North Carolina Salt Marshes: Modulated by Location-Specific Factors,The resilience of salt marshes to sea level rise depends on vertical accretion through belowground biomass production and sediment deposition to maintain elevation above sea level. Increased nitrogen (N) availability from anthropogenic sources may stimula,2,,WoS,,field,,ABS,,,,,,,,,,marsh,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,in,out,out,"Dahl, M; Asplund, ME; Bjork, M; Deyanova, D; Infantes, E; Isaeus, M; Sandman, AN; Gullstrom, M","Dahl, Martin; Asplund, Maria E.; Bjork, Mats; Deyanova, Diana; Infantes, Eduardo; Isaeus, Martin; Sandman, Antonia Nystrom; Gullstrom, Martin",The influence of hydrodynamic exposure on carbon storage and nutrient retention in eelgrass (Zostera marina L.) meadows on the Swedish Skagerrak coast,"Cold-temperate seagrass (Zostera marina) meadows provide several important ecosystem services, including trapping and storage of sedimentary organic carbon and nutrients. However, seagrass meadows are rapidly decreasing worldwide and there is a pressing n",2,,WoS,,field,,ABS,,,,,,,,,,seagrass,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,in,out,out,"Dahl, M; Asplund, ME; Deyanova, D; Franco, JN; Koliji, A; Infantes, E; Perry, D; Bjork, M; Gullstrom, M","Dahl, Martin; Asplund, Maria E.; Deyanova, Diana; Franco, Joao N.; Koliji, Alan; Infantes, Eduardo; Perry, Diana; Bjork, Mats; Gullstrom, Martin",High Seasonal Variability in Sediment Carbon Stocks of Cold-Temperate Seagrass Meadows,"Seagrass meadows have a high ability to capture and store atmospheric CO2 in the plant biomass and underlying sediment and thereby function as efficient carbon sinks. The seagrass Zostera marina is a common species in the temperate Northern Hemisphere, a ",2,,WoS,,field,,ABS,,,,,,,,,,seagrass,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,,in,out,out,"Dahl, M; Deyanova, D; Gutschow, S; Asplund, ME; Lyimo, LD; Karamfilov, V; Santos, R; Bjork, M; Gullstrom, M","Dahl, Martin; Deyanova, Diana; Gutschow, Silvia; Asplund, Maria E.; Lyimo, Liberatus D.; Karamfilov, Ventzislav; Santos, Rui; Bjork, Mats; Gullstrom, Martin",Sediment Properties as Important Predictors of Carbon Storage in Zostera marina Meadows: A Comparison of Four European Areas,Seagrass ecosystems are important natural carbon sinks but their efficiency varies greatly depending on species composition and environmental conditions. What causes this variation is not fully known and could have important implications for management an,32,,WoS,,field,,ABS,,,,,,,,,,seagrass,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,,in,out,out,"Dahl, M; Deyanova, D; Lyimo, LD; Naslund, J; Samuelsson, GS; Mtolera, MSP; Bjork, M; Gullstrom, M","Dahl, Martin; Deyanova, Diana; Lyimo, Liberatus D.; Naslund, Johan; Samuelsson, Goran S.; Mtolera, Matern S. P.; Bjork, Mats; Gullstrom, Martin",Effects of shading and simulated grazing on carbon sequestration in a tropical seagrass meadow,"1. There is an ongoing world-wide decline of seagrass ecosystems, one of the world's most efficient carbon sink habitats. In spite of this, there is a clear lack of studies experimentally testing the effects of anthropogenic disturbances on carbon sequest",30,,WoS,,field,,ABS,,,,,,,,,,seagrass,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,,in,out,out,"Das, S; Mukherjee, A; De, TK; De, M; Jana, TK","Das, Subhajit; Mukherjee, Abhishek; De, Tarun Kumar; De, Minati; Jana, Tapan Kumar","Influence of Microbial Composition on the Carbon Storage Capacity of the Mangrove Soil at the Land-ocean Boundary in the Sundarban Mangrove Ecosystem, India",Spatiotemporal assessment of the mangrove soil of Indian Sundarban revealed that decomposition rate of the organic matter was significantly lower in the anoxic condition than that of the oxic condition. Higher degree of enzyme activity in the oxic soil th,4,,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,yes,in,in,out,Davidson,,Livestock grazing alters multiple ecosystem properties and services in salt marshes: a meta-analysis,,,2017,ref,,metaanalysis,CI,COMP,protection,,,,,mix,mix,mix,mix,marsh,,Csequestration,SEQ,Cseq,,positive,,,,,,,,,,,,,,,,,,,,,,,meta analysis
744,yes,in,in,out,Davison,,Carbon export mediated by mesopelagic fishes in the northeast Pacific Ocean,,,2013,ref,,field,,ABS,,,,,,North East Pacific,,,North East Pacific,fish,,Csequestration,EXP,,,,,,,,,,,,,,,,,,,,,,,,,,
506,,in,out,out,"DeLaune, RD; Sasser, CE; Evers-Hebert, E; White, JR; Roberts, HH","DeLaune, R. D.; Sasser, C. E.; Evers-Hebert, E.; White, J. R.; Roberts, H. H.",Influence of the Wax Lake Delta sediment diversion on aboveground plant productivity and carbon storage in deltaic island and mainland coastal marshes,"Coastal Louisiana is experiencing a significant loss of coastal wetland area due to increasing sea level rise, subsidence, sediment starvation and marsh collapse. The construction of large scale Mississippi River sediment diversions is currently being pla",15,,WoS,,field,,ABS,,,,,,,,,,marsh,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,,in,out,out,"DelVecchia, AG; Bruno, JF; Benninger, L; Alperin, M; Banerjee, O; Morales, JD","DelVecchia, Amanda G.; Bruno, John F.; Benninger, Larry; Alperin, Marc; Banerjee, Ovik; de Dios Morales, Juan",Organic carbon inventories in natural and restored Ecuadorian mangrove forests,"Mangroves can capture and store organic carbon and their protection and therefore their restoration is a component of climate change mitigation. However, there are few empirical measurements of long-term carbon storage in mangroves or of how storage varie",16,,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,,in,in,out,"Barnes, DKA","Barnes, David K. A.",Iceberg killing fields limit huge potential for benthic blue carbon in Antarctic shallows,"Climate-forced ice losses are increasing potential for iceberg-seabed collisions, termed ice scour. At Ryder Bay, West Antarctic Peninsula (WAP) sea ice, oceanography, phytoplankton and encrusting zoobenthos have been monitored since 1998. In 2003, grids ",29,,WoS,,field,,ABS,,,,,,,,,,sediment,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,,in,out,out,"Donato, DC; Kauffman, JB; Mackenzie, RA; Ainsworth, A; Pfleeger, AZ","Donato, D. C.; Kauffman, J. B.; Mackenzie, R. A.; Ainsworth, A.; Pfleeger, A. Z.",Whole-island carbon stocks in the tropical Pacific: Implications for mangrove conservation and upland restoration,"Management of forest carbon (C) stocks is an increasingly prominent land-use issue. Knowledge of carbon storage in tropical forests is improving, but regional variations are still poorly understood, and this constrains forest management and conservation e",90,,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
