ID,OUTabstract,OUTtext,outMA,source,PDF,Publication Type,Authors,Authors Full Name,Title,Source Title,Conference Title,Abstract,"Times Cited, All Databases",year,DOI,UT (Unique WOS ID),studytype,design,datayear,protection type,MPAname,MPAage,age_category,MPAcreation,MPAprotection,FPAsize,MPAsize,size_category,enforcement,country,climate,continent,ocean,ecosystem,subgroup,socioeco,taxon,species,target,predator,fishery,governance,stakeholder,mechanism,outcome,indicator,data origin,direction,quantitative,unit,MPAvalue,AfterMPA_samplesize,MPAnInd,errortype,MPAerror,MPAvariance,controlvalue,AfterControl_samplesize,controlnInd,controlerror,controlvar,ei,comment
89,in,out,out,WoS,yes,J,"Matias, Ambrocio Melvin A.; Anticamara, Jonathan A.; Quilang, Jonas P.","Matias, Ambrocio Melvin A.; Anticamara, Jonathan A.; Quilang, Jonas P.",High gene flow in reef fishes and its implications for ad-hoc no-take marine reserves,.,.,"Integration of genetic connectivity information in effective marine reserve (MR) design is important in sustaining marine biodiversity. Here, genetic connectivity based on mitochondrial DNA (mtDNA) of three reef fish species, namely Epinephelus merra (n = 67; 32 from Bolinao, 14 from Alaminos, and 21 from Masinloc), Parupeneus multifasciatus (n = 23; 12 from Bolinao and 11 from Masinloc), and Odonus niger (n = 35; 21 from Mabini and 14 from Tingloy), sampled across western Luzon, Philippines, was inferred by assessing their genetic diversity, population genetic structure, and historical demography. The results show high haplotype and nucleotide diversity in the three species. Tests for population structure indicate high gene flow and no spatial genetic structuring for the three species. Mismatch analyses suggest unimodal distribution for E. merra and P. multifasciatus, but bimodal distribution for O. niger. Even with differences in mismatch distributions, all the three species exhibit low raggedness index indicating demographic population expansion. The bimodal distribution of O. niger could be attributed to the mixing of two isolated populations. High gene flow between sampling locations implies genetic exchanges and connectivity between many small MRs and fishing grounds in western Luzon, Philippines, at a scale similar to our study. This research is among the first few to elucidate the high genetic connectivity of reef fish communities across the Philippines (here western Luzon), but it also calls for more support (i.e. government and academia) for genetic research that aims to (1) understand the maintenance of megadiversity of the country and (2) search for effective biodiversity conservation options for the coral reefs.",3,2013,10.3109/19401736.2013.772182,WOS:000324536500027,field,CI,NA,MPA,Cathedral Rock,NA,,NA,FPA,NA,NA,,NA,Philippines,tropical,Asia,Philippines sea,coral reef,.,.,fish,Odonus niger,fished,no,.,.,.,.,.,haplotype diversity,.,neutral,yes,number,.,.,.,.,.,.,.,.,.,.,.,.,indicators are similar for all sites for each species but still unclear comparison between protected and unprotected sites
89,in,out,out,WoS,yes,J,"Matias, Ambrocio Melvin A.; Anticamara, Jonathan A.; Quilang, Jonas P.","Matias, Ambrocio Melvin A.; Anticamara, Jonathan A.; Quilang, Jonas P.",High gene flow in reef fishes and its implications for ad-hoc no-take marine reserves,.,.,"Integration of genetic connectivity information in effective marine reserve (MR) design is important in sustaining marine biodiversity. Here, genetic connectivity based on mitochondrial DNA (mtDNA) of three reef fish species, namely Epinephelus merra (n = 67; 32 from Bolinao, 14 from Alaminos, and 21 from Masinloc), Parupeneus multifasciatus (n = 23; 12 from Bolinao and 11 from Masinloc), and Odonus niger (n = 35; 21 from Mabini and 14 from Tingloy), sampled across western Luzon, Philippines, was inferred by assessing their genetic diversity, population genetic structure, and historical demography. The results show high haplotype and nucleotide diversity in the three species. Tests for population structure indicate high gene flow and no spatial genetic structuring for the three species. Mismatch analyses suggest unimodal distribution for E. merra and P. multifasciatus, but bimodal distribution for O. niger. Even with differences in mismatch distributions, all the three species exhibit low raggedness index indicating demographic population expansion. The bimodal distribution of O. niger could be attributed to the mixing of two isolated populations. High gene flow between sampling locations implies genetic exchanges and connectivity between many small MRs and fishing grounds in western Luzon, Philippines, at a scale similar to our study. This research is among the first few to elucidate the high genetic connectivity of reef fish communities across the Philippines (here western Luzon), but it also calls for more support (i.e. government and academia) for genetic research that aims to (1) understand the maintenance of megadiversity of the country and (2) search for effective biodiversity conservation options for the coral reefs.",3,2013,10.3109/19401736.2013.772183,WOS:000324536500027,field,CI,NA,MPA,Arthur's rock,NA,,NA,FPA,NA,NA,,NA,Philippines,tropical,Asia,Philippines sea,coral reef,.,.,fish,Epinephelus merra,fished,no,.,.,.,.,.,nucleotide diversity ,.,neutral,yes,number,.,.,.,.,.,.,.,.,.,.,.,.,indicators are similar for all sites for each species but still unclear comparison between protected and unprotected sites
89,in,out,out,WoS,yes,J,"Matias, Ambrocio Melvin A.; Anticamara, Jonathan A.; Quilang, Jonas P.","Matias, Ambrocio Melvin A.; Anticamara, Jonathan A.; Quilang, Jonas P.",High gene flow in reef fishes and its implications for ad-hoc no-take marine reserves,.,.,"Integration of genetic connectivity information in effective marine reserve (MR) design is important in sustaining marine biodiversity. Here, genetic connectivity based on mitochondrial DNA (mtDNA) of three reef fish species, namely Epinephelus merra (n = 67; 32 from Bolinao, 14 from Alaminos, and 21 from Masinloc), Parupeneus multifasciatus (n = 23; 12 from Bolinao and 11 from Masinloc), and Odonus niger (n = 35; 21 from Mabini and 14 from Tingloy), sampled across western Luzon, Philippines, was inferred by assessing their genetic diversity, population genetic structure, and historical demography. The results show high haplotype and nucleotide diversity in the three species. Tests for population structure indicate high gene flow and no spatial genetic structuring for the three species. Mismatch analyses suggest unimodal distribution for E. merra and P. multifasciatus, but bimodal distribution for O. niger. Even with differences in mismatch distributions, all the three species exhibit low raggedness index indicating demographic population expansion. The bimodal distribution of O. niger could be attributed to the mixing of two isolated populations. High gene flow between sampling locations implies genetic exchanges and connectivity between many small MRs and fishing grounds in western Luzon, Philippines, at a scale similar to our study. This research is among the first few to elucidate the high genetic connectivity of reef fish communities across the Philippines (here western Luzon), but it also calls for more support (i.e. government and academia) for genetic research that aims to (1) understand the maintenance of megadiversity of the country and (2) search for effective biodiversity conservation options for the coral reefs.",3,2013,10.3109/19401736.2013.772184,WOS:000324536500027,field,CI,NA,MPA,Arthur's rock,NA,,NA,FPA,NA,NA,,NA,Philippines,tropical,Asia,Philippines sea,coral reef,.,.,fish,Epinephelus merra,fished,no,.,.,.,.,.,haplotype diversity,.,neutral,yes,number,.,.,.,.,.,.,.,.,.,.,.,.,indicators are similar for all sites for each species but still unclear comparison between protected and unprotected sites
89,in,out,out,WoS,yes,J,"Matias, Ambrocio Melvin A.; Anticamara, Jonathan A.; Quilang, Jonas P.","Matias, Ambrocio Melvin A.; Anticamara, Jonathan A.; Quilang, Jonas P.",High gene flow in reef fishes and its implications for ad-hoc no-take marine reserves,.,.,"Integration of genetic connectivity information in effective marine reserve (MR) design is important in sustaining marine biodiversity. Here, genetic connectivity based on mitochondrial DNA (mtDNA) of three reef fish species, namely Epinephelus merra (n = 67; 32 from Bolinao, 14 from Alaminos, and 21 from Masinloc), Parupeneus multifasciatus (n = 23; 12 from Bolinao and 11 from Masinloc), and Odonus niger (n = 35; 21 from Mabini and 14 from Tingloy), sampled across western Luzon, Philippines, was inferred by assessing their genetic diversity, population genetic structure, and historical demography. The results show high haplotype and nucleotide diversity in the three species. Tests for population structure indicate high gene flow and no spatial genetic structuring for the three species. Mismatch analyses suggest unimodal distribution for E. merra and P. multifasciatus, but bimodal distribution for O. niger. Even with differences in mismatch distributions, all the three species exhibit low raggedness index indicating demographic population expansion. The bimodal distribution of O. niger could be attributed to the mixing of two isolated populations. High gene flow between sampling locations implies genetic exchanges and connectivity between many small MRs and fishing grounds in western Luzon, Philippines, at a scale similar to our study. This research is among the first few to elucidate the high genetic connectivity of reef fish communities across the Philippines (here western Luzon), but it also calls for more support (i.e. government and academia) for genetic research that aims to (1) understand the maintenance of megadiversity of the country and (2) search for effective biodiversity conservation options for the coral reefs.",3,2013,10.3109/19401736.2013.772185,WOS:000324536500027,field,CI,NA,MPA,Arthur's rock,NA,,NA,FPA,NA,NA,,NA,Philippines,tropical,Asia,Philippines sea,coral reef,.,.,fish,Parupeneus multifasciatus,fished,no,.,.,.,.,.,nucleotide diversity ,.,neutral,yes,number,.,.,.,.,.,.,.,.,.,.,.,.,indicators are similar for all sites for each species but still unclear comparison between protected and unprotected sites
89,in,out,out,WoS,yes,J,"Matias, Ambrocio Melvin A.; Anticamara, Jonathan A.; Quilang, Jonas P.","Matias, Ambrocio Melvin A.; Anticamara, Jonathan A.; Quilang, Jonas P.",High gene flow in reef fishes and its implications for ad-hoc no-take marine reserves,.,.,"Integration of genetic connectivity information in effective marine reserve (MR) design is important in sustaining marine biodiversity. Here, genetic connectivity based on mitochondrial DNA (mtDNA) of three reef fish species, namely Epinephelus merra (n = 67; 32 from Bolinao, 14 from Alaminos, and 21 from Masinloc), Parupeneus multifasciatus (n = 23; 12 from Bolinao and 11 from Masinloc), and Odonus niger (n = 35; 21 from Mabini and 14 from Tingloy), sampled across western Luzon, Philippines, was inferred by assessing their genetic diversity, population genetic structure, and historical demography. The results show high haplotype and nucleotide diversity in the three species. Tests for population structure indicate high gene flow and no spatial genetic structuring for the three species. Mismatch analyses suggest unimodal distribution for E. merra and P. multifasciatus, but bimodal distribution for O. niger. Even with differences in mismatch distributions, all the three species exhibit low raggedness index indicating demographic population expansion. The bimodal distribution of O. niger could be attributed to the mixing of two isolated populations. High gene flow between sampling locations implies genetic exchanges and connectivity between many small MRs and fishing grounds in western Luzon, Philippines, at a scale similar to our study. This research is among the first few to elucidate the high genetic connectivity of reef fish communities across the Philippines (here western Luzon), but it also calls for more support (i.e. government and academia) for genetic research that aims to (1) understand the maintenance of megadiversity of the country and (2) search for effective biodiversity conservation options for the coral reefs.",3,2013,10.3109/19401736.2013.772186,WOS:000324536500027,field,CI,NA,MPA,Arthur's rock,NA,,NA,FPA,NA,NA,,NA,Philippines,tropical,Asia,Philippines sea,coral reef,.,.,fish,Parupeneus multifasciatus,fished,no,.,.,.,.,.,haplotype diversity,.,neutral,yes,number,.,.,.,.,.,.,.,.,.,.,.,.,indicators are similar for all sites for each species but still unclear comparison between protected and unprotected sites
89,in,out,out,WoS,yes,J,"Matias, Ambrocio Melvin A.; Anticamara, Jonathan A.; Quilang, Jonas P.","Matias, Ambrocio Melvin A.; Anticamara, Jonathan A.; Quilang, Jonas P.",High gene flow in reef fishes and its implications for ad-hoc no-take marine reserves,.,.,"Integration of genetic connectivity information in effective marine reserve (MR) design is important in sustaining marine biodiversity. Here, genetic connectivity based on mitochondrial DNA (mtDNA) of three reef fish species, namely Epinephelus merra (n = 67; 32 from Bolinao, 14 from Alaminos, and 21 from Masinloc), Parupeneus multifasciatus (n = 23; 12 from Bolinao and 11 from Masinloc), and Odonus niger (n = 35; 21 from Mabini and 14 from Tingloy), sampled across western Luzon, Philippines, was inferred by assessing their genetic diversity, population genetic structure, and historical demography. The results show high haplotype and nucleotide diversity in the three species. Tests for population structure indicate high gene flow and no spatial genetic structuring for the three species. Mismatch analyses suggest unimodal distribution for E. merra and P. multifasciatus, but bimodal distribution for O. niger. Even with differences in mismatch distributions, all the three species exhibit low raggedness index indicating demographic population expansion. The bimodal distribution of O. niger could be attributed to the mixing of two isolated populations. High gene flow between sampling locations implies genetic exchanges and connectivity between many small MRs and fishing grounds in western Luzon, Philippines, at a scale similar to our study. This research is among the first few to elucidate the high genetic connectivity of reef fish communities across the Philippines (here western Luzon), but it also calls for more support (i.e. government and academia) for genetic research that aims to (1) understand the maintenance of megadiversity of the country and (2) search for effective biodiversity conservation options for the coral reefs.",3,2013,10.3109/19401736.2013.772187,WOS:000324536500027,field,CI,NA,MPA,Arthur's rock,NA,,NA,FPA,NA,NA,,NA,Philippines,tropical,Asia,Philippines sea,coral reef,.,.,fish,Odonus niger,fished,no,.,.,.,.,.,nucleotide diversity ,.,neutral,yes,number,.,.,.,.,.,.,.,.,.,.,.,.,indicators are similar for all sites for each species but still unclear comparison between protected and unprotected sites
89,in,out,out,WoS,yes,J,"Matias, Ambrocio Melvin A.; Anticamara, Jonathan A.; Quilang, Jonas P.","Matias, Ambrocio Melvin A.; Anticamara, Jonathan A.; Quilang, Jonas P.",High gene flow in reef fishes and its implications for ad-hoc no-take marine reserves,.,.,"Integration of genetic connectivity information in effective marine reserve (MR) design is important in sustaining marine biodiversity. Here, genetic connectivity based on mitochondrial DNA (mtDNA) of three reef fish species, namely Epinephelus merra (n = 67; 32 from Bolinao, 14 from Alaminos, and 21 from Masinloc), Parupeneus multifasciatus (n = 23; 12 from Bolinao and 11 from Masinloc), and Odonus niger (n = 35; 21 from Mabini and 14 from Tingloy), sampled across western Luzon, Philippines, was inferred by assessing their genetic diversity, population genetic structure, and historical demography. The results show high haplotype and nucleotide diversity in the three species. Tests for population structure indicate high gene flow and no spatial genetic structuring for the three species. Mismatch analyses suggest unimodal distribution for E. merra and P. multifasciatus, but bimodal distribution for O. niger. Even with differences in mismatch distributions, all the three species exhibit low raggedness index indicating demographic population expansion. The bimodal distribution of O. niger could be attributed to the mixing of two isolated populations. High gene flow between sampling locations implies genetic exchanges and connectivity between many small MRs and fishing grounds in western Luzon, Philippines, at a scale similar to our study. This research is among the first few to elucidate the high genetic connectivity of reef fish communities across the Philippines (here western Luzon), but it also calls for more support (i.e. government and academia) for genetic research that aims to (1) understand the maintenance of megadiversity of the country and (2) search for effective biodiversity conservation options for the coral reefs.",3,2013,10.3109/19401736.2013.772188,WOS:000324536500027,field,CI,NA,MPA,Arthur's rock,NA,,NA,FPA,NA,NA,,NA,Philippines,tropical,Asia,Philippines sea,coral reef,.,.,fish,Odonus niger,fished,no,.,.,.,.,.,haplotype diversity,.,neutral,yes,number,.,.,.,.,.,.,.,.,.,.,.,.,indicators are similar for all sites for each species but still unclear comparison between protected and unprotected sites
89,in,out,out,WoS,yes,J,"Matias, Ambrocio Melvin A.; Anticamara, Jonathan A.; Quilang, Jonas P.","Matias, Ambrocio Melvin A.; Anticamara, Jonathan A.; Quilang, Jonas P.",High gene flow in reef fishes and its implications for ad-hoc no-take marine reserves,.,.,"Integration of genetic connectivity information in effective marine reserve (MR) design is important in sustaining marine biodiversity. Here, genetic connectivity based on mitochondrial DNA (mtDNA) of three reef fish species, namely Epinephelus merra (n = 67; 32 from Bolinao, 14 from Alaminos, and 21 from Masinloc), Parupeneus multifasciatus (n = 23; 12 from Bolinao and 11 from Masinloc), and Odonus niger (n = 35; 21 from Mabini and 14 from Tingloy), sampled across western Luzon, Philippines, was inferred by assessing their genetic diversity, population genetic structure, and historical demography. The results show high haplotype and nucleotide diversity in the three species. Tests for population structure indicate high gene flow and no spatial genetic structuring for the three species. Mismatch analyses suggest unimodal distribution for E. merra and P. multifasciatus, but bimodal distribution for O. niger. Even with differences in mismatch distributions, all the three species exhibit low raggedness index indicating demographic population expansion. The bimodal distribution of O. niger could be attributed to the mixing of two isolated populations. High gene flow between sampling locations implies genetic exchanges and connectivity between many small MRs and fishing grounds in western Luzon, Philippines, at a scale similar to our study. This research is among the first few to elucidate the high genetic connectivity of reef fish communities across the Philippines (here western Luzon), but it also calls for more support (i.e. government and academia) for genetic research that aims to (1) understand the maintenance of megadiversity of the country and (2) search for effective biodiversity conservation options for the coral reefs.",3,2013,10.3109/19401736.2013.772189,WOS:000324536500027,field,CI,NA,MPA,Twin rocks,NA,,NA,FPA,NA,NA,,NA,Philippines,tropical,Asia,Philippines sea,coral reef,.,.,fish,Epinephelus merra,fished,no,.,.,.,.,.,nucleotide diversity ,.,neutral,yes,number,.,.,.,.,.,.,.,.,.,.,.,.,indicators are similar for all sites for each species but still unclear comparison between protected and unprotected sites
89,in,out,out,WoS,yes,J,"Matias, Ambrocio Melvin A.; Anticamara, Jonathan A.; Quilang, Jonas P.","Matias, Ambrocio Melvin A.; Anticamara, Jonathan A.; Quilang, Jonas P.",High gene flow in reef fishes and its implications for ad-hoc no-take marine reserves,.,.,"Integration of genetic connectivity information in effective marine reserve (MR) design is important in sustaining marine biodiversity. Here, genetic connectivity based on mitochondrial DNA (mtDNA) of three reef fish species, namely Epinephelus merra (n = 67; 32 from Bolinao, 14 from Alaminos, and 21 from Masinloc), Parupeneus multifasciatus (n = 23; 12 from Bolinao and 11 from Masinloc), and Odonus niger (n = 35; 21 from Mabini and 14 from Tingloy), sampled across western Luzon, Philippines, was inferred by assessing their genetic diversity, population genetic structure, and historical demography. The results show high haplotype and nucleotide diversity in the three species. Tests for population structure indicate high gene flow and no spatial genetic structuring for the three species. Mismatch analyses suggest unimodal distribution for E. merra and P. multifasciatus, but bimodal distribution for O. niger. Even with differences in mismatch distributions, all the three species exhibit low raggedness index indicating demographic population expansion. The bimodal distribution of O. niger could be attributed to the mixing of two isolated populations. High gene flow between sampling locations implies genetic exchanges and connectivity between many small MRs and fishing grounds in western Luzon, Philippines, at a scale similar to our study. This research is among the first few to elucidate the high genetic connectivity of reef fish communities across the Philippines (here western Luzon), but it also calls for more support (i.e. government and academia) for genetic research that aims to (1) understand the maintenance of megadiversity of the country and (2) search for effective biodiversity conservation options for the coral reefs.",3,2013,10.3109/19401736.2013.772190,WOS:000324536500027,field,CI,NA,MPA,Twin rocks,NA,,NA,FPA,NA,NA,,NA,Philippines,tropical,Asia,Philippines sea,coral reef,.,.,fish,Epinephelus merra,fished,no,.,.,.,.,.,haplotype diversity,.,neutral,yes,number,.,.,.,.,.,.,.,.,.,.,.,.,indicators are similar for all sites for each species but still unclear comparison between protected and unprotected sites
89,in,out,out,WoS,yes,J,"Matias, Ambrocio Melvin A.; Anticamara, Jonathan A.; Quilang, Jonas P.","Matias, Ambrocio Melvin A.; Anticamara, Jonathan A.; Quilang, Jonas P.",High gene flow in reef fishes and its implications for ad-hoc no-take marine reserves,.,.,"Integration of genetic connectivity information in effective marine reserve (MR) design is important in sustaining marine biodiversity. Here, genetic connectivity based on mitochondrial DNA (mtDNA) of three reef fish species, namely Epinephelus merra (n = 67; 32 from Bolinao, 14 from Alaminos, and 21 from Masinloc), Parupeneus multifasciatus (n = 23; 12 from Bolinao and 11 from Masinloc), and Odonus niger (n = 35; 21 from Mabini and 14 from Tingloy), sampled across western Luzon, Philippines, was inferred by assessing their genetic diversity, population genetic structure, and historical demography. The results show high haplotype and nucleotide diversity in the three species. Tests for population structure indicate high gene flow and no spatial genetic structuring for the three species. Mismatch analyses suggest unimodal distribution for E. merra and P. multifasciatus, but bimodal distribution for O. niger. Even with differences in mismatch distributions, all the three species exhibit low raggedness index indicating demographic population expansion. The bimodal distribution of O. niger could be attributed to the mixing of two isolated populations. High gene flow between sampling locations implies genetic exchanges and connectivity between many small MRs and fishing grounds in western Luzon, Philippines, at a scale similar to our study. This research is among the first few to elucidate the high genetic connectivity of reef fish communities across the Philippines (here western Luzon), but it also calls for more support (i.e. government and academia) for genetic research that aims to (1) understand the maintenance of megadiversity of the country and (2) search for effective biodiversity conservation options for the coral reefs.",3,2013,10.3109/19401736.2013.772191,WOS:000324536500027,field,CI,NA,MPA,Twin rocks,NA,,NA,FPA,NA,NA,,NA,Philippines,tropical,Asia,Philippines sea,coral reef,.,.,fish,Parupeneus multifasciatus,fished,no,.,.,.,.,.,nucleotide diversity ,.,neutral,yes,number,.,.,.,.,.,.,.,.,.,.,.,.,indicators are similar for all sites for each species but still unclear comparison between protected and unprotected sites
89,in,out,out,WoS,yes,J,"Matias, Ambrocio Melvin A.; Anticamara, Jonathan A.; Quilang, Jonas P.","Matias, Ambrocio Melvin A.; Anticamara, Jonathan A.; Quilang, Jonas P.",High gene flow in reef fishes and its implications for ad-hoc no-take marine reserves,.,.,"Integration of genetic connectivity information in effective marine reserve (MR) design is important in sustaining marine biodiversity. Here, genetic connectivity based on mitochondrial DNA (mtDNA) of three reef fish species, namely Epinephelus merra (n = 67; 32 from Bolinao, 14 from Alaminos, and 21 from Masinloc), Parupeneus multifasciatus (n = 23; 12 from Bolinao and 11 from Masinloc), and Odonus niger (n = 35; 21 from Mabini and 14 from Tingloy), sampled across western Luzon, Philippines, was inferred by assessing their genetic diversity, population genetic structure, and historical demography. The results show high haplotype and nucleotide diversity in the three species. Tests for population structure indicate high gene flow and no spatial genetic structuring for the three species. Mismatch analyses suggest unimodal distribution for E. merra and P. multifasciatus, but bimodal distribution for O. niger. Even with differences in mismatch distributions, all the three species exhibit low raggedness index indicating demographic population expansion. The bimodal distribution of O. niger could be attributed to the mixing of two isolated populations. High gene flow between sampling locations implies genetic exchanges and connectivity between many small MRs and fishing grounds in western Luzon, Philippines, at a scale similar to our study. This research is among the first few to elucidate the high genetic connectivity of reef fish communities across the Philippines (here western Luzon), but it also calls for more support (i.e. government and academia) for genetic research that aims to (1) understand the maintenance of megadiversity of the country and (2) search for effective biodiversity conservation options for the coral reefs.",3,2013,10.3109/19401736.2013.772192,WOS:000324536500027,field,CI,NA,MPA,Twin rocks,NA,,NA,FPA,NA,NA,,NA,Philippines,tropical,Asia,Philippines sea,coral reef,.,.,fish,Parupeneus multifasciatus,fished,no,.,.,.,.,.,haplotype diversity,.,neutral,yes,number,.,.,.,.,.,.,.,.,.,.,.,.,indicators are similar for all sites for each species but still unclear comparison between protected and unprotected sites
89,in,out,out,WoS,yes,J,"Matias, Ambrocio Melvin A.; Anticamara, Jonathan A.; Quilang, Jonas P.","Matias, Ambrocio Melvin A.; Anticamara, Jonathan A.; Quilang, Jonas P.",High gene flow in reef fishes and its implications for ad-hoc no-take marine reserves,.,.,"Integration of genetic connectivity information in effective marine reserve (MR) design is important in sustaining marine biodiversity. Here, genetic connectivity based on mitochondrial DNA (mtDNA) of three reef fish species, namely Epinephelus merra (n = 67; 32 from Bolinao, 14 from Alaminos, and 21 from Masinloc), Parupeneus multifasciatus (n = 23; 12 from Bolinao and 11 from Masinloc), and Odonus niger (n = 35; 21 from Mabini and 14 from Tingloy), sampled across western Luzon, Philippines, was inferred by assessing their genetic diversity, population genetic structure, and historical demography. The results show high haplotype and nucleotide diversity in the three species. Tests for population structure indicate high gene flow and no spatial genetic structuring for the three species. Mismatch analyses suggest unimodal distribution for E. merra and P. multifasciatus, but bimodal distribution for O. niger. Even with differences in mismatch distributions, all the three species exhibit low raggedness index indicating demographic population expansion. The bimodal distribution of O. niger could be attributed to the mixing of two isolated populations. High gene flow between sampling locations implies genetic exchanges and connectivity between many small MRs and fishing grounds in western Luzon, Philippines, at a scale similar to our study. This research is among the first few to elucidate the high genetic connectivity of reef fish communities across the Philippines (here western Luzon), but it also calls for more support (i.e. government and academia) for genetic research that aims to (1) understand the maintenance of megadiversity of the country and (2) search for effective biodiversity conservation options for the coral reefs.",3,2013,10.3109/19401736.2013.772193,WOS:000324536500027,field,CI,NA,MPA,Twin rocks,NA,,NA,FPA,NA,NA,,NA,Philippines,tropical,Asia,Philippines sea,coral reef,.,.,fish,Odonus niger,fished,no,.,.,.,.,.,nucleotide diversity ,.,neutral,yes,number,.,.,.,.,.,.,.,.,.,.,.,.,indicators are similar for all sites for each species but still unclear comparison between protected and unprotected sites
89,in,out,out,WoS,yes,J,"Matias, Ambrocio Melvin A.; Anticamara, Jonathan A.; Quilang, Jonas P.","Matias, Ambrocio Melvin A.; Anticamara, Jonathan A.; Quilang, Jonas P.",High gene flow in reef fishes and its implications for ad-hoc no-take marine reserves,.,.,"Integration of genetic connectivity information in effective marine reserve (MR) design is important in sustaining marine biodiversity. Here, genetic connectivity based on mitochondrial DNA (mtDNA) of three reef fish species, namely Epinephelus merra (n = 67; 32 from Bolinao, 14 from Alaminos, and 21 from Masinloc), Parupeneus multifasciatus (n = 23; 12 from Bolinao and 11 from Masinloc), and Odonus niger (n = 35; 21 from Mabini and 14 from Tingloy), sampled across western Luzon, Philippines, was inferred by assessing their genetic diversity, population genetic structure, and historical demography. The results show high haplotype and nucleotide diversity in the three species. Tests for population structure indicate high gene flow and no spatial genetic structuring for the three species. Mismatch analyses suggest unimodal distribution for E. merra and P. multifasciatus, but bimodal distribution for O. niger. Even with differences in mismatch distributions, all the three species exhibit low raggedness index indicating demographic population expansion. The bimodal distribution of O. niger could be attributed to the mixing of two isolated populations. High gene flow between sampling locations implies genetic exchanges and connectivity between many small MRs and fishing grounds in western Luzon, Philippines, at a scale similar to our study. This research is among the first few to elucidate the high genetic connectivity of reef fish communities across the Philippines (here western Luzon), but it also calls for more support (i.e. government and academia) for genetic research that aims to (1) understand the maintenance of megadiversity of the country and (2) search for effective biodiversity conservation options for the coral reefs.",3,2013,10.3109/19401736.2013.772194,WOS:000324536500027,field,CI,NA,MPA,Twin rocks,NA,,NA,FPA,NA,NA,,NA,Philippines,tropical,Asia,Philippines sea,coral reef,.,.,fish,Odonus niger,fished,no,.,.,.,.,.,haplotype diversity,.,neutral,yes,number,.,.,.,.,.,.,.,.,.,.,.,.,indicators are similar for all sites for each species but still unclear comparison between protected and unprotected sites
90,out,out,out,WoS,no,J,"Huserbraten, Mats Brockstedt Olsen; Moland, Even; Knutsen, Halvor; Olsen, Esben Moland; Andre, Carl; Stenseth, Nils Chr","Huserbraten, Mats Brockstedt Olsen; Moland, Even; Knutsen, Halvor; Olsen, Esben Moland; Andre, Carl; Stenseth, Nils Chr","Conservation, Spillover and Gene Flow within a Network of Northern European Marine Protected Areas",.,.,"To ensure that marine protected areas (MPAs) benefit conservation and fisheries, the effectiveness of MPA designs has to be evaluated in field studies. Using an interdisciplinary approach, we empirically assessed the design of a network of northern MPAs where fishing for European lobster (Homarus gammarus) is prohibited. First, we demonstrate a high level of residency and survival (50%) for almost a year (363 days) within MPAs, despite small MPA sizes (0.5-1 km(2)). Second, we demonstrate limited export (4.7%) of lobsters tagged within MPAs (N = 1810) to neighbouring fished areas, over a median distance of 1.6 km out to maximum 21 km away from MPA centres. In comparison, median movement distance of lobsters recaptured within MPAs was 164 m, and recapture rate was high (40%). Third, we demonstrate a high level of gene flow within the study region, with an estimated F-ST of less than 0.0001 over a approximate to 400 km coastline. Thus, the restricted movement of older life stages, combined with a high level of gene flow suggests that connectivity is primarily driven by larval drift. Larval export from the MPAs can most likely affect areas far beyond their borders. Our findings are of high importance for the design of MPA networks for sedentary species with pelagic early life stages.",22,2013,10.1371/journal.pone.0073388,WOS:000324856500040,field,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,not genetic diversity
91,out,out,out,WoS,no,J,"Vergara-Chen, Carlos; Gonzalez-Wangueemert, Mercedes; Marcos, Concepcion; Perez-Ruzafa, Angel","Vergara-Chen, Carlos; Gonzalez-Wangueemert, Mercedes; Marcos, Concepcion; Perez-Ruzafa, Angel",Small-scale genetic structure of Cerastoderma glaucum in a lagoonal environment: potential significance of habitat discontinuity and unstable population dynamics,.,.,"Environmental heterogeneity in coastal lagoons is expected to facilitate local adaptation in response to different ecological conditions, causing significant genetic structuring within lagoon populations at a small scale and also differentiation between lagoons. However, these patterns and processes of genetic structuring are still poorly understood. The aims of our study were (1) to seek genetic structure at a small scale in Cerastoderma glaucum inside the Mar Menor coastal lagoon using a mitochondrial DNA marker (COI) that has previously detected genetic differentiation inside the lagoon in other species and (2) to evaluate the influence of extreme environmental conditions and habitat discontinuity on its genetic composition. The results indicate high levels of haplotype diversity and low values of nucleotide diversity. COI data provide evidence of significant population differentiation among some localities within the lagoon. Limited gene flow and unstable population dynamics (i.e. fluctuations in population size caused by local extinction and recolonization), probably due to the high environmental heterogeneity, could generate the small-scale genetic divergence detected between populations within the lagoon.",17,2013,10.1093/mollus/eyt015,WOS:000322408300005,field,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,no MPA
