ID,OUTabstract,OUTtext,outMA,comment/justification out,source,PDF,Publication Type,Authors,Authors Full Name,Title,Source Title,Conference Title,Abstract,"Times Cited, All Databases",year,DOI,UT (Unique WOS ID),studytype,design,datayear,protection type,MPAname,MPAage,Age,MPAcreation,MPAprotection,MPAscore,FPAsize,MPAsize,Size,enforcement,country,climate,continent,ocean,ecosystem,subgroup,socioeco,taxon,species,target,predator,fishery,governance,stakeholder,mechanism,outcome,subindicator,indicator,data origin,direction,quantitative,unit,error type,BeforeMPA_value,BeforeMPA_samplesize,BeforeMPA_errorRaw,BeforeMPA_SD,BeforeControl_value,BeforeControl_samplesize,BeforeControl_errorRaw,BeforeControl_SD, AfterMPA_value,AfterMPA_samplesize,AfterMPA_errorRaw,AfterMPA_SD,AfterControl_value,AfterControl_samplesize,AfterControl_errorRaw,AfterControl_SD,ei,vei,general comment
100,out,out,out,spatial variability,WoS,,J,"Henriques, Sofia; Pais, Miguel Pessanha; Costa, Maria Jose; Cabral, Henrique Nogueira","Henriques, Sofia; Pais, Miguel Pessanha; Costa, Maria Jose; Cabral, Henrique Nogueira",Seasonal variability of rocky reef fish assemblages: Detecting functional and structural changes due to fishing effects,JOURNAL OF SEA RESEARCH,,"The present study analyzed the effects of seasonal variation on the stability of fish-based metrics and their capability to detect changes in fish assemblages, which is yet poorly understood despite the general idea that guilds are more resilient to natural variability than species abundances. Three zones subject to different levels of fishing pressure inside the Arrabida Marine Protected Area (MPA) were sampled seasonally. The results showed differences between warm (summer and autumn) and cold (winter and spring) seasons, with the autumn clearly standing out. In general, the values of the metrics density of juveniles, density of invertebrate feeders and density of omnivores increased in warm seasons, which can be attributed to differences in recruitment patterns, spawning migrations and feeding activity among seasons. The density of generalist/opportunistic individuals was sensitive to the effect of fishing, with higher values at zones with the lowest level of protection, while the density of individuals with high commercial value only responded to fishing in the autumn, due to a cumulative result of both juveniles and adults abundances during this season. Overall, this study showed that seasonal variability affects structural and functional features of the fish assemblage and that might influence the detection of changes as a result of anthropogenic pressures. The choice of a specific season, during warm sea conditions after the spawning period (July-October), seems to be more adequate to assess changes on rocky-reef fish assemblages. (C) 2013 Elsevier B.V. All rights reserved.",13,2013,10.1016/j.seares.2013.02.004,WOS:000317810900007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,out,out,out,no assessment of temporal variability,WoS,,J,"Pita, Cristina; Theodossiou, Ioannis; Pierce, Graham J.","Pita, Cristina; Theodossiou, Ioannis; Pierce, Graham J.",The perceptions of Scottish inshore fishers about marine protected areas,MARINE POLICY,,"Marine protected areas (MPAs) are increasingly used as tools for fishery management and marine ecosystem conservation. MPAs directly impact, and are impacted by, the fishing industry and knowing fishers' attitudes towards MPAs is critical for their success. In general, fishing activity is permitted within the boundaries of MPAs in Scotland but with different levels of restrictions, thus impacting differently on different sectors of the fishing industry. The present study used a questionnaire survey to investigate the attitudes towards closed areas of Scottish inshore fishers operating different gears. The results show that different gear-users expressed significantly different opinions about closed areas as management tools, their ability to protect stocks and decrease conflicts. Furthermore, a logistic model revealed that, besides the gear-type fishers operate, other characteristics (educational level, location and perceptions of compliance) influence fishers' opinions about closed areas. Fishers are not a homogeneous collective and the difference in perceptions about closed areas among Scottish inshore fishers operating different gears has important implications for management. Regarding the important role MPAs will play in the long-term conservation and fisheries management plans in Europe, understanding the variability in fishers' attitudes within the same, and between different, groups will facilitate successful planning and management of MPAs. (C) 2012 Elsevier Ltd. All rights reserved.",31,2013,10.1016/j.marpol.2012.05.007,WOS:000310940200029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,out,out,out,no control,WoS,,J,"Mroch, Raymond M., III; Eggleston, David B.; Puckett, Brandon J.","Mroch, Raymond M., III; Eggleston, David B.; Puckett, Brandon J.",SPATIOTEMPORAL VARIATION IN OYSTER FECUNDITY AND REPRODUCTIVE OUTPUT IN A NETWORK OF NO-TAKE RESERVES,JOURNAL OF SHELLFISH RESEARCH,,"Adult fecundity and reproductive potential can be critical determinants of subsequent larval supply and juvenile recruitment, and important determinants of placed-based management, especially when selecting sites for marine reserves where larval export is an expected outcome. We quantified spatiotemporal variation in fecundity and reproductive potential of female oysters (Crassostrea virginica) within a network of no-take oyster broodstock reserves by sampling over 3 y at 3 spatial scales: (1) per capita, (2) per square meter, and (3) per reserve. A total of 2,596 oysters were collected using scuba from six reserves in Pamlico Sound, NC, during 2006 to 2008 and processed in the laboratory for fecundity. Per-capita fecundity ranged from 0-340,500 eggs, and increased exponentially with oyster size, peaking in May of all years. In general, per-capita fecundity was highest at more inland mesohaline reserves, whereas reproductive potential per square meter and reserve reproductive potential were highest at more seaward polyhaline reserves as a result of a combination of relatively high density, and large oyster size and reserve areas. All 3 reproductive metrics increased in general over time. These results suggest that inland broodstock reserves should be prioritized for stock enhancement/seeding and more seaward reserves for reserve expansion and highlight the need to consider spatiotemporal variation and the scale at which a key demographic rate (fecundity and reproductive potential) is expressed when assessing the efficacy and conservation/restoration targets of marine reserves.",27,2012,10.2983/035.031.0420,WOS:000313389200020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,out,out,out,no assessment of temporal variability,WoS,,J,"Pais, Antonio; Serra, Simone; Meloni, Gianni; Saba, Sara; Ceccherelli, Giulia","Pais, Antonio; Serra, Simone; Meloni, Gianni; Saba, Sara; Ceccherelli, Giulia","Harvesting Effects on Paracentrotus lividus Population Structure: A Case Study from Northwestern Sardinia, Italy, before and after the Fishing Season",JOURNAL OF COASTAL RESEARCH,,"PAIS, A.; SERRA, S.; MELONI, G.; SABA, S., and CECCHERELLI, G., 2012. Harvesting effects on Paracentrotus lividus population structure: A case study from northwestern Sardinia, Italy, before and after the fishing season. Journal of Coastal Research, 28(3), 570-575. West Palm Beach (Florida), ISSN 0749-0208.The edible sea urchin Paracentrotus lividus is commercially exploited in many European countries. In recent years, however, its stocks have shown a large reduction in several regions because of overfishing. This paper reports the effects of harvesting on P. lividus population structure in shallow rocky reefs from a central-western Mediterranean area where this activity is intensively practiced. Density, size (test diam), and biomass of sea urchin were assessed in October 2004 (just before the fishing season) and in May 2005 (immediately after the fishing season) at two locations where intense P. lividus harvest occurs and at two controls within an adjacent Marine Protected Area (MPA) where P. lividus harvest is prohibited. Density, size, and average biomass of P. lividus were significantly higher at the protected areas than at the exploited ones. In particular, large-sized specimens (test diam >5 cm) were notably less abundant at the fished locations; however, very similar results were detected for both the periods examined (i.e., before and after the fishing season), suggesting that effects of pressing activity of harvest through the past years may have produced effects much more evident than those attributable to the single fishing season. These results reveal the existence of a heavy-fishing impact on P. lividus in northwestern Sardinia and the urgent need of regulating its harvesting to prevent severe direct effects on its populations.",35,2012,10.2112/JCOASTRES-D-10-00119.1,WOS:000304283200005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,out,out,out,no control,WoS,,J,"Berumen, Michael L.; Almany, Glenn R.; Planes, Serge; Jones, Geoffrey P.; Saenz-Agudelo, Pablo; Thorrold, Simon R.","Berumen, Michael L.; Almany, Glenn R.; Planes, Serge; Jones, Geoffrey P.; Saenz-Agudelo, Pablo; Thorrold, Simon R.",Persistence of self-recruitment and patterns of larval connectivity in a marine protected area network,ECOLOGY AND EVOLUTION,,"The use of marine protected area (MPA) networks to sustain fisheries and conserve biodiversity is predicated on two critical yet rarely tested assumptions. Individual MPAs must produce sufficient larvae that settle within that reserve's boundaries to maintain local populations while simultaneously supplying larvae to other MPA nodes in the network that might otherwise suffer local extinction. Here, we use genetic parentage analysis to demonstrate that patterns of self-recruitment of two reef fishes (Amphiprion percula and Chaetodon vagabundus) in an MPA in Kimbe Bay, Papua New Guinea, were remarkably consistent over several years. However, dispersal from this reserve to two other nodes in an MPA network varied between species and through time. The stability of our estimates of self-recruitment suggests that even small MPAs may be self-sustaining. However, our results caution against applying optimization strategies to MPA network design without accounting for variable connectivity among species and over time.",102,2012,10.1002/ece3.208,WOS:000312442500013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,out,out,out,no control,WoS,,J,Long Van Nguyen,Long Van Nguyen,"Temporal dynamics of coral reef fish communities in Nha Trang Bay marine protected area, South-Central Vietnam",ENVIRONMENTAL BIOLOGY OF FISHES,,"To improve understanding of reef fish communities of Vietnam's first dedicated marine protected area, visual censuses were conducted seasonally from 2003-05 in Nha Trang Bay, south-central Vietnam using SCUBA. Results from this study show that species richness were usually higher in summer than winter and that decreased from summer to winter in both shallow and deep areas in this MPA, but this apparent decrease was not significant. There were significant variations in density of reef fish communities between seasons with higher densities in summer (from April to September) and lower densities in winter (from October to March). The families contributing most to the higher density during summer in the 3 years were acanthurids, chaetodontids, labrids, pomacentrids, scarids, siganids, pomacanthids and caesionids. The increased density of these families in summer was mostly due to increases of juveniles. Recruitment of acanthurids, chaetodontids, labrids, pomacentrids, scarids and siganids occurred primarily in shallow waters whereas caesionids and pomacanthids were mainly recruiting in deeper areas. There were no differences in spatial variations in both species richness and density within the same time periods over several years.",1,2012,10.1007/s10641-011-9913-0,WOS:000298807000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,out,out,out,no control,WoS,,J,"Puckett, Brandon J.; Eggleston, David B.","Puckett, Brandon J.; Eggleston, David B.","Oyster Demographics in a Network of No-Take Reserves: Recruitment, Growth, Survival, and Density Dependence",MARINE AND COASTAL FISHERIES,,"Central to ecology and resource management is knowledge of the spatiotemporal scales at which demographic rates vary and the ecological consequences of demographic variation, such as that due to density dependence. We quantified the spatiotemporal variation in eastern oyster Crassostrea virginica recruitment, density, growth, and survival and assessed density dependence within a network of no-take reserves in Pamlico Sound, North Carolina. From 2006 to 2008, average oyster recruitment and total density increased 15- and fivefold, respectively. The unprecedentedly high oyster densities in certain reserves (up to 6,500/m(2) at the end of the study) modified demographic rates such that further density increases were regulated by density-dependent survival. Oyster demographic rates varied significantly among reserves at relatively small spatial scales (20 km). Certain reserves were the strong recruiters, others the fast growers, and yet others the high survivors. Cohort dynamics altered the demographic rank order such that the demographically best reserves varied intra- and interannually. From a management perspective, the prevalence of density-dependent survival suggests that the oysters in this system are habitat rather than recruitment limited, which may minimize the utility of stock enhancement programs. Addition of habitat (i.e., artificial reefs) should focus on reserves characterized by high recruitment but density-dependent growth and survival. This study (1) supports the efficacy of marine reserves in rapidly increasing the density and age-size structure of protected species, (2) highlights the need for spatially explicit demographic data to support multifaceted management objectives, and (3) when combined with evidence of reserve larval connectivity, provides support for applying metapopulation concepts to this reserve system.",44,2012,10.1080/19425120.2012.713892,WOS:000312007400047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,in,out,out,unclear MPA and control,WoS,yes,J,"Vasapollo, Claudio; Gambi, Maria Cristina","Vasapollo, Claudio; Gambi, Maria Cristina",Spatio-temporal variability in Posidonia oceanica seagrass meadows of the Western Mediterranean: shoot density and plant features,AQUATIC BIOLOGY,,"The spatial and temporal variability of shoot density and selected plant features of Posidonia oceanica seagrass were assessed in 2 different meadows off the Island of Ischia (Naples, Italy), subjected to different degrees of both human impact and hydrological conditions. A nested hierarchical sampling design was used (1) to examine patterns of distribution of shoot density and plant features at different spatial scales and (2) to analyze temporal patterns of variability along the 2 principal seasons, showing the minimum and maximum development of the plant canopy (summer and winter; 2 sampling dates for each season). The shoot density showed 2 main spatial scales of variability: between the 2 beds (a few km apart) and within each meadow (10s of m); however, there were no seasonal differences. Most morphometric features showed multiple spatial scales of variability, especially at the smallest scale (10s of cm), but none of these parameters varied significantly between the meadows. Most of the morphometric parameters also displayed variations with season and date of sampling, likely related to the growth cycle of the plant. A permutational analysis of variance identified several scales of variability for all features across the suite of scales from 10s to 100s of meters and for seasons and sampling dates. The present study provides evidence of the high spatio-temporal variability of P. oceanica plant features despite the different ecological status of the meadows. It is advisable to take this high variability into account during monitoring studies to avoid misinterpretation of natural variation.",10,2012,10.3354/ab00456,WOS:000307545900006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,in,out,out,no control,WoS,yes,J,"James, N. C.; Goetz, A.; Potts, W. M.; Cowley, P. D.","James, N. C.; Goetz, A.; Potts, W. M.; Cowley, P. D.",Temporal variability of a temperate fish assemblage in Africa's oldest marine protected area,AFRICAN JOURNAL OF MARINE SCIENCE,,"A standardised research-based, shore-angling survey was conducted in the 47-year-old Tsitsikamma National Park Marine Protected Area (MPA) between 1998 and 2005. The aim of this study was to examine variability in community structure, relative abundance (catch per unit effort, CPUE) and size frequency of the shore-angling fish assemblage in this no-take MPA. A total effort of 8 141 angler hours yielded 8 236 fish of at least 54 species from 19 families. The overall CPUE showed no significant trend over time (r(2) = 0.015, p = 0.1). The interannual variation in CPUE indicated relatively stable populations for some species (e. g. blacktail Diplodus capensis) and patterns of recruitment failure for others (e. g. galjoen Dichistius capensis). However, the lack of a significant trend in taxonomic distinctness (r(2) = 0.008, p = 0.8), the stable rank order of species abundance (chi(2), r = 361, p < 0.05) and the high coefficient of concordance (W = 0.84) indicated a relatively stable fish assemblage. This was attributed to the extended length of protection afforded by this MPA. One noticeable trend was an increase in the abundance of species with an affinity for warm water and whereas this correlated to an annual increase in water temperature of 0.024 degrees C between 1998 and 2005, a longer time-series is necessary to identify rise in sea temperature (climate change) as a driver of change in this warm-temperate fish assemblage.",11,2012,10.2989/1814232X.2012.673268,WOS:000304353900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,out,out,out,spatial variability,WoS,,J,"Kay, Matthew C.; Lenihan, Hunter S.; Kotchen, Matthew J.; Miller, Christopher J.","Kay, Matthew C.; Lenihan, Hunter S.; Kotchen, Matthew J.; Miller, Christopher J.",Effects of marine reserves on California spiny lobster are robust and modified by fine-scale habitat features and distance from reserve borders,MARINE ECOLOGY PROGRESS SERIES,,"Studies of marine reserves often describe mean differences in organism size or abundance inside versus outside reserves, but recent work indicates that these differences are influenced by habitat and proximity of sites to reserve borders. In this study, we measured mean effects of reserves and the influence of distance from reserve borders on the number and size of legal (>= 82.5 mm carapace length [CL]) California spiny lobster Panulirus interruptus trapped at sites across a reserve network at the Santa Barbara Channel Islands, California, USA. Additionally, we controlled for habitat variability across sites (1) by measuring relative abundance of sublegal adult lobsters (i.e. those not removed through fishing) and (2) through visual SCUBA surveys on which we quantified fine-scale habitat features. Traps placed in reserves yielded more (4.81 trap(-1)) and larger (7.03 mm CL) legal-sized lobsters than traps placed outside. Multiple linear regression revealed that 2.43 more legal lobsters per trap were captured for every 1 km moved from borders towards reserve centers. Additionally, lobsters tagged and released immediately inside reserve borders were recaptured in areas open to fishing at a higher rate than lobsters tagged and released farther inside reserves. These results suggest that abundance gradients inside reserve borders were caused by net emigration of lobsters (spillover). Sub legal lobsters were more abundant inside reserves and nearer to reserve centers, but these increases were much smaller in magnitude than for legal-sized lobsters. Our results indicate that the differences we observed for legal-sized lobsters were driven primarily by reserve effects but were partially influenced by habitat heterogeneity.",23,2012,10.3354/meps09592,WOS:000303908000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,out,out,out,spatial variability,WoS,,J,"Navarro, Laura; Ballesteros, Enric; Linares, Cristina; Hereu, Bernat","Navarro, Laura; Ballesteros, Enric; Linares, Cristina; Hereu, Bernat",Spatial and temporal variability of deep-water algal assemblages in the Northwestern Mediterranean: The effects of an exceptional storm,ESTUARINE COASTAL AND SHELF SCIENCE,,"There are deep-water populations of the endemic and threatened Mediterranean brown alga Cystoseira zosteroides in the Medes Islands Marine Reserve (NW Mediterranean). Here, the distribution, population structure, individual growth, mortality and recruitment rates of this species over two years are described in relation to the effects of an exceptional storm. We found a high spatial variability in the structure and dynamics of C. zosteroides populations at small geographical scales, suggesting that environmental factors acting at the population level display a key role in population size structure, mortality and recruitment. The elevated mortality rates recorded at some locations (almost 80%) is amongst the highest recorded for perennial algae as a consequence of a single storm, emphasizing the importance of episodic catastrophic events in the maintenance of these deep-water, slow-growing populations. These findings are of particular importance not only to fully understand the ecology of C. zosteroides, but also for its conservation. (C) 2011 Elsevier Ltd. All rights reserved.",27,2011,10.1016/j.ecss.2011.08.002,WOS:000298266000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,out,out,out,spatial variability,WoS,,J,"Ceccherelli, G.; Pinna, S.; Navone, A.; Sechi, N.","Ceccherelli, G.; Pinna, S.; Navone, A.; Sechi, N.",Influence of Geographical Siting and Protection on Rocky-Shore Gastropod Distribution at a Western Mediterranean Marine Protected Area,JOURNAL OF COASTAL RESEARCH,,"Besides protection, the variability of assemblages in a marine reserve can result from the geographical features of the locations. Islands present within a marine protected area (MPA) offer an extremely valuable system to test the hypotheses of large-scale spatial patterns in assemblages, particularly when patterns on the islands were contrasted with those of the mainland. In fact, besides the natural causes of variability, insular locations are generally less accessible to humans than those on the mainland, with changing levels of accessibility, on the basis of the distance from the coast. This study examined the interactive effect of protection and geographical siting at Tavolara-Punta Coda Cavallo MPA in Sardinia, Italy, on gastropod species subjected to human harvest. Rocky-shore gastropod assemblages were sampled at locations with different level combinations of protection and accessibility. Results highlighted that assemblages in the MPA have been more significantly influenced by the geographical siting of the locations rather than by protection, as the larger dissimilarities were observed between the mainland and island locations. These results can have important implications for the conservation of marine coastal assemblages, and provide important quantitative information for future estimation of the effects of protection of MPAs. Further, they indicate that the inclusion of representative assemblages within the MPA systems requires targeting rocky shores both on the mainland and on islands, thus providing important tools to improve conservation strategies.",3,2011,10.2112/JCOASTRES-D-10-00027.1,WOS:000294523800009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,out,out,out,not relevant,WoS,,J,"Faye, Djibril; Tito de Morais, Luis; Raffray, Jean; Sadio, Oumar; Thiaw, Omar Thiom; Le Loc'h, Francois","Faye, Djibril; Tito de Morais, Luis; Raffray, Jean; Sadio, Oumar; Thiaw, Omar Thiom; Le Loc'h, Francois",Structure and seasonal variability of fish food webs in an estuarine tropical marine protected area (Senegal): Evidence from stable isotope analysis,ESTUARINE COASTAL AND SHELF SCIENCE,,"West African tropical estuaries play an important role in the growth and survival of many commercially exploited fish species and enable the sustainability of considerable artisanal fishery yields. However, their trophic functioning remains poorly understood. In the Sine Saloum estuary (Senegal), a marine protected area (MPAs) was designated in 2003 to manage fisheries resources. The present study aimed to determine the structure, trophic functioning and seasonal patterns of the fish assemblages in this MPA. Throughout the study, 28 fish species were collected, with higher values of biomass (3826 kg km(-2)) recorded during the wet season and lower values during the dry season (1228 kg km(-2)). Fish assemblages in both seasons were dominated by species with marine affinity, which accounted for 87% of the total biomass in the wet season and 70% in the dry season, with their abundance varying from 83% to 57%, respectively. Based on stable isotopic composition (delta C-13 and delta N-15), species were combined into trophic groups. Primary consumers were partitioned into suspensivores (pelagic copepods, oysters and mussels), which fed mainly on particulate organic matter, and intermediate consumers, feeding on freshly deposited organic matter and benthic microalgae (Sarotherodon melanotheron and Arca senilis). Secondary consumers were divided into three groups. The first group included mullet, which fed by grazing on benthic microalgae (benthic affinity feeders). The second group, pelagic affinity feeders, was the most heterogeneous and fed mainly on pelagic components. The last secondary consumer group termed the intermediate group, included piscivores and benthic and pelagic invertebrate feeders, which dominated the top of the food web. The food chain in October was lengthened due to the occurrence of tertiary consumers. Food webs were dominated by secondary consumers, which constituted 89% of total biomass in the dry season and 71% in the wet season. The fish food web varied largely with season in faunal composition and food chain length. This study highlighted the need to take into account the seasonal dynamic of the food web both in terms of composition and structure to assess carbon fluxes in tropical estuaries. (C) 2011 Elsevier Ltd. All rights reserved.",40,2011,10.1016/j.ecss.2011.02.017,WOS:000291184300010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,out,out,out,not relevant,WoS,,J,"Golbuu, Yimnang; Friedlander, Alan M.","Golbuu, Yimnang; Friedlander, Alan M.","Spatial and temporal characteristics of grouper spawning aggregations in marine protected areas in Palau, western Micronesia",ESTUARINE COASTAL AND SHELF SCIENCE,,"In Palau, Ngerumekaol and Ebiil Channels are spawning aggregation sites that have been protected from fishing since 1976 and 2000, respectively. Groupers and other targeted fisheries species were monitored monthly over a 1.5 year period at these two spawning aggregations and two nearby exploited reference sites where grouper formerly aggregated to spawn. At the protected aggregation sites, three grouper species (Plectropomus areolatus, Epinephelus polyphekadion, and Epinephelus fuscoguttatus) accounted for 78% of the abundance and 85% of the biomass of all resource species surveyed but comprised <1% of the total abundance and biomass at reference sites not protected from fishing that formally harbored spawning aggregations. Abundance and biomass of grouper species pooled were 54% and 72% higher, respectively, at Ngerumekaol compared to Ebiil. Comparisons with data from the same locations in 1995-1996 showed order of magnitude declines in abundance of E. polyphekadion at both locations. The lower numbers of E. fuscoguttatus and the near absence of E. polyphekadion at Ebiil may reflect the effects of previous and current overexploitation. (C) 2011 Elsevier Ltd. All rights reserved.",14,2011,10.1016/j.ecss.2010.12.034,WOS:000289324500003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,out,out,out,no control,WoS,,J,"Myers, Mark C.; Wagner, Jonathan; Vaughan, Christopher","Myers, Mark C.; Wagner, Jonathan; Vaughan, Christopher",Long-term comparison of the fish community in a Costa Rican rocky shore marine reserve,REVISTA DE BIOLOGIA TROPICAL,,"Despite their role in supporting diverse marine fish communities, tropical rocky shores and reefs have attracted less research and fewer targeted conservation efforts compared to coral reefs. We studied fish community composition in Playa Blanca Marine Reserve (9 degrees 40' N - 84 degrees 40' W), a rocky shore site on the central Pacific coast of Costa Rica. We conducted visual surveys of fishes along six strip transects soon after the area was designated a marine reserve in 1995. then again in 2006 following an eleven-year period of complete protection. We recorded a total of 31 406 sightings of 72 species from 30 families. Pomacentrids (42.5%). labrids (16.6%) and haemulids (14.8%) dominated the community, accounting for >70% of total fish abundance. In comparison to other sites in the region, the fish community was more similar to one reported from B thia Honda, Panama (7 degrees 50' N - 81 degrees 35 W) than from the geographically more proximate Culebra Bay, Costa Pica (10 degrees 45' N - 8543 W). Sixty-one species from 26 families were recorded in 1995; sixty-nine species from 28 families in 2006. Our results suggest that the Playa Blanca Marine Reserve is fulfilling its conservation role. Average fish abundance, species richness and Shannon's index of community diversity were greater in 2006 than 1995, and fish community composition varied significantly within each transect among years. Much of tie change in community composition among years resulted from spatial and temporal variation in the abundarce of a few dominant species, including Abudefduf troschelli. Thalassoma lucasanum, Chromis atrilobata. and Stegastes flavilatus/acapuleoensis. Of the 48 species/species groups recorded in both years. 37 (77%) were more abundant in 2006 than 1995, and several species recorded as uncommon or rare in 1995 were more frequent a id abundant in 2006. Fish community composition and the abundance of some species changed in the reserve over time, but further study is needed to determine the role of small-scale marine reserves in the conservation of tropical marine biodiversity. Rev. Biol. Trop. 59(1): 233-246. Epub 2011 March 01.",4,2011,,WOS:000289448100020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,out,out,out,no control,WoS,,J,"Wall, Carrie C.; Donahue, Brian T.; Naar, David F.; Mann, David A.","Wall, Carrie C.; Donahue, Brian T.; Naar, David F.; Mann, David A.","Spatial and temporal variability of red grouper holes within Steamboat Lumps Marine Reserve, Gulf of Mexico",MARINE ECOLOGY PROGRESS SERIES,,"Red grouper Epinephelus morio act as ecosystem engineers by excavating depressions (or holes) in areas of flat sandy bottom, which provide suitable habitat for themselves and numerous other species. To understand the spatial extent of the holes, which serve as spawning habitat, and determine how that habitat changes, high-resolution multibeam sonar data were collected in overlapping areas in 2006 and 2009 within Steamboat Lumps Marine Reserve. This marine reserve was established in 2000 and is located in the eastern Gulf of Mexico. Vertical profiles of the holes visually identified from the multibeam data were extracted to characterize hole shape and determine changes in the height, width, and slope of each hole over time and space. Results from this analysis indicated an increase in hole density from 110 to 141 holes km(-2) from 2006 to 2009, respectively, with 181 holes detected in 2006 and 231 holes detected in 2009. Height and slope also increased between 2006 and 2009. The shape changes present in the 151 holes identified in the same location between the 2 survey years suggest that while hole shape varies due to red grouper maintenance, holes are constructed and maintained over time. The communication network determined from calculating a 70 m limit to red grouper acoustic communication showed an increase in communication overlap from 2006 to 2009, with over 95% of holes located within 70 m of their nearest neighbor. The increase in number and density of holes from 2006 to 2009 demonstrates that multiyear habitat mapping using active acoustic sonar is an effective method to monitor the presence and extent of red grouper spawning populations.",17,2011,10.3354/meps09167,WOS:000291953100020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,in,out,out,no control,WoS,yes,J,"Mendes, Susana; Marques, Sonia Cotrim; Azeiteiro, Ulisses Miranda; Jose Fernandez-Gomez, Ma; Purificacion Galindo-Villardon, Ma; Maranhao, Paulo; Morgado, Fernando; Leandro, Sergio Miguel","Mendes, Susana; Marques, Sonia Cotrim; Azeiteiro, Ulisses Miranda; Jose Fernandez-Gomez, Ma; Purificacion Galindo-Villardon, Ma; Maranhao, Paulo; Morgado, Fernando; Leandro, Sergio Miguel",ZOOPLANKTON DISTRIBUTION IN A MARINE PROTECTED AREA: THE BERLENGAS NATURAL RESERVE (WESTERN COAST OF PORTUGAL),FRESENIUS ENVIRONMENTAL BULLETIN,,"Zooplankton distribution in the Berlengas Natural Reserve (Portugal) was studied over a period of one year (February 2006 to February 2007). Monthly sampling was performed at 6 stations, differentiated according to depth and distance to the coastline. The aim of this study was to investigate the overall zooplankton variability through its different dimensions (space vs. time). The Partial Triadic Analysis (PTA) was used to study the spatial variability of the zooplankton community and its dynamics in time and the dynamic trajectories of the zooplankton species for each site. It was possible to distinguish a neritic-ocean gradient of the zooplankton composition and a temporal variability. Four distinct periods can be highlighted considering the distribution of the dates and the arrangement of the species: (i) the first one comprised August to November, (ii) the second one was related to June and July, (iii) the third one associated with spring (April and May) and, (iv) the latest one was related to winter (February, March and December 2006 and January and February 2007). The PTA method showed the similarities between the successive data tables and proved to be useful for investigating biotic structures and detecting spatial-temporal patterns in zooplankton distribution.",7,2011,,WOS:000289040400012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,out,out,out,not relevant,WoS,,J,"Sethi, Suresh A.","Sethi, Suresh A.",Risk management for fisheries,FISH AND FISHERIES,,"Risk management methods provide means to address increasing complexity for successful fisheries management by systematically identifying and coping with risk. The objective of this study is to summarize risk management practices in use in fisheries and to present strategies that are not currently used but may be applicable. Available tools originate from a variety of disciplines and are as diverse as the risks they address, including algorithms to aid in making decisions with multiple stakeholders, reserves to buffer against economic or biological surprises, and insurance instruments to help fishermen cope with economic variability. Techniques are organized in a two-stage framework. In the first stage, risks are identified and analysed. Strategies presented in this category focus on decision analysis, including multicriteria decision-making tools, and the related concept of risk assessment. Then in the treatment stage, identified risks can be transferred, avoided, or retained using tools such as the Precautionary Approach, portfolio management, financial contracts to manage price risk and horizontal integration. Published fishery applications are reviewed, and some empirical examples of risks and risk management using US fisheries data are presented.",65,2010,10.1111/j.1467-2979.2010.00363.x,WOS:000283708400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
