ID,OUTabstract,OUTtext,outMA,comment,source,PDF,Publication Type,Authors,Authors Full Name,Title,Source Title,Conference Title,Abstract,"Times Cited, All Databases",Publication Year,DOI,UT (Unique ID),studytype,design,datayear,protection type,MPAname,MPAage,age_category,MPAcreation,MPAprotection,FPAsize,MPAsize,size_category,enforcement,country,climate,continent,ocean,ecosystem,taxon,species,target,predator,fishery,governance,stakeholder,mechanism,outcome,indicator,subindicator,data origin,direction,quantitative,unit,errortype,MPAAvalue,MPAA_samplesize,MPAAerror,MPAA_sd,controlA_value,controlA_samplesize,controlA_error,controlA_SD,MPAB_value,MPAB_samplesize,MPAB_error,MPAB_sd,controlB_value,controlB_samplesize,controlB_error,controlB_sd,vei,ei
94,in,out,out,"study comparing disease in and out MPA, but only one year after MPA establishement: described as baseline data to evaluate the future effects of MPA, but current differences only due to site differences ",WoS,yes,J,,"Hein, Margaux Y.; Lamb, Joleah B.; Scott, Chad; Willis, Bette L.",Assessing baseline levels of coral health in a newly established marine protected area in a global scuba diving hotspot,MARINE ENVIRONMENTAL RESEARCH,.,"While coral reefs are increasingly threatened worldwide, they are also increasingly used for recreational activities. Given the environmental and socio-economic significance of coral reefs, understanding the links between human activities and coral health and evaluating the efficacy of marine protected areas (MPAs) as a management regime to prevent further deterioration are critically important. The aim of this study was to quantify indicators of coral health at sites inside and outside a newly rezoned MPA framework in the dive tourism hotspot of Koh Tao, Thailand. We found that patterns in the health and diversity of coral communities one year on did not reflect the protected status conferred by newly zoned MPAs, but instead reflected past history of recreational use around the island. Sites characterised as past high-use sites had lower mean percent cover of hard corals overall and of corals in the typically disease- and disturbance-susceptible family Acroporidae, but higher mean cover of species in the more weedy family Agariciidae. Past high use sites also had higher mean prevalence of infectious diseases and other indicators of compromised health. Sites within the newly established MPAs are currently subjected to higher levels of environmental and anthropogenic pressures, with sedimentation, algal overgrowth, feeding scars from Drupella snails, and breakage particularly prevalent compared to sites in non-MPA areas. Given the greater prevalence of these factors within protected sites, the capacity of the MPA framework to effectively prevent further deterioration of Koh Tao's reefs is unclear. Nevertheless, our study constitutes a strong baseline for future long-term evaluations of the potential of MPAs to maintain coral health and diversity on highly threatened reefs. (C) 2014 Elsevier Ltd. All rights reserved.",12,2015,10.1016/j.marenvres.2014.11.009,WOS:000348258300007,field,CI,2013,MPA,mix,1,young,2012,fully,16,16,medium,NA,Thailand,tropical,Asia,Thailand Gulf,coral reef,invertebrate,mix,unfished,no,,,,phenotypic,,health degradation,general compromised health,figure 5A,neutral,yes,percentage,se,26.25,9,5.39893617,16.19680851,14.33510638,9,2.978723404,8.936170213,,,,,,,,,0.085479297,
94,in,out,out,"study comparing disease in and out MPA, but only one year after MPA establishement: described as baseline data to evaluate the future effects of MPA, but current differences only due to site differences ",WoS,yes,J,,"Hein, Margaux Y.; Lamb, Joleah B.; Scott, Chad; Willis, Bette L.",Assessing baseline levels of coral health in a newly established marine protected area in a global scuba diving hotspot,MARINE ENVIRONMENTAL RESEARCH,.,"While coral reefs are increasingly threatened worldwide, they are also increasingly used for recreational activities. Given the environmental and socio-economic significance of coral reefs, understanding the links between human activities and coral health and evaluating the efficacy of marine protected areas (MPAs) as a management regime to prevent further deterioration are critically important. The aim of this study was to quantify indicators of coral health at sites inside and outside a newly rezoned MPA framework in the dive tourism hotspot of Koh Tao, Thailand. We found that patterns in the health and diversity of coral communities one year on did not reflect the protected status conferred by newly zoned MPAs, but instead reflected past history of recreational use around the island. Sites characterised as past high-use sites had lower mean percent cover of hard corals overall and of corals in the typically disease- and disturbance-susceptible family Acroporidae, but higher mean cover of species in the more weedy family Agariciidae. Past high use sites also had higher mean prevalence of infectious diseases and other indicators of compromised health. Sites within the newly established MPAs are currently subjected to higher levels of environmental and anthropogenic pressures, with sedimentation, algal overgrowth, feeding scars from Drupella snails, and breakage particularly prevalent compared to sites in non-MPA areas. Given the greater prevalence of these factors within protected sites, the capacity of the MPA framework to effectively prevent further deterioration of Koh Tao's reefs is unclear. Nevertheless, our study constitutes a strong baseline for future long-term evaluations of the potential of MPAs to maintain coral health and diversity on highly threatened reefs. (C) 2014 Elsevier Ltd. All rights reserved.",12,2015,10.1016/j.marenvres.2014.11.010,WOS:000348258300007,field,CI,2013,MPA,mix,1,young,2012,fully,16,16,medium,NA,Thailand,tropical,Asia,Thailand Gulf,coral reef,invertebrate,mix,unfished,no,,,,phenotypic,,health degradation,disease prevalence,figure 4,neutral,yes,percentage,se,0.90282132,9,0.77742947,2.3322884,0.52664577,9,0.35109718,1.05329154,,,,,,,,,1.185956784,
95,out,out,out,NA,WoS,.,J,,"Hamilton, Scott L.; Caselle, Jennifer E.",Exploitation and recovery of a sea urchin predator has implications for the resilience of southern California kelp forests,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,.,"Size-structured predator-prey interactions can be altered by the history of exploitation, if that exploitation is itself size-selective. For example, selective harvesting of larger sized predators can release prey populations in cases where only large individuals are capable of consuming a particular prey species. In this study, we examined how the history of exploitation and recovery (inside marine reserves and due to fisheries management) of California sheephead (Semicossyphus pulcher) has affected size-structured interactions with sea urchin prey in southern California. We show that fishing changes size structure by reducing sizes and alters life histories of sheephead, while management measures that lessen or remove fishing impacts (e.g. marine reserves, effort restrictions) reverse these effects and result in increases in density, size and biomass. We show that predation on sea urchins is size-dependent, such that the diet of larger sheephead is composed of more and larger sized urchins than the diet of smaller fish. These results have implications for kelp forest resilience, because urchins can overgraze kelp in the absence of top-down control. From surveys in a network of marine reserves, we report negative relationships between the abundance of sheephead and urchins and the abundance of urchins and fleshy macroalgae (including giant kelp), indicating the potential for cascading indirect positive effects of top predators on the abundance of primary producers. Management measures such as increased minimum size limits and marine reserves may serve to restore historical trophic roles of key predators and thereby enhance the resilience of marine ecosystems.",37,2015,10.1098/rspb.2014.1817,WOS:000354866500004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
96,out,out,out,NA,WoS,.,J,,"Artero, C.; Murie, D. J.; Koenig, C. C.; Berzins, R.; Bouchon, C.; Lampert, L.","Age, growth, and mortality of the Atlantic goliath grouper Epinephelus itajara in French Guiana",ENDANGERED SPECIES RESEARCH,.,"The age and growth of the Critically Endangered Atlantic goliath grouper Epinephelus itajara of equatorial French Guiana was determined by a non-lethal aging method using dorsal fin rays. Goliath grouper deposit 1 complete annulus per year, with the translucent zone of the annulus laid down at the beginning of the dry season (July). Two readers independently applied the method; there was full agreement between the two for 52% of the fish, and agreement of +/- 1 yr for 82%. Comparison of ages derived from paired samples of otoliths and fin rays were identical (n = 6). The mean age of goliath grouper was 4.2 yr (range = 1 to 17 yr; n = 229); 82% of the individuals were under the size/age of sexual maturity. Goliath grouper in French Guiana are larger at a given age and reach their asymptotic length (L-infinity = 192.3 cm) faster (k = 0.20 yr(-1)) than goliath grouper from the west coast of Florida, USA (L-infinity = 200.6 cm, k = 0.126). Total mortality, estimated from a catch curve of the age distribution, was about 0.65 both in the Grand Connetable Island marine protected area in French Guiana (where fishing is prohibited) and outside of the reserve, suggesting that the reserve does not protect goliath grouper from illegal fishing. However, the estimates of total mortality in both fished and protected sites likely includes emigration, because goliath grouper may use rocky sites in French Guiana as a nursery habitat and may not remain there once they mature.",5,2015,10.3354/esr00691,WOS:000363405400007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
97,out,out,out,NA,WoS,.,J,,"Rubio-Portillo, Esther; Vazquez-Luis, Maite; Valle, Carlos; Izquierdo-Munoz, Andres; Ramos-Espla, Alfonso A.",Growth and bleaching of the coral Oculina patagonica under different environmental conditions in the western Mediterranean Sea,MARINE BIOLOGY,.,"The success that the putative alien species Oculina patagonica is able to survive under different environmental conditions may be benefiting its establishment and spreading along the Mediterranean Basin. Our objectives were to determine the response of this species, in terms of growth and bleaching, under different environmental conditions. Field data on colony growth and bleaching were obtained for a period of 18 months (from June 2010 to December 2011), in the Alicante Harbour (38A degrees 20'11aEuro(3)N, 00A degrees 29'11aEuro(3)W) and the Marine Protected Area of Tabarca (38A degrees 09'59aEuro(3)N, 00A degrees 28'56aEuro(3)W). Additionally, data on sedimentation rates, chlorophyll a concentration and organic matter were also collected. Moreover, the role of light over growth and bleaching of the coral was also studied with a field experiment. Our results showed that growth rates were similar among localities (eutrophic and oligotrophic environments), decreasing with increasing perimeter of the colony. Growth rates were at a minimum during cold months (13 A degrees C) and enhanced during warm months until a threshold temperature; thereafter, bleaching was observed (> 28 A degrees C), being adverse for coral growth. In addition, light attenuation could act such as local stress, increasing the coral bleaching with the increase in seawater temperature. Our findings confirmed that O. patagonica has a broad tolerance to seawater temperature, irradiance and trophic water conditions, in addition to its ability to thrive through bleaching events, mainly in eutrophic environments, probably related to food availability.",11,2014,10.1007/s00227-014-2509-4,WOS:000342415200012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
98,in,out,out,same data and MPA than Wilson 2012,WoS,yes,J,,"Harris, Alasdair; Wilson, Shaun; Graham, Nicholas; Sheppard, Charles",Scleractinian coral communities of the inner Seychelles 10 years after the 1998 mortality event,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,.,"The size structure and taxonomic composition of coral communities in the inner (Granitic) Seychelles were studied 10 years after a thermal stress-induced mass mortality event.A survey of the abundance, population size structure and community composition of hard corals across 21 sites from three different geomorphological reef types on the Seychelles Bank provided high resolution data for discriminating coral communities based on diversity, taxonomic composition, colony abundance, surface area and size frequency distributions.Results emphasize the severely impoverished and depauperate nature of inner Seychelles hard coral communities, which had lower generic diversity (40 genera recorded), and lower abundance (3.3 colonies m(-2)) of hard corals (excluding juveniles) than other coral reef regions of the Indian Ocean for which comparable data are currently available.Analysis of coral communities indicated that management had no appreciable effect on juvenile or adult coral abundance at this point in time, and that low juvenile density (9.9 colonies m(-2)) may severely limit recovery of many individual reefs in the inner Seychelles.While some sites were found to have appreciable coral cover (>20%), others, including long-standing protected areas with no fishing, are now in an advanced state of erosion and framework collapse with very low juvenile coral replenishment and negligible available hard substratum suitable for coral settlement.Some of these reefs may have passed the threshold of viable recovery, now being in a self-reinforcing, non-coral dominated erosional phase.These findings indicate variable coral community condition, with many sites showing little sign of recovery. If persistence of live hard coral is a management goal, the existing protected areas within the Seychelles Bank may require review to ensure protection of sites with high recovery potential, while a suite of other management tools should be implemented in the remaining areas. Copyright (c) 2014 John Wiley & Sons, Ltd.",18,2014,10.1002/aqc.2464,WOS:000343757800008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,live cover,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
99,in,out,out,demographic parameters resulting from cessation of fishing (size),WoS,yes,J,,"Fidler, Robert Y; Maypa, Aileen; Apistar, Dean; White, Alan; Turingan, Ralph G",Body size shifts in philippine reef fishes: interfamilial variation in responses to protection.,Biology,.,"As a consequence of intense fishing pressure, fished populations experience reduced population sizes and shifts in body size toward the predominance of smaller and early maturing individuals. Small, early-maturing fish exhibit significantly reduced reproductive output and, ultimately, reduced fitness. As part of resource management and biodiversity conservation programs worldwide, no-take marine protected areas (MPAs) are expected to ameliorate the adverse effects of fishing pressure. In an attempt to advance our understanding of how coral reef MPAs meet their long-term goals, this study used visual census data from 23 MPAs and fished reefs in the Philippines to address three questions: (1) Do MPAs promote shifts in fish body size frequency distribution towards larger body sizes when compared to fished reefs? (2) Do MPA size and (3) age contribute to the efficacy of MPAs in promoting such shifts? This study revealed that across all MPAs surveyed, the distribution of fishes between MPAs and fished reefs were similar; however, large-bodied fish were more abundant within MPAs, along with small, young-of-the-year individuals. Additionally, there was a significant shift in body size frequency distribution towards larger body sizes in 12 of 23 individual reef sites surveyed. Of 22 fish families, eleven demonstrated significantly different body size frequency distributions between MPAs and fished reefs, indicating that shifts in the size spectrum of fishes in response to protection are family-specific. Family-level shifts demonstrated a significant, positive correlation with MPA age, indicating that MPAs become more effective at increasing the density of large-bodied fish within their boundaries over time.",5,2014,10.3390/biology3020264,MEDLINE:24833509,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
100,out,out,out,NA,WoS,.,J,,"Baqueiro Cardenas, Erick; Aldana Aranda, Dalila","Growth parameters and density variation of a queen conch, Strombus gigas (Neotaenioglossa: Strombidae), population from Xel-Ha park, a marine protected area",REVISTA DE BIOLOGIA TROPICAL,.,"The queen conch, Strombus gigas, is a gastropod of commercial importance in the Caribbean. Population studies are based on size frequency analysis, using either length or weight parameters for the whole live organism. This contribution used mark-recapture data to estimate the Von Bertalanffy equation parameters and population number variation within a non harvest population from a protected area, to clarify the biometric parameters that better suit for the whole population, or for the juvenile and adult fractions. Conchs from Xel-Ha Park were monthly sampled from November 2001 to August 2005. Every conch found was measured and marked with a numbered tag that identified month and locality; and monthly abundance was estimated with Jolly's method. Length, lip thickness and weight increments were used to estimate the Von Bertalanffy growth equation parameters with Appeldoorn's subroutine of FISAT program. The population number varied through the study, with a minimum of 49 in April 2003 and maximum of 9 848 during June 2005. Conchs make only temporary use of Xel-Ha cove. Shell length gave the best fit for the juvenile fraction: L infinity=251, K=0.3, C=0.8 Wp=0.3; and lip thickness for adults: L infinity=47.78, K=0.17, C=0.1, Wp=0.86, while, the whole population was better represented by weight: L infinity=3850, K=0.36, C=0.8, Wp=0.3. A maximum age of 19 years was estimated from the population. Natural mortality was 0.49/year for juveniles and 0.29/year for adults. There were two pulses of recruitment: fall-winter and summer. It is concluded that population studies from length frequency data, should be analyzed independently in two groups, shell for the juvenile fraction and lip thickness for the adult fraction, or if it is not possible to analyze the population fractions separately, weight should be used to avoid miss calculation of the age structure.",4,2014,10.15517/rbt.v62i1.7561,WOS:000336414800005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
101,out,out,out,NA,WoS,.,J,,"Baqueiro Cárdenas, Erick; Aldana Aranda, Dalila","Growth parameters and density variation of a queen conch, Strombus gigas (Neotaenioglossa: Strombidae), population from Xel-Ha park, a marine protected area",Revista de Biología Tropical,.,"The queen conch, Strombus gigas, is a gastropod of commercial importance in the Caribbean. Population studies are based on size frequency analysis, using either length or weight parameters for the whole live organism. This contribution used mark-recapture data to estimate the von Bertalanffy equation parameters and population number variation within a non harvest population from a protected area, to clarify the biometric parameters that better suit for the whole population, or for the juvenile and adult fractions. Conchs from Xel- Ha Park were monthly sampled from November 2001 to August 2005. Every conch found was measured and marked with a numbered tag that identified month and locality; and monthly abundance was estimated with Jolly’s method. Length, lip thickness and weight increments were used to estimate the von Bertalanffy growth equation parameters with Appeldoorn’s subroutine of FISAT program. The population number varied through the study, with a minimum of 49 in April 2003 and maximum of 9 848 during June 2005. Conchs make only temporary use of Xel-Ha cove. Shell length gave the best fit for the juvenile fraction: L∞=251, K=0.3, C=0.8 Wp=0.3; and lip thickness for adults: L∞=47.78, K=0.17, C=0.1, Wp=0.86, while, the whole population was bet- ter represented by weight: L∞=3850, K=0.36, C=0.8, Wp=0.3. A maximum age of 19 years was estimated from the population. Natural mortality was 0.49/year for juveniles and 0.29/year for adults. There were two pulses of recruitment: fall-winter and summer. It is concluded that population studies from length frequency data, should be analyzed independently in two groups, shell for the juvenile fraction and lip thickness for the adult fraction, or if it is not possible to analyze the population fractions separately, weight should be used to avoid miss calculation of the age structure.",0,2014,,SCIELO:S0034-77442014000200005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
102,out,out,out,NA,WoS,.,J,,"Bonaldo, Roberta M.; Hay, Mark E.","Seaweed-Coral Interactions: Variance in Seaweed Allelopathy, Coral Susceptibility, and Potential Effects on Coral Resilience",PLOS ONE,.,"Tropical reefs are in global decline with seaweeds commonly replacing corals. Negative associations between macroalgae and corals are well documented, but the mechanisms involved, the dynamics of the interactions, and variance in effects of different macroalgal-coral pairings are poorly investigated. We assessed the frequency, magnitude, and dynamics of macroalgal-coral competition involving allelopathic and non-allelopathic macroalgae on three, spatially grouped pairs of no-take Marine Protected Areas (MPAs) and non-MPAs in Fiji. In non-MPAs, biomass of herbivorous fishes was 70-80% lower, macroalgal cover 4-9 fold higher, macroalgal-coral contacts 5-15 fold more frequent and 23-67 fold more extensive (measured as % of colony margin contacted by macroalgae), and coral cover 51-68% lower than in MPAs. Coral contacts with allelopathic macroalgae occurred less frequently than expected by chance across all sites, while contact with non-allelopathic macroalgae tended to occur more frequently than expected. Transplants of allelopathic macroalgae (Chlorodesmis fastigiata and Galaxaura filamentosa) against coral edges inflicted damage to Acropora aspera and Pocillopora damicornis more rapidly and extensively than to Porites cylindrica and Porites lobata, which appeared more resistant to these macroalgae. Montipora digitata experienced intermediate damage. Extent of damage from macroalgal contact was independent of coral colony size for each of the 10 macroalgal-coral pairings we established. When natural contacts with Galaxaura filamentosa were removed in the field, recovery was rapid for Porites lobata, but Pocillopora damicornis did not recover and damage continued to expand. As macroalgae increase on overfished tropical reefs, allelopathy could produce feedbacks that suppress coral resilience, prevent coral recovery, and promote the stability of algal beds in habitats previously available to corals.",64,2014,10.1371/journal.pone.0085786,WOS:000330283100073,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
103,out,out,out,NA,WoS,.,J,,"Cigliano, John A.; Kliman, Richard M.","Density, age structure, and length of queen conch (Strombus gigas) in shallow-water aggregations in the Sapodilla Cayes Marine Reserve, Belize",CARIBBEAN JOURNAL OF SCIENCE,.,"The Sapodilla Cayes Marine Reserve (SCMR) was established in 1996 to protect the queen conch (Strombus gigas) fishery in southern Belize. However, no systematic survey of queen conch populations in the SCMR had been conducted. To determine the state of the queen conch population and to provide a baseline to measure management effectiveness, we conducted shallow-water surveys of historical conch fishing areas from 2006 2008 during July and August. We collected data on habitat, depth, maturity, length, and density. We sampled 1,778 conch at eight sites throughout the reserve. Conch were found primarily in seagrass meadows (88.6%) in an average depth of 1.7 +/- 0.01 m (range: 0.3-4.9 m). 93% of conch were juveniles and the percentage of juveniles in aggregations averaged 85.0 +/- 3.8 (range 28.6 - 100.00%). Average shell length was 14.6 +/- 0.1 cm (range: 6.5-25.0 cm) and varied among aggregations and among years within aggregations. 85% of conch were below the legal harvestable size for Belize. Average density (all age classes) ranged from 0.00 +/- 0.00 to 4014.29 +/- 741.12 conch/ha and varied among sites and year. Average adult density ranged from to 0.00 +/- 0.00 to 75.00 +/- 41.19 conch/ha, subadult density ranged from 0.00 +/- 0.00 to 214.29 +/- 67.01 conch/ha, and juvenile density ranged from 0.00 +/- 0.00 conch/ha to 3785.00 +/- 737.57. Only twice was an aggregation above the density threshold required for reproduction (50 conch/ha). The SCMR appears to be an important nursery area for queen conch.",2,2014,10.18475/cjos.v48i1.a4,WOS:000343782100003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
104,out,out,out,NA,WoS,.,J,,"Yates, K. K.; Rogers, C. S.; Herlan, J. J.; Brooks, G. R.; Smiley, N. A.; Larson, R. A.",Diverse coral communities in mangrove habitats suggest a novel refuge from climate change,BIOGEOSCIENCES,.,"Risk analyses indicate that more than 90% of the world's reefs will be threatened by climate change and local anthropogenic impacts by the year 2030 under business-asusual climate scenarios. Increasing temperatures and solar radiation cause coral bleaching that has resulted in extensive coral mortality. Increasing carbon dioxide reduces seawater pH, slows coral growth, and may cause loss of reef structure. Management strategies include establishment of marine protected areas with environmental conditions that promote reef resiliency. However, few resilient reefs have been identified, and resiliency factors are poorly defined.Here we characterize the first natural, non-reef coral refuge from thermal stress and ocean acidification and identify resiliency factors for mangrove-coral habitats. We measured diurnal and seasonal variations in temperature, salinity, photosynthetically active radiation (PAR), and seawater chemistry; characterized substrate parameters; and examined water circulation patterns in mangrove communities where scleractinian corals are growing attached to and under mangrove prop roots in Hurricane Hole, St. John, US Virgin Islands. Additionally, we inventoried the coral species and quantified incidences of coral bleaching, mortality, and recovery for two major reef-building corals, Colpophyllia natans and Diploria labyrinthiformis, growing in mangrove-shaded and exposed (unshaded) areas.Over 30 species of scleractinian corals were growing in association with mangroves. Corals were thriving in low-light (more than 70% attenuation of incident PAR) from mangrove shading and at higher temperatures than nearby reef tract corals. A higher percentage of C. natans colonies were living shaded by mangroves, and no shaded colonies were bleached. Fewer D. labyrinthiformis colonies were shaded by mangroves, however more unshaded colonies were bleached. A combination of substrate and habitat heterogeneity, proximity of different habitat types, hydrographic conditions, and biological influences on seawater chemistry generate chemical conditions that buffer against ocean acidification. This previously undocumented refuge for corals provides evidence for adaptation of coastal organisms and ecosystem transition due to recent climate change. Identifying and protecting other natural, non-reef coral refuges is critical for sustaining corals and other reef species into the future.",36,2014,10.5194/bg-11-4321-2014,WOS:000341608900003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
105,in,out,out,"connectivity indicators, demographic parameters resulting from cessation of fishing (size)",WoS,yes,J,,"Chan, Isani; Tseng, Li-Chun; Dahms, Hans-Uwe; Hwang, Jiang-Shiou","Population and growth of queen conch (Lobatus gigas Linnaeus, 1758) in the Sapodilla Cayes Marine Reserve of Belize",ZOOLOGICAL STUDIES,.,"Background: The conservation effectiveness of marine protected areas is of substantial dispute. In the Belize Barrier Reef, there are several zones with increasing human activity and harvesting of overexploited species. Marine protected areas are designed to protect endangered species and increase the population size of exploited species. The present study investigated the population and morphological characteristics of Lobatus gigas (Linnaeus, 1758) in the Sapodilla Cayes Marine Reserve (SCMR) at the southernmost tip of the Belize Barrier Reef to estimate the effectiveness of the marine protected area.Results: A total of 693 L. gigas conches were counted over the 7,200 m(2) from 36 transect lines. The densities of juveniles and adult conches in the conservation zone were substantially higher (20.13 and 2.88 individuals/100 m(2), respectively) than in the general use zone (5.29 juveniles and 0.58 adults individuals/100 m(2)). The shell length of adult individuals ranged from 14.4 to 18.5 cm in the conservation zone and from 14.6 to 18.1 cm in the general use zone. A comparison of shell length of juveniles and adults showed no significant differences between the conservation zone (11.39 +/- 1.46 cm) and general use zone (11.62 +/- 1.24 cm). There was a significant positive correlation for shell length with lip thickness in the conservation zone (Pearson's correlation, r = 0.729, p < 0.001) and general use zone (Pearson's correlation, r = 0.613, p = 0.02).Conclusions: The function and effectiveness of marine protected areas are discussed using the results of the present study that identifies the primary objective which is to ensure a continuous recruitment of valuable targeted species by the protection of spawning stock biomass that is important for the management of marine protected areas in an environmentally sensitive ecosystem.",3,2013,10.1186/1810-522X-52-46,WOS:000330219000007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
106,in,out,out,connectivity indicators,WoS,yes,J,,"Nissling, Anders; Florin, Ann-Britt; Thorsen, Anders; Bergstrom, Ulf","Egg production of turbot, Scophthalmus maximus, in the Baltic Sea",JOURNAL OF SEA RESEARCH,.,"In the brackish water Baltic Sea turbot spawn at similar to 6-9 psu along the coast and on offshore banks in ICES SD 24-29, with salinity influencing the reproductive success. The potential fecundity (the stock of vitellogenic oocytes in the pre-spawning ovary), egg size (diameter and dry weight of artificially fertilized 1-day-old eggs) and gonad dry weight were assessed for fish sampled in SD 25 and SD 28. Multiple regression analysis identified somatic weight, or total length in combination with Fulton's condition factor, as main predictors of fecundity and gonad dry weight with stage of maturity (oocyte packing density or leading cohort) as an additional predictor. For egg size, somatic weight was identified as main predictor while otolith weight (proxy for age) was an additional predictor. Univariate analysis using GLM revealed significantly higher fecundity and gonad dry weight for turbot from SD 28 (3378-3474 oocytes/g somatic weight) compared to those from SD 25 (2343 oocytes/g somatic weight), with no difference in egg size (1.05 +/- 0.03 mm diameter and 46.8 +/- 6.5 mu g dry weight; mean +/- sd). The difference in egg production matched egg survival probabilities in relation to salinity conditions suggesting selection for higher fecundity as a consequence of poorer reproductive success at lower salinities. This supports the hypothesis of higher size-specific fecundity towards the limit of the distribution of a species as an adaptation to harsher environmental conditions and lower offspring survival probabilities. Within SD 28 comparisons were made between two major fishing areas targeting spawning aggregations and a marine protected area without fishing. The outcome was inconclusive and is discussed with respect to potential fishery induced effects, effects of the salinity gradient, effects of specific year-classes, and effects of maturation status of sampled fish. (C) 2012 Elsevier B.V. All rights reserved.",8,2013,10.1016/j.seares.2012.07.009,WOS:000327573500009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
107,out,out,out,NA,WoS,.,J,,"Sutthacheep, Makamas; Yucharoen, Mathinee; Klinthong, Wanlaya; Pengsakun, Sittiporn; Sangmanee, Kanwara; Yeemin, Thamasak",Impacts of the 1998 and 2010 mass coral bleaching events on the Western Gulf of Thailand,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,.,"A long-term study of coral reef ecology in the Gulf of Thailand provides a good opportunity to examine the temporal variation on the impact of mass coral bleaching at those reef sites. We compared the bleaching and mortality of corals between the mass bleaching events in 1998 and 2010 at a coral community in the Western Gulf of Thailand. The aim was to identify the coral species which were most likely to suffer from (and to be able to tolerate) changes in seawater temperature. Significant differences in the susceptibility of the coral taxa to bleaching events between the years 1998 and 2010 and among coral species were documented. Bleaching was significantly different between the most dominant corals. Diploastrea heliopora was the most resistant coral to bleaching in both years. Some coral species showed more resistance to bleaching in 2010. The coral mortality following the mass bleaching events in 1998 and 2010 varied significantly between the years and the coral taxa. Mortality of some dominant coral taxa was also lower in 2010. Seven coral species, i.e. Astreopora myriophthalma, Pachyseris rugosa, Turbinaria mesenterina, Goniastrea pectinata, Favia pallida, F. maritima, Favites halicora, Platygyra daedalea and Galaxea fascicularis, were tolerant to the coral bleaching events. An ecosystem-based approach to managing coral reefs in the Gulf of Thailand is needed to identify appropriate marine protected area networks and to strengthen marine and coastal resource policies in order to build coral reef resilience. (C) 2013 Elsevier Ltd. All rights reserved.",13,2013,10.1016/j.dsr2.2013.04.018,WOS:000328526100005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
