ID,OUTabstract,OUTtext,outMA,source,PDF,Publication Type,Authors,Authors Full Name,Title,Source Title,Conference Title,Abstract,"Times Cited, All Databases",year,DOI,UT (Unique WOS ID),studytype,design,datayear,protection type,MPAname,MPAage,Age,MPAcreation,MPAprotectionBroad,MPAprotection,FPAsize,MPAsize,Size,enforcement,country,climate,continent,ocean,ecosystem,subgroup,socioeco,taxon,species,target,predator,fishery,governance,stakeholder,mechanism,outcome,indicator,data origin,direction,quantitative,unit,error type,BeforeMPAvalue,BeforeMPA_samplesize,BeforeMPAerrorRaw,BeforeMPA_SD,BeforeControlvalue,BeforeControl_samplesize,BeforeControlerrorRaw,BeforeControlSD, AfterMPAvalue,AfterMPA_samplesize,AfterMPAerrorRaw,AfterMPA_SD,AfterControlvalue,AfterControl_samplesize,AfterControlerrorRaw,AfterControlSD,ei,vei,OUTabstract,OUTtext,comment
155,out,out,out,WoS,,J,"Le Luherne, E.; Reveillac, E.; Ponsero, A.; Sturbois, A.; Ballu, S.; Perdriau, M.; Le Pape, O.","Le Luherne, E.; Reveillac, E.; Ponsero, A.; Sturbois, A.; Ballu, S.; Perdriau, M.; Le Pape, O.",Fish community responses to green tides in shallow estuarine and coastal areas,ESTUARINE COASTAL AND SHELF SCIENCE,,"All over the world, numerous bays and estuarine systems that are known to shelter essential fish habitats are experiencing proliferations of green macroalgae known as green tides. Although the processes that enhance green tides in response to nutrient enrichment are well known, their consequences for ecological communities -especially for ichthyofauna- remain poorly studied. To estimate these consequences, this analysis focused on the two types of shallow systems that are experiencing green tides: sandy beaches and estuarine mudflats. In these two systems, macroalgae proliferation and fish community were surveyed along seasonal cycles at control and impacted sites that shared similar physicochemical parameters and sediment structure. To analyse the consequences of green tides on the fish community, a Before-After Control-Impact approach was used. This approach reveals no difference between fish communities at the control and impacted sites before the macroalgal bloom. Then, it underlines an influence of green tides on the fish community, and this influence varies according to the composition, density and duration of the macroalgal bloom. Indeed, when intertidal systems experienced short proliferation and/or weak density, green tides did not seem to impact the fish community. However, when green macroalgae proliferated in large quantities and/or when the proliferation lasted for long periods, the fish community was significantly affected. These modifications in the fish community led to a significant decrease in fish species diversity and density until fish disappeared from impacted sites at high proliferations. Furthermore, the response of fish species to green tides differed according to their functional guilds. Negative consequences for benthic and marine juvenile fish species were beginning at low proliferations, whereas for pelagic fish species they occurred only at high proliferations. Thus, green tides significantly affect fish habitat suitability because they lead to changes in the composition of the fish community and eventually to the local disappearance of fish at high proliferations. (C) 2016 Elsevier Ltd. All rights reserved.",13,2016,10.1016/j.ecss.2016.03.031,WOS:000377311100010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,no mention of MPA
156,in,out,out,WoS,,J,"D'agata, Stephanie; Mouillot, David; Wantiez, Laurent; Friedlander, Alan M.; Kulbicki, Michel; Vigliola, Laurent","D'agata, Stephanie; Mouillot, David; Wantiez, Laurent; Friedlander, Alan M.; Kulbicki, Michel; Vigliola, Laurent",Marine reserves lag behind wilderness in the conservation of key functional roles,NATURE COMMUNICATIONS,,"Although marine reserves represent one of the most effective management responses to human impacts, their capacity to sustain the same diversity of species, functional roles and biomass of reef fishes as wilderness areas remains questionable, in particular in regions with deep and long-lasting human footprints. Here we show that fish functional diversity and biomass of top predators are significantly higher on coral reefs located at more than 20 h travel time from the main market compared with even the oldest (38 years old), largest (17,500 ha) and most restrictive (no entry) marine reserve in New Caledonia (South-Western Pacific). We further demonstrate that wilderness areas support unique ecological values with no equivalency as one gets closer to humans, even in large and well-managed marine reserves. Wilderness areas may therefore serve as benchmarks for management effectiveness and act as the last refuges for the most vulnerable functional roles.",53,2016,10.1038/ncomms12000,WOS:000379109500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,no value of interest
157,in,out,out,WoS,,J,"Setiawan, Fakhrizal; Tasidjawa, Sonny; Wantah, Efra; Johanis, Dan Hendri","Setiawan, Fakhrizal; Tasidjawa, Sonny; Wantah, Efra; Johanis, Dan Hendri","REEF FISHES BIODIVERSITY IN MARINE SANCTUARY AT MINAHASA UTARA DISTRICT, NORTH SULAWESI",JURNAL ILMU DAN TEKNOLOGI KELAUTAN TROPIS,,"There are some marine sanctuaries (DPL) which are managed together by its societies in North Minahasa regency. From 19 villages with DPL, we conducted surveys using point intercept transect in 14 villages both inside and outside DPL in the subdistrict West Likupang and East Likupang, North Minahasa. Result showed that live coral cover was in general in moderate to excellent conditions both inside and outside DPL. Reef fish recorded in the study areas consisted of 267 reef fish species which categorized into 40 families. Bahoi village had the highest abundance and biomass within the DPL due to a very good condition of coral reef ecosystemn (> 75% coral cover) both inside and outside DPL. Biomass of reef fish outside DPL of Bahoi was small but its abundance was the highest. This conditions indicated that the size of reef fish outside of Bahoi DPL was small and this gave a positive perspective to supply fishes into the outside region of Bahoi DPL. Overall, marine sanctuary in North Minahasa contained reef fish community structure in good condition, moderate diversity, relatively labile of evenness index, and low dominance. Grouping by similarity, reef fish species were generally similar in all locations. The separation of DPL locations produced some different fishes group due to its different location, oceanographic conditions, and characters.",1,2016,10.29244/jitkt.v8i1.12496,WOS:000408697700005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,the article was not written in english 
158,in,out,out,WoS,,J,"Ateweberhan, Mebrahtu; McClanahan, Timothy R.","Ateweberhan, Mebrahtu; McClanahan, Timothy R.",Partitioning scleractinian coral diversity across reef sites and regions in the Western Indian Ocean,ECOSPHERE,,"Understanding how diversity is organized is essential for inference about appropriate scales for natural resource research and management. In this study, we investigated variation in scleractinian coral taxonomic richness and community diversity in the Western Indian Ocean (WIO) at different spatial scales. We sampled corals in 331 sites across nine countries. Sites were pooled into 11 distinct subregions based on previous investigations on coral community structure and between closures and reefs open to fishing for five regions with sufficient closure replication. We analyzed similarities in coral communities and compared differences in mean richness and Shannon diversity. Significant differences in alpha and beta components of diversity were tested at multiple spatial scales and between management types against a random distribution null model. Rarefaction was used to investigate significant difference in total taxonomic richness among regions. Coral communities were mainly structured along Acropora and massive Porites dominance lines. Highest dissimilarity among coral communities was found at the regional level and within- and between-subregion variations accounted for most of the coral diversity. Beta components were responsible for higher proportions of taxonomic richness of which a large part was explained by the site-region interaction. Alpha diversity contributed most to Shannon diversity and site level richness and Shannon diversity had similar relationships with latitude, peaking at about 10 degrees S. Alpha diversity also showed significant relationship with water temperature variability, peaking at a sea surface temperature standard deviation of about 1.4 degrees C, corresponding to the same 10 degrees S latitude. Relatively higher alpha and beta components contributed to high richness and Shannon diversity in three regions: southern Kenya-northern Tanzania, southern Tanzania-northern Mozambique and northwestern Madagascar-Mayotte. Consequently, the findings support the proposal for delineating these locations as a regional priority for biodiversity conservation.",12,2016,10.1002/ecs2.1243,WOS:000377215200005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,no value of interest
159,in,out,out,WoS,,J,"Gil Fernandez, C.; Paulo, D.; Serrao, E. A.; Engelen, A. H.","Gil Fernandez, C.; Paulo, D.; Serrao, E. A.; Engelen, A. H.",Limited differences in fish and benthic communities and possible cascading effects inside and outside a protected marine area in Sagres (SW Portugal),MARINE ENVIRONMENTAL RESEARCH,,"Marine protected areas (MPAs) are a relatively recent fisheries management and conservation tool for conservation of marine ecosystems and serve as experimental grounds to assess trophic cascade effects in areas were fishing is restricted to some extent. A series of descriptive field studies were performed to assess fish and benthic communities between two areas within a newly established MPA in SW Portugal. We characterized benthic macroalgal composition and determined the size, density and biomass of the main benthic predatory and herbivorous fish species as well as the main benthic herbivorous invertebrates to assess indications of top-down control on the phytobenthic assemblages. Fish species were identical inside and outside the MPA, in both cases Sarpa salpa was the most abundant fish herbivore and Diplodus spp. accounted for the great majority of the benthic predators. However, size and biomass of D. spp. were higher inside than outside the MPA. The main herbivorous invertebrate was the sea urchin Paracentrotus lividus, which was smaller and predominantly showing a crevice-dwelling behaviour in the MPA. In addition, P. lividus size frequency distribution showed a unimodal pattern outside and a bimodal pattern inside the MPA. We found significant differences in the algal assemblages between inside and outside the MPA, with higher abundance of turf and foliose algae inside, and articulated calcareous and corticated macrophytes outside the MPA, but no differences in the invasive Asparagopsis spp. The obtained results show differences in predatory fish and benthic community structure, but not in species richness, inside and outside the MPA. We hypothesize these differences lead to variation in species interactions: directly through predation and indirectly via affecting sea urchins behavioural patterns, predators might drive changes in macroalgal assemblages via trophic cascade in the study area. However due to non-biological differences between the two areas it is difficult to suggest that the MPA causes increased biological parameters of targeted species and to assess predatory control and trophic cascade effects in areas where fishing pressure is reduced. It is therefor advisable to design MPAs so that their impacts can be scientifically evaluated in a proper fashion. (C) 2015 Elsevier Ltd. All rights reserved.",5,2016,10.1016/j.marenvres.2015.12.003,WOS:000370095600002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,no value of interest
160,out,out,out,WoS,,J,"Monk, Jacquomo; Barrett, Neville S.; Hill, Nicole A.; Lucieer, Vanessa L.; Nichol, Scott L.; Siwabessy, Paulus Justy W.; Williams, Stefan B.","Monk, Jacquomo; Barrett, Neville S.; Hill, Nicole A.; Lucieer, Vanessa L.; Nichol, Scott L.; Siwabessy, Paulus Justy W.; Williams, Stefan B.",Outcropping reef ledges drive patterns of epibenthic assemblage diversity on cross-shelf habitats,BIODIVERSITY AND CONSERVATION,,"Seafloor habitats on continental shelf margins are increasingly being the subject of worldwide conservation efforts to protect them from human activities due to their biological and economic value. Quantitative data on the epibenthic taxa which contributes to the biodiversity value of these continental shelf margins is vital for the effectiveness of these efforts, especially at the spatial resolution required to effectively manage these ecosystems. We quantified the diversity of morphotype classes on an outcropping reef system characteristic of the continental shelf margin in the Flinders Commonwealth Marine Reserve, southeastern Australia. The system is uniquely characterized by long linear outcropping ledge features in sedimentary bedrock that differ markedly from the surrounding low-profile, sand-inundated reefs. We characterize a reef system harboring rich morphotype classes, with a total of 55 morphotype classes identified from the still images captured by an autonomous underwater vehicle. The morphotype class Cnidaria/Bryzoa/Hydroid matrix dominated the assemblages recorded. Both alpha and beta diversity declined sharply with distance from nearest outcropping reef ledge feature. Patterns of the morphotype classes were characterized by (1) morphotype turnover at scales of 5 to 10s m from nearest outcropping reef ledge feature, (2) 30 % of morphotype classes were recorded only once (i.e. singletons), and (3) generally low levels of abundance (proportion cover) of the component morphotype class. This suggests that the assemblages in this region contain a considerable number of locally rare morphotype classes. This study highlights the particular importance of outcropping reef ledge features in this region, as they provide a refuge against sediment scouring and inundation common on the low profile reef that characterizes this region. As outcropping reef features, they represent a small fraction of overall reef habitat yet contain much of the epibenthic faunal diversity. This study has relevance to conservation planning for continental shelf habitats, as protecting a single, or few, areas of reef is unlikely to accurately represent the geomorphic diversity of cross-shelf habitats and the morphotype diversity that is associated with these features. Equally, when designing monitoring programs these spatially-discrete, but biologically rich outcropping reef ledge features should be considered as distinct components in stratified sampling designs.",9,2016,10.1007/s10531-016-1058-1,WOS:000372298800005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,no control outside or before the MPA
161,in,out,out,WoS,,J,"Thibaut, Thierry; Blanfune, Aurelie; Boudouresque, Charles-Francois; Cottalorda, Jean-Michel; Hereu, Bernat; Susini, Marie-Lucie; Verlaque, Marc","Thibaut, Thierry; Blanfune, Aurelie; Boudouresque, Charles-Francois; Cottalorda, Jean-Michel; Hereu, Bernat; Susini, Marie-Lucie; Verlaque, Marc","Unexpected temporal stability of Cystoseira and Sargassum forests in Port-Cros, one of the oldest Mediterranean marine National Parks",CRYPTOGAMIE ALGOLOGIE,,"Fucales (Phaeophyceae, kingdom Stramenopiles) are ecosystem engineers and canopy forming seaweeds that are dramatically declining worldwide. In the Mediterranean Sea, Cystoseira spp. and Sargassum spp. have been shown to be locally extinct or locally functionally extinct, i.e. no longer forest forming, even in some Marine Protected Areas (MPAs).The patterns of change in the diversity and abundance of Fucales taxa within the Port-Cros Archipelago (Port-Cros National Park; PCNP) was studied by comparison of recent data (2005 to 2007) with previous data in order to measure the effects of protection since the creation of the park in 1963. Three taxa were reported before 1963, 10 between 1963 and 2005 and 17 between 2005 and 2007. Considering the biology of the species listed and the distance from the coast of the Port-Cros Archipelago, it is unlikely that this increase in species richness has resulted from colonisation events through the implementation and enforcement of effective protection of the area but is rather due to an increase in sampling effort. In contrast to other Mediterranean areas, the populations of Fucales are still highly diversified and stable. Only one species, C. brachycarpa var. brachycarpa, has declined in the 1-10-m depth zone in relation to the proliferation of herbivorous species, possibly enhanced by the PNPC conservation strategy. The overall good conservation of Fucales populations of the PCNP is probably the result of the absence of habitat destruction, high seawater quality and the regulation of human activities (fishing, tourism, diving).",27,2016,10.7872/crya/v37.iss1.2016.61,WOS:000377603900006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,no value of interest
162,out,out,out,WoS,,J,"Ape, F.; Arigo, C.; Gristina, M.; Genovese, L.; Di Franco, A.; Di Lorenzo, M.; Baiata, P.; Aglieri, G.; Milisenda, G.; Mirto, S.","Ape, F.; Arigo, C.; Gristina, M.; Genovese, L.; Di Franco, A.; Di Lorenzo, M.; Baiata, P.; Aglieri, G.; Milisenda, G.; Mirto, S.",Meiofaunal diversity and nematode assemblages in two submarine caves of a Mediterranean marine protected area,MEDITERRANEAN MARINE SCIENCE,,"Submarine caves are environments of great ecological interest because of the occurrence of peculiar conditions, such as the attenuation of light and reduced water turnover, which can determine oligotrophic conditions from the entrance to the interior part of the cave. These environmental gradients may influence the distribution of the communities inhabiting submarine caves. In this study we investigated the meiofaunal community and nematode assemblages from the sediments inside and outside two submarine caves in Ustica Island Marine Protected Area (southwest Italy): Grotta Falconiera and Grotta dei Gamberi. Consistently with a general pattern of distribution reported by several studies on benthic organisms, our results showed a decrease in the abundance and changes in the taxa composition of the meiofaunal community along the exterior-interior axis of the caves, also highlighting the dissimilarity between the dark and semi-dark communities. We found a significant influence of the availability of organic matter (i.e. phytopigment concentrations) on the distribution and composition of both the meiofauna and the nematode community inside the caves. Different nematode assemblages characterized the inside and the outside of the two caves, with species occurring exclusively in the sediment of both caves, particularly in the dark portions, and completely absent in the external sediments. Environmental features of submarine caves may affect food resources inside the caves and consequently trophic nematode assemblages. Our results showed a difference in feeding strategies between nematodes inhabiting the caves and those living outside, suggesting that in the two caves investigated, bacteria might represent the most important food source for nematodes.",5,2016,,WOS:000374469200018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,no control outside or before the MPA
163,out,out,out,WoS,,J,"Kruse, Maren; Taylor, Marc; Muhando, Christopher A.; Reuter, Hauke","Kruse, Maren; Taylor, Marc; Muhando, Christopher A.; Reuter, Hauke","Lunar, diel, and tidal changes in fish assemblages in an East African marine reserve",REGIONAL STUDIES IN MARINE SCIENCE,,"Fish assemblages in tropical habitats like coral reefs or seagrass beds vary with natural cycles (e.g., lunar, diel or tidal) on several spatio-temporal scales. However, the dimensions of these variations are rarely being quantified despite their strong implications for ecosystem functioning and conservation of exploited stocks. Ignoring these predictable changes hinders the identification of structuring forces of fish assemblages and may lead to incorrect interpretations of the results and evaluation of habitats. To assess natural variation on short timescales, fish assemblages at a small tropical island (Chumbe Island, Tanzania) in the western Indo-Pacific were investigated and compared among two coastal habitats (coral reef and seagrass bed) at different lunar, diel, and tidal phases using underwater visual census methods. Results of multivariate analyses suggested two distinct fish communities in the two habitat types with the coral reef comprising a higher species richness and heterogeneity than the seagrass bed. In the coral reef, community composition and trophic diversity was influenced by all three natural cycles, while in the seagrass bed they were mainly driven by tidal phases. Mean fish densities were slightly different in the two habitat types during daytime but increased significantly in the seagrass bed during twilight hours. For the investigated habitats on Chumbe Island our results indicate that (i) through their routine migrations mobile fishes can provide important functional links between habitats, (ii) seagrass beds have lower species richness and diversity, and emphasize that (iii) fish movement governed by natural cycles can cause predictable short-term variations in fish communities. (C) 2015 Elsevier B.V. All rights reserved.",10,2016,10.1016/j.rsma.2015.05.001,WOS:000414755500007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,no control outside or before the MPA
164,in,out,out,WoS,,J,"Ruiz, Diego J.; Banks, Stuart; Wolff, Matthias","Ruiz, Diego J.; Banks, Stuart; Wolff, Matthias",Elucidating fishing effects in a large-predator dominated system: The case of Darwin and Wolf Islands (Galapagos),JOURNAL OF SEA RESEARCH,,"Fifty years of artisanal fishing history in Galapagos characterized by boom and bust of resources has changed the natural marine community structure close to fishing ports in the Galapagos Marine Reserve. Nonetheless, the remote Darwin and Wolf Islands are still in a near natural state harboring high species richness unique for the archipelago and high biomass. Marine life that aggregates to the pinnacles linked to the wider oceanic seascape makes them interesting and unique systems in terms of community structure and study of on-shore/offshore trophic interactions. Although >200 km from local fishing ports the two islands also support an artisanal fishery targeting large demersal predators of high trophic levels. They are areas prioritized for conservation actions by Galapagos National Park, and local non-governmental organizations given their natural heritage importance, value to local fishers and revenue from dive tourism attracted by the promise of large marine predator aggregations such as sharks. Given that catch data upon which to base conservation recommendations is sparse it is difficult to accurately estimate present day fishing trends in Darwin and Wolf. We used atrophic steady-state model that connects benthic and pelagic communities to assess the potential effects of a change in fishing intensity in the two islands system. A predator-prey matrix was built using the Ecopath with Ecosim (EwE) software with total biomass estimated at 937 t km(-2). Large fish aggregations accounted for 19%, primary producers for 9.0% and non-fish (seabirds, marine mammals and sea turtles) for less than 0.1% of the total living biomass. The total system size in terms of overall flows was 16,652 t km(-2) year(-1), four times larger than a generic seamount model but smaller than that modeled for a Galapagos upwelling system based upon the western Bolivar Channel region. Consumption and respiration dominated the flows in the system (53.4 and 31.8% respectively). The Darwin and Wolf system shows a mature state, dominated by respiration, and top-down control via sharks and benthic predatory fish as the most important system compartments in terms of biomass. Model simulations suggest that heavy fishing pressure on top predators would greatly change the system's trophic structure. The nature of impacts depended on the types of gears simulated. Reduced natural predator densities through fishing exert strong direct and indirect influences on the system towards sea urchin-dominated benthos. (C) 2015 Published by Elsevier B.V.",11,2016,10.1016/j.seares.2015.11.001,WOS:000368043600001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,no value of interest
165,in,out,out,WoS,,J,"Kwik, Jeffrey T. B.; Yeo, Darren C. J.","Kwik, Jeffrey T. B.; Yeo, Darren C. J.",Differences in fish assemblages in protected and non-protected freshwater streams in a tropical urbanized country,HYDROBIOLOGIA,,"The importance of protected areas on native fish assemblage in freshwater streams is not well understood. We investigated differences in fish communities and environmental factors in 38 protected and non-protected streams in Singapore. Eight hundred and twenty-eight individuals from 33 species were documented (with one new record), with natives comprising 70.5% of all species. A canonical correspondence analysis found that protected streams were defined by lower pH, temperature, and conductivity, higher cross-sectional areas and water velocity and permit requirements, which was supported by a correspondence analysis that also found more native species in protected streams. Overall abundance of fish was higher in non-protected streams but consisted of higher proportions of non-native species. Conditional inference tree analysis of abiotic and biotic factors across sites found that pH and stream velocities predicted for higher native fish species richness. As such, protected streams with their limited accessibility to the public, low pH and faster flow regimes are more likely to maintain native fish assemblages. This reiterates the importance of maintaining protected areas that help conserve freshwater fish communities, especially in Singapore and other parts of Southeast Asia where there is high rate of habitat loss, modification and development.",12,2015,10.1007/s10750-015-2344-8,WOS:000364635100012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,no value of interest
166,out,out,out,WoS,,J,"Przeslawski, Rachel; Alvarez, Belinda; Kool, Johnathan; Bridge, Tom; Caley, M. Julian; Nichol, Scott","Przeslawski, Rachel; Alvarez, Belinda; Kool, Johnathan; Bridge, Tom; Caley, M. Julian; Nichol, Scott",Implications of Sponge Biodiversity Patterns for the Management of a Marine Reserve in Northern Australia,PLOS ONE,,"Marine reserves are becoming progressively more important as anthropogenic impacts continue to increase, but we have little baseline information for most marine environments. In this study, we focus on the Oceanic Shoals Commonwealth Marine Reserve (CMR) in northern Australia, particularly the carbonate banks and terraces of the Sahul Shelf and Van Diemen Rise which have been designated a Key Ecological Feature (KEF). We use a species-level inventory compiled from three marine surveys to the CMR to address several questions relevant to marine management: 1) Are carbonate banks and other raised geomorphic features associated with biodiversity hotspots? 2) Can environmental (depth, substrate hardness, slope) or biogeographic (east vs west) variables help explain local and regional differences in community structure? 3) Do sponge communities differ among individual raised geomorphic features? Approximately 750 sponge specimens were collected in the Oceanic Shoals CMR and assigned to 348 species, of which only 18% included taxonomically described species. Between eastern and western areas of the CMR, there was no difference between sponge species richness or assemblages on raised geomorphic features. Among individual raised geomorphic features, sponge assemblages were significantly different, but species richness was not. Species richness showed no linear relationships with measured environmental factors, but sponge assemblages were weakly associated with several environmental variables including mean depth and mean backscatter (east and west) and mean slope (east only). These patterns of sponge diversity are applied to support the future management and monitoring of this region, particularly noting the importance of spatial scale in biodiversity assessments and associated management strategies.",19,2015,10.1371/journal.pone.0141813,WOS:000365865300011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,no control outside or before the MPA
167,out,out,out,WoS,,J,"Newman, Steven P.; Meesters, Erik H.; Dryden, Charlie S.; Williams, Stacey M.; Sanchez, Cristina; Mumby, Peter J.; Polunin, Nicholas V. C.","Newman, Steven P.; Meesters, Erik H.; Dryden, Charlie S.; Williams, Stacey M.; Sanchez, Cristina; Mumby, Peter J.; Polunin, Nicholas V. C.",Reef flattening effects on total richness and species responses in the Caribbean,JOURNAL OF ANIMAL ECOLOGY,,"There has been ongoing flattening of Caribbean coral reefs with the loss of habitat having severe implications for these systems. Complexity and its structural components are important to fish species richness and community composition, but little is known about its role for other taxa or species-specific responses. This study reveals the importance of reef habitat complexity and structural components to different taxa of macrofauna, total species richness, and individual coral and fish species in the Caribbean. Species presence and richness of different taxa were visually quantified in one hundred 25-m(2) plots in three marine reserves in the Caribbean. Sampling was evenly distributed across five levels of visually estimated reef complexity, with five structural components also recorded: the number of corals, number of large corals, slope angle, maximum sponge and maximum octocoral height. Taking advantage of natural heterogeneity in structural complexity within a particular coral reef habitat (Orbicella reefs) and discrete environmental envelope, thus minimizing other sources of variability, the relative importance of reef complexity and structural components was quantified for different taxa and individual fish and coral species on Caribbean coral reefs using boosted regression trees (BRTs). Boosted regression tree models performed very well when explaining variability in total (823%), coral (806%) and fish species richness (773%), for which the greatest declines in richness occurred below intermediate reef complexity levels. Complexity accounted for very little of the variability in octocorals, sponges, arthropods, annelids or anemones. BRTs revealed species-specific variability and importance for reef complexity and structural components. Coral and fish species occupancy generally declined at low complexity levels, with the exception of two coral species (Pseudodiploria strigosa and Porites divaricata) and four fish species (Halichoeres bivittatus, H.maculipinna, Malacoctenus triangulatus and Stegastes partitus) more common at lower reef complexity levels. A significant interaction between country and reef complexity revealed a non-additive decline in species richness in areas of low complexity and the reserve in Puerto Rico. Flattening of Caribbean coral reefs will result in substantial species losses, with few winners. Individual structural components have considerable value to different species, and their loss may have profound impacts on population responses of coral and fish due to identity effects of key species, which underpin population richness and resilience and may affect essential ecosystem processes and services.",49,2015,10.1111/1365-2656.12429,WOS:000362741000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,no control outside or before the MPA
168,out,out,out,WoS,,J,"Loury, Erin K.; Bros, Shannon M.; Starr, Richard M.; Ebert, David A.; Cailliet, Gregor M.","Loury, Erin K.; Bros, Shannon M.; Starr, Richard M.; Ebert, David A.; Cailliet, Gregor M.",Trophic ecology of the gopher rockfish Sebastes carnatus inside and outside of central California marine protected areas,MARINE ECOLOGY PROGRESS SERIES,,"Marine protected areas (MPAs) can potentially alter food web dynamics by increasing the density of fishes within their borders. Such increases in the density of potential competitors can cause generalist predators to contract the scope of their diets. This study investigated the effects of increased conspecific fish density on the diets of gopher rockfish Sebastes carnatus at a 35 yr old MPA in Point Lobos, California, and at 4 newly established MPAs in Ano Nuevo, Point Lobos, Piedras Blancas, and Point Buch on in central California. Analyses were conducted for 707 stomachs collected from 2007 to 2009. Diets did not differ inside versus outside the old Point Lobos MPA in terms of prey richness, evenness, composition, or gopher rockfish trophic level. However, fish outside the MPA had greater levels of individual specialization. No consistent differences in these metrics were observed inside versus outside the 4 new MPAs, although prey composition and evenness did differ significantly among geographic locations. Diets at Ano Nuevo, the most northern and shallow location, consisted predominantly of Cancer spp. and porcelain crabs (Porcellanidae), while diets from southern, deeper locations were dominated by brittle stars (Ophiuroidea). The case study of the old Point Lobos MPA indicates that fish feeding ecology may not change in an MPA after several decades. Differences in prey observed among geographic locations suggest variation in the community composition among central California's new MPAs, which may influence the effect of each MPA on food web dynamics over time.",4,2015,10.3354/meps11420,WOS:000363732500018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,no mention of species richness or other usable biodiversity indicator
169,in,out,out,WoS,yes,J,"Russ, Garry R.; Bergseth, Brock J.; Rizzari, Justin R.; Alcala, Angel C.","Russ, Garry R.; Bergseth, Brock J.; Rizzari, Justin R.; Alcala, Angel C.",Decadal-scale effects of benthic habitat and marine reserve protection on Philippine goatfish (F: Mullidae),CORAL REEFS,,"Reef fish populations can be affected by both fishing and changes in benthic habitat. Yet, partitioning these effects is often difficult, usually requiring an appropriate sampling design and long-term monitoring. Here we quantify, over a 30-yr period, the effects of benthic habitat change and no-take marine reserve (NTMR) protection on the density and species richness of a lightly harvested benthic-feeding reef fish family, the Mullidae (goatfish), at four Philippine islands. Boosted regression trees demonstrated that goatfish density and species richness had strong negative associations with hard coral cover and strong positive associations with cover of dead substratum. No-take marine reserve protection had no effect on the density or species richness of goatfish over 19 and 30 yr at Sumilon and Apo islands, respectively. However, environmental disturbances (e.g., typhoons, coral bleaching) that reduced hard coral cover subsequently led to increases in goatfish numbers for periods ranging from 2 to 8 yr. After initial increases due to benthic disturbance, goatfish populations decreased during coral recovery, occurring on timescales of 10-20 yr. This long-term, natural experiment demonstrated that changes to benthic habitat (bottom-up control) had a far greater effect on Philippine goatfish populations than protection from fishing (a top-down effect) in NTMRs. Given the strong positive response of goatfish populations to loss of live hard coral cover, this group of fishes may be a valuable indicator species for habitat degradation on coral reefs.",12,2015,10.1007/s00338-015-1296-9,WOS:000359161500008,field,BACI,2013,MPA,Apo Island,28,old,1985,FPA,fully,0.23,0.23,small,yes,Philippines,tropical,Asia,South China Sea,coral reef,,ecological,fish,Mullidae,,,,,,biodiversity,,species richness,Figure 4,positive,yes,number,SE,2.170854271,24,0.301507538,1.477079242,1.989949749,24,0.442211055,2.166382888,2.67,24.00,0.21,1.033955469,1.487437186,24,0.331658291,1.624787166,0.499272658,0.124622473,,,We can't use this article in the MA beceause the biodiversity is assessed for only one family (Mullidae). We can't compare the results with others studies. BeforeMPA values were sampled in 1983
