ID,OUTabstract,OUTtext,outMA,source,PDF,Publication type,Authors,Authors Full Name,Title,Source Title,Conference Title,Abstract,"Times Cited, All Databases",PublicationYear,DOI,UT (Unique WOS ID),studytype,design,datayear,protection type,MPAname,MPAage,Age,MPAcreation,MPAprotection,FPAsize,MPAsize,Size,enforcement,country,climate,continent,ocean,ecosystem,taxon,species,target,predator,fishery,governance,stakeholder,mechanism,outcome,indicator,subindicator,data origin,direction,quantitative,unit,errortype,MPAAvalue,MPAA_samplesize,MPAAerror,MPAA_sd,controlA_value,controlA_samplesize,controlA_error,controlA_SD,errortype,MPAB_value,MPAB_samplesize,MPAB_error,MPAB_sd,controlB_value,controlB_samplesize,controlB_error,controlB_sd,ei,vei,comment
192,in,out,.,WoS,yes,J,"Diaz, David; Mallol, Sandra; Parma, Ana M.; Goni, Raquel","Diaz, David; Mallol, Sandra; Parma, Ana M.; Goni, Raquel",A 25-year marine reserve as proxy for the unfished condition of an exploited species,.,.,"In the absence of a historical baseline, long-term no-take marine reserves can provide a reference to the unfished condition in exploited species of limited mobility. This study documents the recovery of the lobster Palinurus elephas within a large Mediterranean no-take marine reserve (MR) and uses it as a baseline to assess stock status in exploited grounds in the region. Lobster indices of density and biomass within the MR continued to increase after 25 years of protection, a period close to the species' lifespan. Catch per unit effort (CPUE) in weight more than doubled from years 10th to 25th without fishing in the reserve while the increase of CPUE in numbers was only 20%. This faster increase in biomass reflected individual growth and spillover of predominantly smaller lobsters to adjacent grounds. A highly depleted status of exploited populations was inferred from the demographic structure and CPUEs, with fishery:MR ratios and reproductive potential indices below 0.05. In the MR the size-class of maximum egg production increased over time, in contrast to stable sizes classes in fished areas. The contribution of small lobster (<90 mm CL) to overall egg production was only 1.5% in the MR and 30% in the fished areas. Mortality estimated from recent size compositions was three to four times higher in fished areas than inside the MR, resulting in a reduction in predicted spawning potential per recruit close to 20% of the unfished level. This experiment emphasizes the value of long-term no-take areas as reference laboratories for investigating fishing effects. (C) 2016 Elsevier Ltd. All rights reserved.",11,2016,10.1016/j.biocon.2016.09.002,WOS:000388156100011,field,CI,2000-2014,MPA,Columbretes Islands,24,,1990,FPA,55,55,,yes,Spain,temperate,Europe,Mediterranean sea,coralligenous,invertebrate, Palinurus elephas,fished,NA,.,.,.,connectivity,.,.,mean size mature females,table 1,positive,yes,mm,,.,,.,.,.,.,,,.,,.,,.,.,.,.,,,,unrelevant indicator
193,out,out,out,WoS,.,J,"Crochelet, Estelle; Roberts, Jason; Lagabrielle, Erwann; Obura, David; Petit, Michel; Chabanet, Pascale","Crochelet, Estelle; Roberts, Jason; Lagabrielle, Erwann; Obura, David; Petit, Michel; Chabanet, Pascale",A model-based assessment of reef larvae dispersal in the Western Indian Ocean reveals regional connectivity patterns - Potential implications for conservation policies,.,.,"Marine resources are under increasing pressure from a wide variety of threats such as overfishing, offshore energy development, and climate change. As marine ecosystems degrade, so do the well-being and livelihoods of humans that depend directly on the ecosystem goods and services they provide. Marine protected areas have been proposed to protect biodiversity, restore damaged ecosystems, sustain fisheries, and rebuild overexploited stocks. The effectiveness of marine protected areas depends in part on their effectiveness as connected networks, linked over large areas by ecological processes such as larval dispersal. Here, we applied a biophysical model driven by ocean currents derived from satellite altimetry to evaluate connectivity between Western Indian Ocean reefs. We applied graph-theoretic analysis, including clustering and a betweenness centrality metric. Our results show high interconnectivity within several regions (Mozambique Channel, Mascarene archipelago) and lower connectivity across the WIO region. We compared the results with the current MPA network, and proposed sites/reefs that should be considered priority sites for MPA implementation: Pebane, Cosmoledo, Majunga, Masoarivo, Platte Island, Farquhar, Agalega and Geyser bank. Our results are timely, considering the oil and gas exploration that is ongoing in the region. We discuss implications for transboundary marine policies and regional cooperation in the Western Indian Ocean, and advocate the creation of a regional-scale organization to structure interactions among the different actors. (C) 2016 Elsevier B.V. All rights reserved.",22,2016,10.1016/j.rsma.2016.06.007,WOS:000414770500019,.,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,connectivity,.,.,.,.,.,.,.,,.,,.,.,.,.,,,.,,.,,.,.,.,.,,,,assesses the relevance of the current MPA network against the regional connectivity pattern
194,out,out,out,WoS,.,J,"Manriquez, Patricio H.; Carlos Castilla, Juan; Ortiz, Veronica; Elisa Jara, Maria","Manriquez, Patricio H.; Carlos Castilla, Juan; Ortiz, Veronica; Elisa Jara, Maria","Empirical evidence for large-scale human impact on intertidal aggregations, larval supply and recruitment of Pyura praeputialis around the Bay of Antofagasta, Chile",.,.,"In northern Chile, Pyura praeputialis is an invasive species inhabiting rocky intertidal and subtidal habitats restricted exclusively to the Bay of Antofagasta where it forms extensive aggregations. The negative impact of Pyura gathering on mid-intertidal abundances of this species has recently been reported at the south-eastern end of this bay. In the present study we have increased sampling sites to cover the entire bay toward the north-western end and the northern section, where a coastal marine reserve for the scallop fishery partially restricts shellfish gathering. Therefore, the sampling sites were chosen to represent different levels of shellfish gathering access along the northern shore of the bay. Long-term monitoring (1999-2014) of changes in tunicate cover and the abundances of larvae and recruits at seven sites are reported. The opening of a remodelled artificial and recreational beach in 2012, on the central-eastern shore of the bay, has increased accessibility to rocky intertidal platforms that started to be massively visited by Pyura gatherers from the summer of 2013. This allowed for the implementation of an intensive short-term monitoring program of changes in tunicate cover and the abundances of their larvae and recruits. When gathering access was present the reduction in intertidal cover was generalized to the entire bay and followed by reductions in larvae and recruits. However, these reductions were not found in sites with more restricted gathering access. We conclude that continuous extraction by Pyura gatherers followed by reductions of conspecific larvae and recruits are the main drivers behind the reduced abundance of P. praeputialis in the entire bay of Antofagasta. Thus, if gathering is not stopped important ecosystem services provided by this tunicate in the bay may be threatened. Similar consequences may be expected if other massive and irreversible reductions in other species of the Pyura complex, that inhabit other coasts in the southern hemisphere, occur. The controversy concerning the impacts of invasive species and whether they cause negative, positive or neutral impacts to original ecosystems and fisheries is discussed.",8,2016,10.1111/aec.12359,WOS:000383533300011,.,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,connectivity,.,.,.,.,.,.,.,,.,,.,.,.,.,,,.,,.,,.,.,.,.,,,,not relevant
195,in,out,out,WoS,yes,J,"Avendano, Miguel; Cantillanez, Marcela","Avendano, Miguel; Cantillanez, Marcela","Evaluation of the performance of the first marine reserve in Chile, La Rinconada, in the field of conservation on its focal species, the scallop Argopecten purpuratus",.,.,"We evaluated the performance of the first marine reserve in Chile, created in La Rinconada, Antofagasta, based on biotic indicators (abundance; population structure and recruitment success) of its focal species the scallop Argopecten purpuratus. This was attained by analyzing species population information, acquired during 2001, 2002, 2005 and 2009, by direct assessment diving, and on spat settlement into artificial collectors. The results show variation in the density of the specimens, which strongly affects the total abundance of the population, with a significant decrease in their average size in time, which is a decrease of individuals on the minimum legal size (90 mm) from 2.6 x 10(6) individuals in 2001 to 1.5 x 10(5) individual in 2009. This reduction has generated a drastic decline in their spawning stock, which has seriously impacted on the uptake of seed, descending from 15,340 ind. collector(-1) in 2001 to 1,157 ind. collector-1 in 2009. The analysis of these results through 3 indicators, indicates that the measures of conservation have failed to recover its density and size structure, to enhance the availability of seeds and breeding adults, which were the main purposes for the creation of this marine reserve. While the main reason that inspired its creation was the conservation of the resource A. purpuratus, this measure has resulted in increased interest for illegal exploitation. The need for implementing measures that allow effective participation is concluded, with equity regarding resource utilization, considering that after 20 years of fishing ban, regulatory measures imposed by the State, have not had the expected results.",1,2016,10.4067/S0718-19572016000200017,WOS:000382151100017,synthesis,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,connectivity,.,.,.,.,.,.,.,,.,,.,.,.,.,,,.,,.,,.,.,.,.,,,,not available in english
196,out,out,out,WoS,.,J,"Buchholz-Sorensen, Molly; Vella, Adriana","Buchholz-Sorensen, Molly; Vella, Adriana","Population Structure, Genetic Diversity, Effective Population Size, Demographic History and Regional Connectivity Patterns of the Endangered Dusky Grouper, Epinephelus marginatus (Teleostei: Serranidae), within Malta's Fisheries Management Zone",.,.,"The objective of this study is to describe the genetic population structure and demographic history of the endangered marine fish, Epinephelus marginatus, within Malta's Fisheries Management Zone for the purpose of localised conservation planning. Epinephelus marginatus is a long-lived, sedentary, reef-associated protogynous hermaphrodite with high commercial and recreational value that is at risk of extinction throughout its global distribution. Based on global trends, population substructuring and gaps in local knowledge this has led to an increased interest in evaluation of local stock. Assessment of Maltese demography was based on historical and contemporary catch landings data whilst genetic population structure and regional connectivity patterns were evaluated by examining 175 individuals collected within the central Mediterranean region between 2002 and 2009 using 14 nuclear microsatellite loci. Demographic stock assessment of Maltese E. marginatus' revealed a 99% decline in catch landings between 1947 and 2009 within the Fisheries Management Zone. A contemporary modest mean size was observed, 3 +/- 3 kg, where approximately 17% of the population was juvenile, 68% female/sex-changing and 15% were male with a male-to-female sex ratio of 1:5. Genetic analysis describes the overall population of E. marginatus' within the Fisheries Management Zone as decreasing in size (theta(H) = 2.2), which has gone through a significant size reduction in the past (M = 0.41) and consequently shows signs of moderate inbreeding (F-IS = 0.10, p < 0.001) with an estimated effective population size of 130 individuals. Results of spatially explicit Bayesian genetic cluster analysis detected two geographically distinct subpopulations within Malta's Fisheries Management Zone and that they are connected to a larger network of E. marginatus' within the Sicily Channel. Results suggest conservation management should be designed to reflect E. marginatus' within Malta's Fisheries Management Zone as two management units.",14,2016,10.1371/journal.pone.0159864,WOS:000381515900052,.,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,connectivity,.,.,.,.,.,.,.,,.,,.,.,.,.,,,.,,.,,.,.,.,.,,,,assesses genetic structuring but not role of MPA
197,out,out,out,WoS,.,J,"Baco, Amy R.; Etter, Ron J.; Ribeiro, Pedro A.; Von der Heyden, Sophie; Beerli, Peter; Kinlan, Brian P.","Baco, Amy R.; Etter, Ron J.; Ribeiro, Pedro A.; Von der Heyden, Sophie; Beerli, Peter; Kinlan, Brian P.",A synthesis of genetic connectivity in deep-sea fauna and implications for marine reserve design,.,.,"With anthropogenic impacts rapidly advancing into deeper waters, there is growing interest in establishing deep-sea marine protected areas (MPAs) or reserves. Reserve design depends on estimates of connectivity and scales of dispersal for the taxa of interest. Deep-sea taxa are hypothesized to disperse greater distances than shallow-water taxa, which implies that reserves would need to be larger in size and networks could be more widely spaced; however, this paradigm has not been tested. We compiled population genetic studies of deep-sea fauna and estimated dispersal distances for 51 studies using a method based on isolation-by-distance slopes. Estimates of dispersal distance ranged from 0.24 km to 2028 km with a geometric mean of 33.2 km and differed in relation to taxonomic and life-history factors as well as several study parameters. Dispersal distances were generally greater for fishes than invertebrates with the Mollusca being the least dispersive sampled phylum. Species that are pelagic as adults were more dispersive than those with sessile or sedentary lifestyles. Benthic species from soft-substrate habitats were generally less dispersive than species from hard substrate, demersal or pelagic habitats. As expected, species with pelagic and/or feeding (planktotrophic) larvae were more dispersive than other larval types. Many of these comparisons were confounded by taxonomic or other life-history differences (e.g. fishes being more dispersive than invertebrates) making any simple interpretation difficult. Our results provide the first rough estimate of the range of dispersal distances in the deep sea and allow comparisons to shallow-water assemblages. Overall, dispersal distances were greater for deeper taxa, although the differences were not large (0.3-0.6 orders of magnitude between means), and imbalanced sampling of shallow and deep taxa complicates any simple interpretation. Our analyses suggest the scales of dispersal and connectivity for reserve design in the deep sea might be comparable to or slightly larger than those in shallow water. Deep-sea reserve design will need to consider the enormous variety of taxa, life histories, hydrodynamics, spatial configuration of habitats and patterns of species distributions. The many caveats of our analyses provide a strong impetus for substantial future efforts to assess connectivity of deep-sea species from a variety of habitats, taxonomic groups and depth zones.",51,2016,10.1111/mec.13689,WOS:000379614400004,.,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,connectivity,.,.,.,.,.,.,.,,.,,.,.,.,.,,,.,,.,,.,.,.,.,,,,no MPA
198,out,out,out,WoS,.,J,"Di Lorenzo, Manfredi; Claudet, Joachim; Guidetti, Paolo","Di Lorenzo, Manfredi; Claudet, Joachim; Guidetti, Paolo",Spillover from marine protected areas to adjacent fisheries has an ecological and a fishery component,.,.,"Marine Protected Areas (MPAs), if well designed and managed, can produce conservation benefits to fish assemblages within no-take zones and fishery benefits in neighboring areas through 'spillover'. However, although plenty of studies have provided evidence of the benefits produced within MPA boundaries, overall benefits to local fisheries, especially via spillover, seem to be still unclear. Because of the lost fishing grounds following an MPA establishment, local fishermen usually oppose MPAs. There is, therefore, the urgent need for a better understanding of the mechanism(s) through which MPAs can export fishable fish biomass towards adjacent fished areas, a process that could counterbalance the loss of fishing grounds. Here we review the literature on spillover for refining the terminology, detailing the underlying mechanisms and identifying both the existing and needed methodological approaches to measure spillover. Operationally, two types of spillover should be considered: ecological spillover (i.e. the net export of juvenile, subadult and adult biomass from MPAs outwards driven by density-dependent processes) and the fishery spillover (i.e. the proportion of this biomass that can be fished, taking into account regulations and accessibility). Underwater visual census and tagging/tracking may allow getting evidence of ecological spillover, while experimental catch data are essential to assess and monitor fishery spillover, which is the main component of MPAs that can provide direct benefit to local fisheries. (C) 2016 Elsevier GmbH. All rights reserved.",61,2016,10.1016/j.jnc.2016.04.004,WOS:000379730700007,.,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,connectivity,.,.,.,.,.,.,.,,.,,.,.,.,.,,,.,,.,,.,.,.,.,,,,not relevant
199,out,out,out,WoS,.,J,"Hopf, Jess K.; Jones, Geoffrey P.; Williamson, David H.; Connolly, Sean R.","Hopf, Jess K.; Jones, Geoffrey P.; Williamson, David H.; Connolly, Sean R.",Synergistic Effects of Marine Reserves and Harvest Controls on the Abundance and Catch Dynamics of a Coral Reef Fishery,.,.,"Marine no-take reserves, where fishing and other extractive activities are prohibited, have well-established conservation benefits [1], yet their impacts on fisheries remains contentious [2-4]. For fishery species, reserves are often implemented alongside more conventional harvest strategies, including catch and size limits [2, 5]. However, catch and fish abundances observed post-intervention are often attributed to reserves, without explicitly estimating the potential contribution of concurrent management interventions [2, 3, 6-9]. Here we test a metapopulation model against observed fishery [10] and population [11] data for an important coral reef fishery (coral trout; Plectropomus spp.) in Australia's Great Barrier Reef Marine Park (GBRMP) to evaluate how the combined increase in reserve area [12] and reduction in fishing effort [13, 14] in 2004 influenced changes in fish stocks and the commercial fishery. We found that declines in catch, increases in catch rates, and increases in biomass since 2004 were substantially attributable to the integration of direct effort controls with the rezoning, rather than the rezoning alone. The combined management approach was estimated to have been more productive for fish and fisheries than if the rezoning had occurred alone and comparable to what would have been obtained with effort controls alone. Sensitivity analyses indicate that the direct effort controls prevented initial decreases in catch per unit effort that would have otherwise occurred with the rezoning. Our findings demonstrate that by concurrently restructuring the fishery, the conservation benefits of reserves were enhanced and the fishery cost of rezoning the reserve network was socialized, mitigating negative impacts on individual fishers.",16,2016,10.1016/j.cub.2016.04.022,WOS:000378661800017,.,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,connectivity,.,.,.,.,.,.,.,,.,,.,.,.,.,,,.,,.,,.,.,.,.,,,,not relevant
200,in,out,out,WoS,yes,J,"Puckett, B. J.; Eggleston, D. B.","Puckett, B. J.; Eggleston, D. B.","Metapopulation dynamics guide marine reserve design: importance of connectivity, demographics, and stock enhancement",.,.,"The concepts of metapopulation persistence and source-sink dynamics are central and often untested tenets of marine reserve networks. Effective application of these concepts to marine reserves is limited by data on demographic rates within reserves and larval connectivity among reserves. Using a network of reserves established to restore eastern oyster (Crassostrea virginica) in Pamlico Sound, North Carolina, USA as our model system, we integrated empirically based demographic rates and regional hydrodynamic-based connectivity estimates within a metapopulation model to (1) evaluate the potential for the reserve network to function as a self-persistent oyster metapopulation, (2) determine the relative importance of demographics vs. connectivity on reserve source-sink dynamics, (3) assess the efficacy of stock enhancement in promoting metapopulation persistence, and (4) evaluate whether application of a Few Large or Several Small reserves-a modification of the Single Large or Several Small concept-promoted greater metapopulation retention of larvae within the reserve network (i.e., local larval retention within reserves + larval connectivity among reserves). The reserve network failed to function as a self-persistent metapopulation, despite exceptional demographic rates within reserves. When considering only larval supply from reserves, local retention and connectivity were insufficient to provide annual replacement (>=similar to 0.25 recruits per adult). Accordingly, reserves contributed to the metapopulation primarily via production, not dispersal, of larvae and reserve source-sink dynamics were influenced more by demographics within reserves, particularly adult growth and survival, than larval connectivity among reserves. Addressing recruitment limitation via stock enhancement was not effective at augmenting projected metapopulation declines. Several small reserves initially promoted greater metapopulation retention of larvae than a few large reserves, however, as the number or area of reserves increased, metapopulation retention was equivalent among designs, suggesting that Few Large and Several Small reserves may be the best network design. Marine reserves can be an effective restoration tool for improving demographic rates within reserve boundaries, but designation of multiple reserves does not guarantee a functional reserve network metapopulation. Both demographics and larval connectivity are important considerations to successful application of metapopulation concepts to the design of reserve networks.",26,2016,10.1002/ecs2.1322,WOS:000378523100012,model,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,connectivity,.,.,.,.,.,.,.,,.,,.,.,.,.,,,.,,.,,.,.,.,.,,,,no control
201,out,out,out,WoS,.,J,"Calo, Antonio; Munoz, Irene; Perez-Ruzafa, Angel; Vergara-Chen, Carlos; Antonio Garcia-Charton, Jose","Calo, Antonio; Munoz, Irene; Perez-Ruzafa, Angel; Vergara-Chen, Carlos; Antonio Garcia-Charton, Jose","Spatial genetic structure in the saddled sea bream (Oblada melanura [Linnaeus, 1758]) suggests multi-scaled patterns of connectivity between protected and unprotected areas in the Western Mediterranean Sea",.,.,"Marine protected areas (MPAs) and networks of MPAs are advocated worldwide for the achievement of marine conservation objectives. Although the knowledge about population connectivity is considered fundamental for the optimal design of MPAs and networks, the amount of information available for the Mediterranean Sea is currently scarce. We investigated the genetic structure of the saddled sea bream (Oblada melanura) and the level of genetic connectivity between protected and unprotected locations, using a set of 11 microsatellite loci. Spatial patterns of population differentiation were assessed locally (50-100 km) and regionally (500-1000 km), considering three MPAs of the Western Mediterranean Sea. All values of genetic differentiation between locations (Fst and Jost's D) were non-significant after Bon-ferroni correction, indicating that, at a relatively small spatial scale, protected locations were in general well connected with non-protected ones. On the other hand, at the regional scale, discriminant analysis of principal components revealed the presence of a subtle pattern of genetic heterogeneity that reflects the geography and the main oceanographic features (currents and barriers) of the study area. This genetic pattern could be a consequence of different processes acting at different spatial and temporal scales among which the presence of admixed populations, large population sizes and species dispersal capacity, could play a major role. These outcomes can have important implications for the conservation biology and fishery management of the saddled sea bream and provide useful information for genetic population studies of other coastal fishes in the Western Mediterranean Sea. (C) 2015 Elsevier B.V. All rights reserved.",8,2016,10.1016/j.fishres.2015.12.001,WOS:000370307000004,.,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,connectivity,.,.,.,.,.,.,.,,.,,.,.,.,.,,,.,,.,,.,.,.,.,,,,no control
202,out,out,out,WoS,.,J,"Hopf, Jess K.; Jones, Geoffrey P.; Williamson, David H.; Connolly, Sean R.","Hopf, Jess K.; Jones, Geoffrey P.; Williamson, David H.; Connolly, Sean R.",Fishery consequences of marine reserves: short-term pain for longer-term gain,.,.,"Marine reserves are often established in areas that support fisheries. Larval export from reserves is argued to help compensate for the loss of fishable habitat; however, previous modeling studies have focused on long-term equilibrium outcomes. We examined the transient consequences of reserve establishment for fished metapopulations, considering both a well-mixed larval pool and a spatially explicit model based on a coral trout (Plectropomus spp.) metapopulation. When fishing pressure was reallocated relative to the area protected, yields decreased initially, then recovered, and ultimately exceeded pre-reserve levels. However, recovery time was on the order of several years to decades. If fishing pressure intensified to maintain pre-reserve yields, reserves were sometimes unable to support the increased mortality and the metapopulation collapsed. This was more likely when reserves were small, or located peripherally within the metapopulation. Overall, reserves can achieve positive conservation and fishery benefits, but fisheries management complementary to reserve implementation is essential.",24,2016,10.1890/15-0348,WOS:000374840500014,.,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,connectivity,.,.,.,.,.,.,.,,.,,.,.,.,.,,,.,,.,,.,.,.,.,,,,not relevant
203,out,out,out,WoS,.,J,"Tugores, M. Pilar; Iglesias, Magdalena; Onate, Dolores; Miguel, Joan","Tugores, M. Pilar; Iglesias, Magdalena; Onate, Dolores; Miguel, Joan","Spatial distribution, sampling precision and survey design optimisation with non-normal variables: The case of anchovy (Engraulis encrasicolus) recruitment in Spanish Mediterranean waters",.,.,"In the Mediterranean Sea, the European anchovy (Engraulis encrasicolus) displays a key role in ecological and economical terms. Ensuring stock sustainability requires the provision of crucial information, such as species spatial distribution or unbiased abundance and precision estimates, so that management strategies can be defined (e.g. fishing quotas, temporal closure areas or marine protected areas MPA). Furthermore, the estimation of the precision of global abundance at different sampling intensities can be used for survey design optimisation. Geostatistics provide a priori unbiased estimations of the spatial structure, global abundance and precision for autocorrelated data. However, their application to non-Gaussian data introduces difficulties in the analysis in conjunction with low robustness or unbiasedness. The present study applied intrinsic geostatistics in two dimensions in order to (i) analyse the spatial distribution of anchovy in Spanish Western Mediterranean waters during the species recruitment season, (ii) produce distribution maps, (iii) estimate global abundance and its precision, (iv) analyse the effect of changing the sampling intensity on the precision of global abundance estimates and, (v) evaluate the effects of several methodological options on the robustness of all the analysed parameters. The results suggested that while the spatial structure was usually non-robust to the tested methodological options when working with the original dataset, it became more robust for the transformed datasets (especially for the log-backtransformed dataset). The global abundance was always highly robust and the global precision was highly or moderately robust to most of the methodological options, except for data transformation. (C) 2016 Elsevier Ltd. All rights reserved.",3,2016,10.1016/j.pocean.2015.12.011,WOS:000378101200012,.,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,connectivity,.,.,.,.,.,.,.,,.,,.,.,.,.,,,.,,.,,.,.,.,.,,,,not relevant
204,out,out,out,WoS,.,J,"Twist, Brenton A.; Rayment, William J.; Hepburn, Christopher D.","Twist, Brenton A.; Rayment, William J.; Hepburn, Christopher D.",Movement patterns of adult scallops (Pecten novaezealandiae) within a customary fisheries reserve: Implications for fine scale spatial management,.,.,"The endemic scallop (Pecten novaezealandiae) is patchily distributed around New Zealand's coastline and supports customary, recreational and commercial harvest. Little information exists on post-settlement movement patterns of this species, which if significant, could impact their distribution, thus influencing the effectiveness of spatial refuges to fishing such as rahui (fisheries closure). The movements of P. novaezealandiae were examined within adult scallop habitat in a customary fisheries reserve, Te Whaka Te Wera (Paterson Inlet) Mataitai, Raldura (Stewart Island), New Zealand, by tracking the dispersal of tagged scallops from a central release point over two months. The average distance moved, calculated from recovered scallops, was 1.82 m per month, and these movement rates did not differ between the five sites or the two size classes examined. No significant directional movement was observed. The distribution of adult scallops is unlikely to be significantly affected by the scale of random movement observed. Once P. novaezealandiae are settled in appropriate habitat they are likely to only move in response to potential predators. Any spatial refuge created through management intervention, is likely to have positive effects through enhanced larval recruitment due to protection of breeding aggregations, not through movement of adults. The proposed reopening of the scallop fishery to hand collection with a prohibition on underwater breathing apparatus would maintain a deep water refuge for adult scallops, with potential benefits for adjacent fished shallow habitats through larval export. (C) 2015 Elsevier B.V. All rights reserved.",3,2016,10.1016/j.fishres.2015.09.020,WOS:000367700000018,.,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,connectivity,.,.,.,.,.,.,.,,.,,.,.,.,.,,,.,,.,,.,.,.,.,,,,not relevant
205,out,out,out,WoS,.,J,"Eastwood, Erin K.; Lopez, Elora H.; Drew, Joshua A.","Eastwood, Erin K.; Lopez, Elora H.; Drew, Joshua A.",Population Connectivity Measures of Fishery-Targeted Coral Reef Species to Inform Marine Reserve Network Design in Fiji,.,.,"Coral reef fish serve as food sources to coastal communities worldwide, yet are vulnerable to mounting anthropogenic pressures like overfishing and climate change. Marine reserve networks have become important tools for mitigating these pressures, and one of the most critical factors in determining their spatial design is the degree of connectivity among different populations of species prioritized for protection. To help inform the spatial design of an expanded reserve network in Fiji, we used rapidly evolving mitochondrial genes to investigate connectivity patterns of three coral reef species targeted by fisheries in Fiji: Epinephelus merra (Serranidae), Halichoeres trimaculatus (Labridae), and Holothuria atra (Holothuriidae). The two fish species, E. merra and Ha. trimaculatus, exhibited low genetic structuring and high amounts of gene flow, whereas the sea cucumber Ho. atra displayed high genetic partitioning and predominantly westward gene flow. The idiosyncratic patterns observed among these species indicate that patterns of connectivity in Fiji are likely determined by a combination of oceanographic and ecological characteristics. Our data indicate that in the cases of species with high connectivity, other factors such as representation or political availability may dictate where reserves are placed. In low connectivity species, ensuring upstream and downstream connections is critical.",5,2016,10.1038/srep19318,WOS:000368815000001,.,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,connectivity,.,.,.,.,.,.,.,,.,,.,.,.,.,,,.,,.,,.,.,.,.,,,,no MPA
206,in,out,out,WoS,yes,J,"Bonin, Mary C.; Harrison, Hugo B.; Williamson, David H.; Frisch, Ashley J.; Saenz-Agudelo, Pablo; Berumen, Michael L.; Jones, Geoffrey P.","Bonin, Mary C.; Harrison, Hugo B.; Williamson, David H.; Frisch, Ashley J.; Saenz-Agudelo, Pablo; Berumen, Michael L.; Jones, Geoffrey P.",The role of marine reserves in the replenishment of a locally impacted population of anemonefish on the Great Barrier Reef,.,.,"The development of parentage analysis to track the dispersal of juvenile offspring has given us unprecedented insight into the population dynamics of coral reef fishes. These tools now have the potential to inform fisheries management and species conservation, particularly for small fragmented populations under threat from exploitation and disturbance. In this study, we resolve patterns of larval dispersal for a population of the anemonefish Amphiprion melanopus in the Keppel Islands (southern Great Barrier Reef). Habitat loss and fishing appear to have impacted this population and a network of no-take marine reserves currently protects 75% of the potential breeders. Using parentage analysis, we estimate that 21% of recruitment in the island group was generated locally and that breeding adults living in reserves were responsible for 79% (31 of 39) of these of locally produced juveniles. Overall, the network of reserves was fully connected via larval dispersal; however, one reserve was identified as a critical source of larvae for the island group. The population in the Keppel Islands also appears to be well-connected to other source populations at least 60km away, given that 79% (145 of 184) of the juveniles sampled remained unassigned in the parentage analysis. We estimated the effective size of the A.melanopus metapopulation to be 745 (582-993 95% CI) and recommend continued monitoring of its genetic status. Maintaining connectivity with populations beyond the Keppel Islands and recovery of local recruitment habitat, potentially through active restoration of host anemone populations, will be important for its long-term persistence.",10,2016,10.1111/mec.13484,WOS:000369530000004,field,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,connectivity,.,.,.,.,.,.,.,,.,,.,.,.,.,,,.,,.,,.,.,.,.,,,,no control
