ID,PDF,OUTabstract,OUTtext,outMA,Authors,Author.Full.Names,Title,Abstract,citation,year,source,datayear,studytype,design,COMP,protection,Creation,Age,Size,degradation,country,continent,climate,ocean,ecosystem,species,mechanism,outcome,indicator,strength,direction,quantitative,data origin,unit,error type,BeforeMPAvalue,BeforeMPA_samplesize,BeforeMPAerrorRaw,BeforeMPA_SD,BeforeControlvalue,BeforeControl_samplesize,BeforeControlerrorRaw,BeforeControlSD, AfterMPAvalue,AfterMPA_samplesize,AfterMPAerrorRaw,AfterMPA_SD, AfterControlvalue,AfterControl_samplesize,AfterControlerrorRaw,AfterControl_SD,ei,vei,comment
57,,out,out,out,"Yanagisawa, H; Koshimura, S; Miyagi, T; Imamura, F","Yanagisawa, H.; Koshimura, S.; Miyagi, T.; Imamura, F.","Tsunami damage reduction performance of a mangrove forest in Banda Aceh, Indonesia inferred from field data and a numerical model","Since the 26 December 2004 Indian Ocean tsunami, the role of mangrove forests as natural defenses protecting coastal communities from tsunami disaster has been highlighted. However, some mangrove forests were destroyed by that tsunami. They are expected to have lost their protective functions. In this study, we develop a fragility function to assess the mangrove trees' vulnerability, expressed as the damage probability of mangrove trees, based on field surveys and numerical modeling of the 2004 Indian Ocean tsunami in Banda Aceh, Indonesia. Based on the fragility function, we reconstruct a numerical model of tsunami inundation including the performance of mangrove forests in terms of reducing tsunami damage. The model reveals that a 10 year old mangrove forest in a 500 m wide area can reduce a tsunami's hydrodynamic force by approximately 70% for an incident wave of 3.0 m inundation depth and a wave period of 40 min at the shoreline. The model also shows, for a tsunami inundation depth of greater than 4 m, that a 10 year old mangrove forest would be mostly destroyed and that it would lose its force reduction capacity. Moreover, approximately 80% of a 30 year old mangrove forest would survive a 5 m tsunami and absorb 50% of the tsunami's hydrodynamic force.",37,2009,WoS,,model,,absolute,,,,,,,,,,mangrove,,coastal protection,wave,wave attenuation,tsunami,positive,,,,,,,,,,,,,,,,,,,,,,,
58,,in,out,out,"Krauss, KW; Osland, MJ","Krauss, Ken W.; Osland, Michael J.",Tropical cyclones and the organization of mangrove forests: a review,"Background Many mangrove ecosystems are periodically exposed to high velocity winds and surge from tropical cyclones, and often recover with time and continue to provide numerous societal benefits in the wake of storm events. Scope This review focuses on the drivers and disturbance mechanisms (visible and functional) that tropical cyclones of various intensities have on mangrove ecosystem properties around the world, as well as the potential ecosystem services role offered by mangroves along storm-ravaged coastlines. When viewed together, studies describe repeatable types of impact and a variety of responses of mangroves that make them ecologically resilient to high velocity winds, and which have served to advance the notion that mangroves are disturbance-adapted ecosystems. Conclusions Studies have documented massive tree mortality and forest structural shifts as well as high variability of spatial effects associated with proximity and direction of the tropical cyclone trajectory that influence biogeochemical processes, recovery of individual trees, and forest regeneration and succession. Mangroves provide coastal protection through surge and wind suppression during tropical cyclones, and yet are able to overcome wind effects and often recover unless some alternative environmental stress is at play (e.g. hydrological alteration or sedimentation). Structural elements of mangroves are influenced by the legacies imposed by past tropical cyclone injury, which affect their current appearance, and presumably their function, at any point in time. However, much is yet to be discovered about the importance of the effects of tropical cyclones on these fascinating botanical ecosystems, including the role of storm-based sediment subsidies, and much more effort will be needed to predict future recovery patterns as the frequency and intensity of tropical cyclones potentially change. Key words: Mangrove wetlands, hurricane, regeneration, storm visible effects, surge, tropical",14,2020,WoS,,review,,absolute,,,,,,,,,,mangrove,,coastal protection,wave,wave attenuation,storm,positive,,,,,,,,,,,,,,,,,,,,,,,
59,,in,out,out,"James, RK; Lynch, A; Herman, PMJ; van Katwijk, MM; van Tussenbroek, BI; Dijkstra, HA; van Westen, RM; van der Boog, CG; Klees, R; Pietrzak, JD; Slobbe, C; Bouma, TJ","James, R. K.; Lynch, A.; Herman, P. M. J.; van Katwijk, M. M.; van Tussenbroek, B. I.; Dijkstra, H. A.; van Westen, R. M.; van der Boog, C. G.; Klees, R.; Pietrzak, J. D.; Slobbe, C.; Bouma, T. J.",Tropical Biogeomorphic Seagrass Landscapes for Coastal Protection: Persistence and Wave Attenuation During Major Storms Events,"The intensity of major storm events generated within the Atlantic Basin is projected to rise with the warming of the oceans, which is likely to exacerbate coastal erosion. Nature-based flood defence has been proposed as a sustainable and effective solution to protect coastlines. However, the ability of natural ecosystems to withstand major storms like tropical hurricanes has yet to be thoroughly tested. Seagrass meadows both stabilise sediment and attenuate waves, providing effective coastal protection services for sandy beaches. To examine the tolerance of Caribbean seagrass meadows to extreme storm events, and to investigate the extent of protection they deliver to beaches, we employed a combination of field surveys, biomechanical measurements and wave modelling simulations. Field surveys of seagrass meadows before and after a direct hit by the category 5 Hurricane Irma documented that established seagrass meadows ofThalassia testudinumremained unaltered after the extreme storm event. The flexible leaves and thalli of seagrass and calcifying macroalgae inhabiting the meadows were shown to sustain the wave forces that they are likely to experience during hurricanes. In addition, the seagrass canopy and the complex biogeomorphic landscape built by the seagrass meadows combine to significantly dissipate extreme wave forces, ensuring that erosion is minimised within sandy beach foreshores. The persistence of the Caribbean seagrass meadows and their coastal protection services during extreme storm events ensures that a stable coastal ecosystem and beach foreshore is maintained in tropical regions.",2,2021,WoS,,field,,absolute,,,,,,,,,,seagrass,,coastal protection,wave,wave attenuation,storm,,,,,,,,,,,,,,,,,,,,,,,,
60,,in,out,out,Gratiot,,"Trade-wind waves and mud dynamics on the French Guiana coast, South America: input from ERA-40 wave data and field investigations.",,,2011,other,,field,,absolute,,,,,,,,,,mangrove,,coastal protection,erosion,sea level rise,,positive,yes,,,,,,,,,,,,,,,,,,,,,,
61,,in,out,out,"Lugo-Fernandez, A; Roberts, HH; Wiseman, WJ",NA,Tide effects on wave attenuation and wave set-up on a Caribbean coral reef,"The effects of tides on wave attenuation and wave set-up were investigated at Great Pond Bay, a Caribbean reef located in St Croix, U.S. Virgin Islands. Measurements of wave pressure fluctuations were made at three stations across the reef profile. Total wave set-up was measured between the forereef and the reef crest or backreef lagoon. Wave spectra indicate significant filtering of energy at the peak frequencies as waves traveled across the reef. The energy dissipation calculations imply an average energy reduction of 62% between the forereef and reef crest. Mean energy reduction between the forereef and lagoon was 90%. Energy dissipation between the forereef and reef crest increased 15% between high and low tide and 6% between forereef and lagoon. Tidal reduction of water depth at the reef crest intensified wave breaking and this condition increased energy dissipation. Measurements of wave set-up ranged from 0.8 to 1.5 cm. Calculations of wave set-up using Tait's 1972 model showed good agreement with observations. (C) 1998 Academic Press.",Oct-98,1998,WoS,,field,,absolute,,,,,,,,,,coral reef,,coastal protection,wave,wave attenuation,wind,positive,,,,,,,,,,,,,,,,,,,,,,,
62,,in,out,out,Lowe,,Tide effects on wave attenuation and wave set-up on a Caribbean coral reef,,,2005,other,,field,,absolute,,,,,,,,,,coral reef,,coastal protection,wave,wave attenuation,,,,,,,,,,,,,,,,,,,,,,,,,
63,,in,out,out,"Horstman, EM; Dohmen-Janssen, CM; Bouma, TJ; Hulscher, SJMH","Horstman, E. M.; Dohmen-Janssen, C. M.; Bouma, T. J.; Hulscher, S. J. M. H.",Tidal-scale flow routing and sedimentation in mangrove forests: Combining field data and numerical modelling,"Tidal-scale biophysical interactions establish particular flow routing and sedimentation patterns in coastal mangroves. Sluggish water flows through the mangrove vegetation and enhanced sediment deposition are essential to maintain these valuable ecosystems, thereby enabling their contribution to coastal protection and stabilization. Spatially explicit field observations of tidal-scale flow routing and sediment deposition were obtained in an elevated mangrove stand dissected by tidal creeks, located in the Trang river estuary at the Thai Andaman coast. An accurate and efficient depth-averaged process-based numerical model of this field site was developed in Delft3D to study the contributions of various biogeophysical mangrove settings to the observed tidal dynamics and to study the impacts of changes of these environmental conditions. The creeks are found to form the major pathway for the tidal inflow during the lower tides, while the sheltered interior of the forest is an effective sediment sink during the higher tides. A numerical sensitivity analysis of the initial response or adaptive capacity of the studied mangrove system to instantaneous environmental changes reveals the stable state of the study site: deposition rates are largely imposed by the topography and relative elevation, while they are rather independent of the vegetation density. Deeper inundations of the mangroves favor sheet flows through the forest and spatially averaged deposition rates decrease, particularly when this coincides with decreasing vegetation densities. Moreover, the sediment trapping efficiency is found to reduce significantly with diminishing sediment inputs and with mangrove area losses. These results clearly indicate the sensitivity of mangroves' ecosystem engineering ability-in terms of sedimentation-to climate change and anthropogenic threats. (C) 2014 Elsevier B.V. All rights reserved.",39,2015,WoS,,field,,absolute,,,,,,,,,,mangrove,,coastal protection,wave,wave attenuation,,,,,,,,,,,,,,,,,,,,,,,,,
64,,out,out,out,"Horstman, EM; Dohmen-Janssen, CM; Bouma, TJ; Hulscher, SJMH","Horstman, E. M.; Dohmen-Janssen, C. M.; Bouma, T. J.; Hulscher, S. J. M. H.",Tidal-scale flow routing and sedimentation in mangrove forests: Combining field data and numerical modelling,"Tidal-scale biophysical interactions establish particular flow routing and sedimentation patterns in coastal mangroves. Sluggish water flows through the mangrove vegetation and enhanced sediment deposition are essential to maintain these valuable ecosystems, thereby enabling their contribution to coastal protection and stabilization. Spatially explicit field observations of tidal-scale flow routing and sediment deposition were obtained in an elevated mangrove stand dissected by tidal creeks, located in the Trang river estuary at the Thai Andaman coast. An accurate and efficient depth-averaged process-based numerical model of this field site was developed in Delft3D to study the contributions of various biogeophysical mangrove settings to the observed tidal dynamics and to study the impacts of changes of these environmental conditions. The creeks are found to form the major pathway for the tidal inflow during the lower tides, while the sheltered interior of the forest is an effective sediment sink during the higher tides. A numerical sensitivity analysis of the initial response or adaptive capacity of the studied mangrove system to instantaneous environmental changes reveals the stable state of the study site: deposition rates are largely imposed by the topography and relative elevation, while they are rather independent of the vegetation density. Deeper inundations of the mangroves favor sheet flows through the forest and spatially averaged deposition rates decrease, particularly when this coincides with decreasing vegetation densities. Moreover, the sediment trapping efficiency is found to reduce significantly with diminishing sediment inputs and with mangrove area losses. These results clearly indicate the sensitivity of mangroves' ecosystem engineering ability-in terms of sedimentation-to climate change and anthropogenic threats. (C) 2014 Elsevier B.V. All rights reserved.",39,2015,WoS,,model,,absolute,,,,,,,,,,mangrove,,coastal protection,elevation,sea level rise,,positive,,,,,,,,,,,,,,,,,,,,,,,
65,,in,out,out,"Yang, SL",NA,Tidal wetland sedimentation in the Yangtze Delta,"Based on the measurement on near-bed current, wave, suspended sediment concentration, sedimentary grain size, organic content, sediment trapped by plants and accretion rate, this article deals with hydrographic processes, accretion-erosion events, surficial deposit as well as their spatial and temporal changes. The near-bed current, wave energy and suspended sediment concentration were much lower on the marsh than on its adjacent bare flat with the same elevation. The median grain size in Phi unit (Phi(50)) changed between 2.74 and 8.15. The bare flat sediment was mainly composed of very fine sand while the marsh sediment was dominated by silt. The organic content of the sediment was less than 3.0% and had a good correlation with sedimentary grain size. Although the sediment trapped by S. mariquete and S. triquiter amounted to 64.4mg/stem and 47.6mg/stem, their contribution to the accretion was much less than that by free settling. The annual accretion rate of the tidal marshes in the Yangtze Delta amounted to several decimeters because of the high suspended sediment concentration which was related to the great deal of riverine sediment supply. It is this feature that was responsible for the low organic content and the less contribution of biogenic deposition to accretion.",FAL 1999,1999,WoS,,field,,absolute,,,,,,,,,,marsh,,coastal protection,elevation,sea level rise,,positive,,,,,,,,,,,,,,,,,,,,,,,
66,yes,in,out,out,"Staver, LW; Stevenson, JC; Cornwell, JC; Nidzieko, NJ; Staver, KW; Owens, MS; Logan, L; Kim, C; Malkin, SY","Staver, L. W.; Stevenson, J. C.; Cornwell, J. C.; Nidzieko, N. J.; Staver, K. W.; Owens, M. S.; Logan, L.; Kim, C.; Malkin, S. Y.","Tidal Marsh Restoration at Poplar Island: II. Elevation Trends, Vegetation Development, and Carbon Dynamics","In natural tidal marshes, nutrient fertilization stimulates complex responses, bringing into question the suitability of nutrient-rich dredged material as a substrate for tidal marsh restoration. We examined vegetation and elevation trends in the constructed tidal marshes at Poplar Island, Maryland where fine-grained dredged material (high nutrient) and locally dredged sand (low nutrient) were used as substrates. Macrophyte production was higher and root:shoot ratios lower in dredged material marshes. Measured vertical accretion was similar in dredged material (7.4 +/- 0.6 mm y(-1)) and sand (6.4 +/- 0.9 mm y(-1)) marshes, and is keeping pace with local sea-level rise. A detailed carbon budget was developed for one dredged material marsh to examine carbon dynamics under high nutrient availability. High annual macrophyte production combined with small exports via tidal exchange and methane emissions resulted in an annual carbon burial of 206 g C m(-2) y(-1), and calculated vertical accretion of 6.5 mm y(-1) from organic matter. This is attributed to the contribution of organic matter from aboveground biomass due to protection from perimeter dikes constructed to contain dredged material during placement, reducing marsh exposure and organic matter export. With appropriate design and management, fine-grained, high-nutrient dredged material makes a suitable substrate for tidal marsh restoration.",1,2020,WoS,,field,,COMP,,,,,,,,,,marsh,,coastal protection,elevation,sea level rise,,,,,,,,,,,,,,,,,,,,,,,,,no control
67,,out,out,out,"Marsooli, R; Orton, PM; Georgas, N; Blumberg, AF","Marsooli, Reza; Orton, Philip M.; Georgas, Nickitas; Blumberg, Alan F.",Three-dimensional hydrodynamic modeling of coastal flood mitigation by wetlands,"The mitigation of storm tides by coastal wetlands is investigated by enhancing a well-established three-dimensional hydrodynamic model to include vegetation effects on mean flow and turbulence quantities. The influence of vegetation upon the mean flow characteristics is modeled through the stem-induced form drag and inertia force incorporated into the momentum equations. Vegetative source and sink terms are added to the transport equations of the Mellor-Yamada turbulence closure model in order to properly simulate the vertical mixing process that takes place within vegetated water columns. The model adopts two well-established empirical formulas to determine the vegetation drag coefficient. Although these formulas have been established under laboratory conditions that differ from those tested in the present study, quantitative and qualitative comparisons reveal the satisfactory performance of the enhanced model to simulate complex flow-vegetation interactions. Model validation against laboratory experiments show that the vegetation-induced drag force added to the momentum equations is the main contributor to the flow-vegetation interactions. The original model that lumps the resistance due to vegetation with the bottom roughness coefficient produces locally incorrect vertical distributions of mean flow velocity and turbulence quantities. The enhanced model is applied to simulate the impacts of intertidal salt marshes of Jamaica Bay, NY, on the storm tide produced by Hurricane Irene. The model results indicate that the salt marshes played only a minimal role in mitigating the peak water elevations induced by Irene. On the other hand, the presence of the marshes causes higher velocities in non vegetated areas such as deep channels, and lower velocities in vegetated areas, and thus redistributes energy around the bay, with likely feedbacks on water quality, marsh stability, and the response to sea level rise. (C) 2016 Elsevier B.V. All rights reserved.",36,2016,WoS,,model,,absolute,,,,,,,,,,marsh,,coastal protection,wave,wave attenuation,storm,,,,,,,,,,,,,,,,,,,,,,,,
68,,out,out,out,"Chen, Q; Zhao, HH","Chen, Qin; Zhao, Haihong",Theoretical Models for Wave Energy Dissipation Caused by Vegetation,"The paper presents theoretical and numerical analyses of random wave attenuation attributable to vegetation. Existing models based on Rayleigh distribution of wave heights are critically examined followed by the development of two new models for random waves over vegetation. The first model is derived on the basis of Hasselmann and Collins' treatment of energy dissipation of random waves attributable to the bottom friction. The second model is derived on the basis of Longuet-Higgins' probability density function for the joint distribution of wave heights and wave periods, which recovers to the model that uses the Rayleigh distribution of wave heights if the spectrum becomes narrow banded. Such a model allows for quantifying the effects of the spectral width on the model performances. Comparisons of the modeled and measured root-mean-square wave heights over vegetation show good agreement. Moreover, the Joint distribution-based model provides insight into the spectral distribution of the energy dissipation, which is different from other dissipation models that follow exactly the wave energy spectrum. DOI: 10.1061/(ASCE)EM.1943-7889.0000318. (C) 2012 American Society of Civil Engineers.",38,2012,WoS,,model,,absolute,,,,,,,,,,marsh,,coastal protection,wave,wave attenuation,wind,positive,,,,,,,,,,,,,,,,,,,,,,,
69,,in,out,out,"Du, Q; Zhang, C","Du, Qin; Zhang, Chao",The vertical accretion of sediment under the alien mangrove speciesSonneratia apetalaand the indigenous speciesAegiceras corniculatum,"The mangrove reforestation projects in China were launched almost 30 years ago. These reforestation projects raised many new research questions on mangrove plantations. One of the questions was related to the mangrove speciesSonneratia apetalaBuch. Ham andAegiceras corniculatum.S. apetalawas introduced into China from Bengal in the 1980s because of its rapid growth. Since then,S. apetalahas replaced nativeA. corniculatumas the leading choice for reforestation because faster growth was considered to result in a higher accretion. The aim of this work was to test the hypotheses that the surface accretion was significantly higher under alienS. apetalathan under indigenousA. corniculatumplantation and that accretion under older communities were significantly higher than those under younger communities. We established four field sites: a 14-year-oldS. apetalacommunity (14Sa), a 14-year-oldA. corniculatumcommunity (14Ac), an 8-year-oldS. apetalacommunity (8Sa) and an 8-year-oldA. corniculatumcommunity (8Ac). The vertical accretion was monitored under these communities, and the height and basal diameter of individual pneumatophores as well as the canopy and height of each seedling were measured, and the total volume of above ground barriers (V-M) was calculated. The results from a 2-year observation period (January 2015 to December 2016) showed that (1) 14Sa had significantly higher vertical accretion than 14Ac, but a significant difference was not observed between 8Sa and 8Ac; (2) the accretion under 14Sa and 14Ac were significantly higher than those under 8Sa and 8Ac; and (3) the accretion were affected by the total volume of above ground barriers (V-M) under mangroves. TheV(M)had a statistically significant influence on the accretion. These findings did not support the hypothesis that the alienS. apetalahad a significantly higher accretion than the nativeA. corniculatumbut agreed with the hypothesis that the accretion under the older community were significantly higher than those under the younger community.",0,2020,WoS,,field,,absolute,,,,,,,,,,mangrove,,coastal protection,elevation,sea level rise,,positive,,,,,,,,,,,,,,,,,,,,,,,
70,,out,out,out,"Barbier, EB; Georgiou, IY; Enchelmeyer, B; Reed, DJ","Barbier, Edward B.; Georgiou, Ioannis Y.; Enchelmeyer, Brian; Reed, Denise J.",The Value of Wetlands in Protecting Southeast Louisiana from Hurricane Storm Surges,"The Indian Ocean tsunami in 2004 and Hurricanes Katrina and Rita in 2005 have spurred global interest in the role of coastal wetlands and vegetation in reducing storm surge and flood damages. Evidence that coastal wetlands reduce storm surge and attenuate waves is often cited in support of restoring Gulf Coast wetlands to protect coastal communities and property from hurricane damage. Yet interdisciplinary studies combining hydrodynamic and economic analysis to explore this relationship for temperate marshes in the Gulf are lacking. By combining hydrodynamic analysis of simulated hurricane storm surges and economic valuation of expected property damages, we show that the presence of coastal marshes and their vegetation has a demonstrable effect on reducing storm surge levels, thus generating significant values in terms of protecting property in southeast Louisiana. Simulations for four storms along a sea to land transect show that surge levels decline with wetland continuity and vegetation roughness. Regressions confirm that wetland continuity and vegetation along the transect are effective in reducing storm surge levels. A 0.1 increase in wetland continuity per meter reduces property damages for the average affected area analyzed in southeast Louisiana, which includes New Orleans, by $99-$133, and a 0.001 increase in vegetation roughness decreases damages by $24-$43. These reduced damages are equivalent to saving 3 to 5 and 1 to 2 properties per storm for the average area, respectively.",105,2013,WoS,,model,,absolute,,,,,,,,,,marsh,,coastal protection,wave,wave attenuation,storm,positive,,,,,,,,,,,,,,,,,,,,,,,
71,,in,out,out,"Mulder, OJ; Mulder, KP; Kubiszewski, I; Anderson, SJ; Costanza, R; Sutton, P","Mulder, Obadiah J.; Mulder, Kenneth P.; Kubiszewski, Ida; Anderson, Sharolyn J.; Costanza, Robert; Sutton, Paul",The value of coastal wetlands for storm protection in Australia,"Cyclones cause significant damage, particularly to coastal areas. In the 50 years between 1967 and 2016, 54 cyclones struck Australia with total damages of approximately AUD 3 billion. Wetlands diminish cyclone impacts by absorbing storm surges and slowing winds. We examine the effects of wetlands on cyclone damage by creating a Bayesian regression model for storm damage as a function of wind speed, economic development in the storm swath, and the area of wetlands in the coastal plain in the storm swath using data from all 54 storms. Our results show that wind speed has a strong positive effect on cyclone damage and that wetland area has a strong negative effect. We estimate a total of AUD 29.6 billion of damage was averted during the 54 storms because of the presence of wetlands with a median of AUD 236 million per storm. This equates to an average of AUD 4203 per year per hectare of wetland, consistent with previous studies. Our results suggest that preserving wetlands is a cost-effective way to minimize cyclone damage while providing numerous other valuable ecosystem services. We estimate that maintaining at least 1.5% of coastal area as wetlands maximizes the averted damage.",0,2020,WoS,,field,,absolute,,,,,,,,,,blue carbon,,coastal protection,wave,wave attenuation,storm,,,,,,,,,,,,,,,,,,,,,,,,
72,,in,out,out,"Liu, X; Wang, YB; Costanza, R; Kubiszewski, I; Xu, N; Yuan, MH; Geng, RY","Liu, Xin; Wang, Yebao; Costanza, Robert; Kubiszewski, Ida; Xu, Ning; Yuan, Meihua; Geng, Ruiying",The value of China's coastal wetlands and seawalls for storm protection,"China has relied on seawalls for storm protection along its coasts for decades. In contrast, the storm protection functions of coastal wetlands are often ignored by decision makers in China. We examined 127 historical storms with consequent economic loss to China from 1989 to 2016 and estimated the value of coastal wetlands with controlling for seawalls for storm protection. A regression model with the natural log of damage per unit gross domestic product in the storm swath as the dependent variable and explanatory variables including the length of existing seawalls in the storm swath and the natural logs of wind speed, storm duration and wetland area in the storm swath was highly significant and explained 59.2% of the variation in relative damages. Results show that a gain of 1 km(2) of wetlands corresponds to an average CNY 83.90 million (median = CNY 11.87 million) decrease in storm damage from specific storms. Coastal wetlands are gifts of nature and self-maintaining so they have zero construction and maintenance costs. They also provide many other valuable ecosystem services that hard seawalls do not.",4,2019,WoS,,field,,absolute,,,,,,,,,,blue carbon,,coastal protection,wave,wave attenuation,storm,,,,,,,,,,,,,,,,,,,,,,,,
73,,in,out,out,"Zhao, MX; Zhang, HY; Zhong, Y; Jiang, DP; Liu, GH; Yan, HQ; Zhang, HY; Guo, P; Li, CT; Yang, HQ; Chen, TG; Wang, R","Zhao, Meixia; Zhang, Haiyang; Zhong, Yu; Jiang, Dapeng; Liu, Guohui; Yan, Hongqiang; Zhang, Hongyu; Guo, Pu; Li, Cuitian; Yang, Hongqiang; Chen, Tegu; Wang, Rui","The Status of Coral Reefs and Its Importance for Coastal Protection: A Case Study of Northeastern Hainan Island, South China Sea","This study evaluated the status of coral communities at the fringing reefs in the northern South China Sea, and their potential role in maintaining nearby coastline stability of northeastern Hainan Island (Puqian Bay, Hainan Bay). Thirty-nine coral species were recorded with mean coral cover of 5.3%, and are dominated by massive Galaxea, Platygyra and Porites. The coral communities were clustered into two groups (Clu-HNB and Clu-PQB) corresponding to different stable coastal conditions. Coral communities at the Hainan Bay with higher diversity and greater cover corresponded to relatively stable coastline, whereas those at the southern Puqian Bay (with the lowest coral diversity and spatial coverage) corresponded to severe coastline erosion. This work provides some direct evidence that declined coral reefs would weaken their functions to maintain a stable coastline, resulting in severe coastal erosion. It is also useful to help coastal managers and local people pay more attention to the importance of coral reefs in coastal protection and encourage them to change their ways to get sustainable use of coral reef resources. It may be beneficial to inspire or initiate coastal engineering to manage coasts with natural coral reef solution.",2,2019,WoS,,field,,absolute,,,,,,,,,,coral reef,,coastal protection,erosion,sea level rise,,positive,,,,,,,,,,,,,,,,,,,,,,,
74,,in,out,out,"Boutwell, JL; Westra, JV","Boutwell, J. Luke; Westra, John V.",THE ROLE OF WETLANDS FOR MITIGATING ECONOMIC DAMAGE FROM HURRICANES,"Coastal communities along the United States coast often experience significant economic damage resulting from the impacts of tropical storms and hurricanes. Research suggests that certain factors that affect economic damages are increasing the vulnerability of coastal communities. Population growth, which increases vulnerability by placing valuable lives and assets in the path of storms, is expected to increase. Climate change has the potential to cause more frequent and intense storms, and coastal wetland loss is contributing to the vulnerability of coastal populations. Wetlands conservation and restoration is often advocated for as a means of reducing the impacts of coastal storms. The relationship between wetlands and storm surge energy is understood relatively well in physical terms, but very little economic analysis has been conducted to estimate the degree to which wetlands reduce economic impacts. Using factor analysis, the relationships among coastal populations, wetlands, storm intensity, and economic damage are explored. The factor analysis suggests that wetland presence is associated with a reduction in economic damages from coastal storms. Factor score analysis suggests that the proportion of damage explained by wetland presence is smaller for more intense storms. These results are consistent with those found in the physical science literature and have potentially large consequences for how wetlands are used in risk reduction.",3,2016,WoS,,field,,absolute,,,,,,,,,,blue carbon,,coastal protection,wave,wave attenuation,storm,,,,,,,,,,,,,,,,,,,,,,,,
75,,out,out,out,"Franklin, GL; Torres-Freyermuth, A; Medellin, G; Allende-Arandia, ME; Appendini, CM","Franklin, Gemma L.; Torres-Freyermuth, Alec; Medellin, Gabriela; Eugenia Allende-Arandia, Maria; Appendini, Christian M.",The role of the reef-dune system in coastal protection in Puerto Morelos (Mexico),"Reefs and sand dunes are critical morphological features providing natural coastal protection. Reefs dissipate around 90% of the incident wave energy through wave breaking, whereas sand dunes provide the final natural barrier against coastal flooding. The storm impact on coastal areas with these features depends on the relative elevation of the extreme water levels with respect to the sand dune morphology. However, despite the importance of barrier reefs and dunes in coastal protection, poor management practices have degraded these ecosystems, increasing their vulnerability to coastal flooding. The present study aims to theoretically investigate the role of the reef-dune system in coastal protection under current climatic conditions at Puerto Morelos, located in the Mexican Caribbean Sea, using a widely validated nonlinear non-hydrostatic numerical model (SWASH). Wave hindcast information, tidal level, and a measured beach profile of the reef-dune system in Puerto Morelos are employed to estimate extreme runup and the storm impact scale for current and theoretical scenarios. The numerical results show the importance of including the storm surge when predicting extreme water levels and also show that ecosystem degradation has important implications for coastal protection against storms with return periods of less than 10 years. The latter highlights the importance of conservation of the system as a mitigation measure to decrease coastal vulnerability and infrastructure losses in coastal areas in the short to medium term. Furthermore, the results are used to evaluate the applicability of runup parameterisations for beaches to reef environments. Numerical analysis of runup dynamics suggests that runup parameterisations for reef environments can be improved by including the fore reef slope. Therefore, future research to develop runup parameterisations incorporating reef geometry features (e.g. reef crest elevation, reef lagoon width, fore reef slope) is warranted.",7,2018,WoS,,model,,absolute,,,,,,,,,,dune,,coastal protection,wave,wave attenuation,storm,,,,,,,,,,,,,,,,,,,,,,,,
76,,in,out,out,Culberson,,"The role of sedimentation in estuarine marsh development within the San Francisco Estuary, California, USA. ",,,2004,other,,field,,absolute,,,,,,,,,,marsh,,coastal protection,erosion,sea level rise,,,,,,,,,,,,,,,,,,,,,,,,,
77,,in,out,out,Fonseca,,The role of seagrasses in nearshore sedimentary processes: a review,,,1996,other,,review,,absolute,,,,,,,,,,seagrass,,coastal protection,elevation,sea level rise,,positive,,,,,,,,,,,,,,,,,,,,,,,
78,,in,out,out,"Ondiviela, B; Losada, IJ; Lara, JL; Maza, M; Galvan, C; Bouma, TJ; van Belzen, J","Ondiviela, Barbara; Losada, Inigo J.; Lara, Javier L.; Maza, Maria; Galvan, Cristina; Bouma, Tjeerd J.; van Belzen, Jim",The role of seagrasses in coastal protection in a changing climate,"The contribution of seagrasses to coastal protection is examined through the review of the most relevant existing knowledge. Seagrasses are the largest submerged aquatic vegetation ecosystem protected in Europe and it is worth examining their contribution to coastal protection. The review performed highlights incident energy flux, density, standing biomass and plant stiffness as the main physical and biological factors influencing the efficiency of the protection provided by seagrasses. The main conclusion achieved is that seagrass meadows cannot protect shorelines in every location and/or scenario. The optimal conditions for enhancing the protection supplied might be achieved in shallow waters and low wave energy environments, with high interaction surface, at the vertical and horizontal dimension, between water flow and seagrasses. Likewise, the most favorable protection might be provided by large, long living and slow growing seagrass species, with biomass being largely independent of seasonal fluctuations and with the maximum standing biomass reached under the highest hydrodynamic forcings. It is shown that seawater warming, increasing storms and sea level rise, together with the increasing population and anthropogenic threats in the coastal area may lead to rates of change too fast to allow seagrasses to adapt and keep their coastal defense service. Finally, to amend the decline of seagrasses and consequent coastal protection loss, different artificial and natural adaptation measures are provided. (C) 2013 Elsevier B.V. All rights reserved.",123,2014,WoS,,review,,absolute,,,,,,,,,,seagrass,,coastal protection,wave ,wave attenuation,wind,positive,,,,,,,,,,,,,,,,,,,,,,,
79,,in,out,out,Yang,,The role of Scirpus marsh in attenuation of hydrodynamics and retention of fine sediment in the Yangtze Estuary. ,,,1998,other,,field,,absolute,,,,,,,,,,marsh,,coastal protection,wave,wave attenuation,,,,,,,,,,,,,,,,,,,,,,,,,
79,,in,out,out,Yang,,The role of Scirpus marsh in attenuation of hydrodynamics and retention of fine sediment in the Yangtze Estuary.,,,1998,other,,field,,absolute,,,,,,,,,,marsh,,coastal protection,erosion,sea level rise,,,,,,,,,,,,,,,,,,,,,,,,,
